id,order_number,account_id,opportunity_id,owner_id,status,effective_date,total_amount,contract_term_months,created_date
801Dcif6P8rR3MwpqY,ORD-202188,0017GsD7Up46bIVCbY,006j51yoMpSHtz9BeV,005jkXdzjIn4FETZtu,Fulfilled,2024-11-24,183463,12,2024-11-23
801nG1t4dmEgLhIb6V,ORD-202189,0013bAaxslQMxTcIlr,0069aAStqW8I0ULXfZ,005EecxXglGcgO8nCu,Fulfilled,2022-05-27,42872,24,2022-05-22
8013ZMNqGBUjZErg3r,ORD-202190,001bPGgmtK51c7WCwA,006VGBqPBmEbag2ha5,005MwKfgdf4TfBF8Zg,Fulfilled,2025-12-03,168145,12,2025-11-23
801A58Yy1x92J51DWI,ORD-202191,00142DFdXtyKxHZy0C,006EnjPxlvdgbJrqyO,0053VzHd9EJw9O3rur,Fulfilled,2022-02-03,162291,36,2022-01-23
801MxsuYlcn8I7ZtfQ,ORD-202192,001S6wIJaTEBHQoR8z,006e87xfkXg7zncnvb,005gvWDGbO1EVmxn9m,Draft,2022-08-26,118900,36,2022-08-19
801cZx02doFNEaBKfZ,ORD-202193,001l4Qr1BBP07iGgzB,006EA4OrYBX3CQCdBo,005bLIYitOgj1qzWEZ,Fulfilled,2024-04-19,69488,12,2024-04-13
801lvrULYnXkzn66ij,ORD-202194,001l2QAVdt7JCJ7UmD,0064kGt3otfxiGB7go,005farfat1cfKFkByw,Fulfilled,2024-05-30,82214,36,2024-05-23
801GJHijHBQjPAg0lC,ORD-202195,001HQVRoa68FXLLtWX,006cTVzFxuLHubXFV6,005EecxXglGcgO8nCu,Fulfilled,2025-04-22,270849,24,2025-04-13
801d9hFqDgmWgunxhc,ORD-202196,001WCn6iuiJL8CpHia,006w6smeEJrcAZqy93,005LrxjB8ud8tNczS1,Fulfilled,2024-06-21,252672,12,2024-06-17
8013KsnSXwtnBh3DbR,ORD-202197,001BQKxw4i74ZNJPED,006WaXc1WHYuc66YVz,005GnvlPPDq5hOoODG,Fulfilled,2024-12-23,57745,12,2024-12-21
801sWfVAh44mo0Ddn9,ORD-202198,001jBgTappUyVcQ1Oj,006fFVHQKk0vxCfyyl,005ZmDANT8NxIwQSUH,Fulfilled,2025-02-27,107054,12,2025-02-16
801GePXKqnhV1OunPX,ORD-202199,001F4kzBvOsb9E6PMK,006nR5lZGqZE8Z8Hln,005RpFPjmmumSx8sB2,Fulfilled,2022-02-27,90170,36,2022-02-15
801JBTQBJx7NP6zBFk,ORD-202200,001O70ct2qudpDZHng,006WBwZjk1tOAmmvRF,005I3dLDQYUNdUVw4Y,Cancelled,2024-03-09,6069,24,2024-03-02
8010lmgTegwYvAd1UL,ORD-202201,0014cEfpAE7bTUK3ve,006J0nPzySQXoTknTH,005cFzr92UqWtEjiS5,Fulfilled,2022-12-18,173582,24,2022-12-14
801puf9XFJ2CvvcpsU,ORD-202202,001ONLtLn2E9sKSimV,006W1Dr41xDTmWWBit,005TpaHIC8CTfHGP4i,Cancelled,2022-06-25,198016,36,2022-06-16
801saMKy5DAevhg8Fd,ORD-202203,0016I4mADgjnV8AzkE,006LveDs0ElOYNEmfl,005xhYc6cT3lbTknDn,Fulfilled,2025-09-21,68680,12,2025-09-12
801Zfzb0AeEozG04AX,ORD-202204,0018Cv7nrwObfJwp8V,0064r4TZvqObTe8zSS,005Mw9SUSpD6xFpkOi,Fulfilled,2025-06-02,86816,12,2025-05-27
801ZwbfmoD4ofg4SOj,ORD-202205,001Lc7wQ7cRb0HLC6D,006ieGde4M8wti4xv2,005eGrxIA9j7Kap744,Fulfilled,2025-02-08,155879,12,2025-01-31
801Nyb1pBlA3uTNxlK,ORD-202206,0011GIeUTUlOyocauy,0065Uuj5ggaG7bnyHq,005SkyTvnPdXlfxxMu,Cancelled,2024-01-07,134464,12,2024-01-06
801FPRBZootHstyHB7,ORD-202207,001B9klntd9sSkR6HG,006ylDRQs6zBvSbuOc,005y5u3soBmeQ9pyxl,Fulfilled,2022-12-01,22334,12,2022-11-23
801GNqPruWf210ZfUO,ORD-202208,0017fGQpZdqurUzdgG,006psAejiPxIdoq08p,0050fGb9Xo51dtJbLu,Fulfilled,2025-01-23,125864,36,2025-01-22
801IMUXZLdLPN0a7kI,ORD-202209,001hmNgoJW12Iyir8l,006PLf6NaVhVlWYW3F,005HMBcUaJasNagxn6,Fulfilled,2022-09-07,198605,12,2022-09-04
801a4SeSVLWWPqU8hE,ORD-202210,001a3wWZAAr9cY9tIK,006XxxStA9AYU7yc5J,005o6FGxPqqWKpnCkp,Fulfilled,2024-08-15,85570,36,2024-08-12
801oYfH8RpsHysp7N7,ORD-202211,001KR2a167dHmNDYt6,0062kIohjv4gE5rvC9,0056SOvFbGwot3GcKs,Activated,2025-11-08,275883,36,2025-10-30
801rDpmD6UXTGbczwf,ORD-202212,00135dcJJvwYa8B3Iy,006xV4JJBTyiG00QKt,005gvWDGbO1EVmxn9m,Activated,2025-06-25,290967,36,2025-06-17
801zZPGInKpLs8Jy3n,ORD-202213,0019SEgzcXUL6dmIyV,006U0TrPYEEA6nc3Xe,005t7soLyXgOHMyIPy,Cancelled,2023-12-01,75241,24,2023-11-22
801ElauLqsg6vYPbEj,ORD-202214,001nBARXph6mIeX2oK,006MtwXA3Bjdp9MD7T,005aABhuRiSBg0srbz,Fulfilled,2022-04-05,276122,24,2022-04-04
801Ig1G6Y2bNBgQskv,ORD-202215,0018DDmT4IbYM8gzTp,006wD2pdZ484n0xpsf,005NgdXDnoq7n6eqfB,Fulfilled,2022-10-07,180578,24,2022-10-06
801sYDpYCXLJGkESvA,ORD-202216,001JfG6n9oJFdOaYv8,006dkJ6G9atY4vj78z,0056SOvFbGwot3GcKs,Fulfilled,2022-02-15,37589,36,2022-02-01
801V5OKHaB6F6dSfSE,ORD-202217,001BPkvsbXNvFM69Yo,006wXYC9IjegmMOfi2,005t7soLyXgOHMyIPy,Fulfilled,2025-09-22,246055,12,2025-09-18
801c2qehJv6Zw8Qy5a,ORD-202218,001QzJ7lRKkQ9yJ32W,0060RXQyAzIk2SLkef,005gadkDjdrzTuBZQ0,Fulfilled,2025-07-09,177292,24,2025-06-26
801wB7kdXYhXDb2wHb,ORD-202219,001YhVcG4DuxDkDwy2,006b82wN7FPOgYUben,005OcXZdxrlsgJWBeG,Draft,2025-03-16,112369,24,2025-03-08
801OndmxwpXcMGheuf,ORD-202220,001lS5ZMJqnWH7Rqad,0063aseaYzqZ7GDwf2,005xIxpup9aX5Yc366,Fulfilled,2023-02-25,47830,36,2023-02-17
801WgmSkp7VONfPj9H,ORD-202221,0014eV1keUWNoRFJFM,006Iork0m093rdxeb4,005mBDyVPIykNE1wjN,Fulfilled,2023-02-17,195958,12,2023-02-11
801AFAOfXOfH2xSsCP,ORD-202222,001owZ07ximEvCloc4,0064qvHXvqi7HIsUqM,005TqlXejhWbvjVWsd,Fulfilled,2023-07-25,253023,12,2023-07-12
801yUGzdjpPWnyYXh4,ORD-202223,001SmxQg1yACRRtnQ3,006TS2BdnQ6QxQAZ6J,005WgETdcCDX1SEp32,Fulfilled,2025-06-26,282095,12,2025-06-19
801gLplypfoIDI93Z7,ORD-202224,001gvGQnVMLU4jVOPO,006qRQDxi0SEuSXexH,005fjwPseptfcyBFSO,Fulfilled,2025-02-09,164904,12,2025-01-28
801bQy8ww82boqSZ8e,ORD-202225,001jp5JnNh1QSv9CHP,00658IZqKT5NwErlVc,0056SOvFbGwot3GcKs,Draft,2025-09-24,187150,24,2025-09-16
801lAFqAw2fZEAoy31,ORD-202226,001uLAXDJWqSkeKrw7,006OOMCT5nxGXyAYu3,0059wya6DR3pIs3IPJ,Fulfilled,2022-09-04,227569,36,2022-08-21
801WpBSEIG1ITu7lEd,ORD-202227,001IobxC9zZiZo3jsv,006heLUYfLhwKs3rpV,005FyZAQiHdXrvrQlY,Draft,2023-06-14,10327,24,2023-06-04
8014liLjLYEOVhz20m,ORD-202228,001X5F7i8kXpUOm02R,006Dj8wzmVK8ZlljZg,005farfat1cfKFkByw,Cancelled,2024-01-18,154178,36,2024-01-09
801QQYTM0cfe4Wv8Np,ORD-202229,001f1sgZmfe6rJwji8,006fi8qJHvTGu89Drh,005TqlXejhWbvjVWsd,Fulfilled,2023-06-15,153887,36,2023-06-05
801dUAUYKdZ1rpUG9v,ORD-202230,001kmH28c40alw4wnl,006xYZc3kEu5aTWt6H,005aHiW9xNcTdQ2HFK,Fulfilled,2023-01-20,273129,12,2023-01-15
801j2QHueAlFJekJex,ORD-202231,001WRDPXcFO2MwjQ96,006f2ZB2QS9GsxJ7do,005ponU3oUJcEecoTy,Draft,2022-04-12,111764,24,2022-04-01
801akAne8SqBmCAJdC,ORD-202232,001RVHIkX0HncrrJiu,0061j10PL5SBnQ1ciS,005IeU7PAQYPcwR9VT,Activated,2022-04-08,68452,36,2022-03-30
801tGYRkvxdvDtNFQM,ORD-202233,001UCT07ub7XA77Iup,006ESdUT4Ix0G2hlkl,005NgdXDnoq7n6eqfB,Fulfilled,2023-05-22,124852,24,2023-05-21
801JufBJsnAkJM08iE,ORD-202234,001so6CoqTuSoVBsO4,006BOctKNGsfDwuusA,005c3NF5GIwHluYW9b,Fulfilled,2023-08-07,159951,24,2023-07-25
801Bd5ks3eWWwnn5zZ,ORD-202235,001gyAHhqRlhAT4zIU,006pe5b5rLHZMHU3jT,005lWDDSfm41preSiA,Fulfilled,2024-04-27,38128,36,2024-04-15
8017KpeOwgrveF2iD3,ORD-202236,001u3ewPZer1e9zbvu,006ILJDDJC4lbWBa9t,005mtNZ6PjUxSYdipW,Fulfilled,2024-03-05,38307,24,2024-03-01
801MxqfIUJb8z2khvN,ORD-202237,001WQmb3ltQRd7HAe2,006UZBMNvdgy6d2HUF,005oyndEH15fmiBogk,Fulfilled,2025-02-15,99439,36,2025-02-08
801zHieZGUeqfo2gD3,ORD-202238,001eM7bcBesIHeqOtS,006FESsTIch0P9VkV1,005v0k6ScHdsTsZ8Rg,Fulfilled,2022-06-24,51089,24,2022-06-10
801dIIk6WWnxDCxzhq,ORD-202239,001ZMWEDC12zQYL0fd,006ZnytP2LAnh7p8vP,005zvrK8BJ2mrycCIE,Activated,2024-06-30,103440,12,2024-06-23
801PZ5rsuSTlU456Bn,ORD-202240,001EeHf8Q2tABMtQWZ,006DPMMj9ZLpfGq3L2,005mtNZ6PjUxSYdipW,Fulfilled,2023-10-06,257281,24,2023-09-28
801yYUriGZoAXEVIZs,ORD-202241,001vGlNNzZVRFpiI10,0065qGiD6qJjF1scqQ,005dJm5gIU7nUKZnv1,Fulfilled,2023-09-04,281386,12,2023-09-02
801WE65sxpYODkJlog,ORD-202242,0016QFk96vkF8Gk395,006tIogTuDMhWZMZ7V,005wBTdruibiY0OPdW,Fulfilled,2023-11-03,254178,24,2023-10-22
8012LDFdHSijPXSQGG,ORD-202243,001wRi8dBluvjeJvYQ,006sNlmhaogGldcVZD,005TqlXejhWbvjVWsd,Activated,2022-05-18,270614,24,2022-05-13
801wmXUPA0kBjc76uS,ORD-202244,001WQ8hbZN7rKym4Kk,006PaIWjXKTEJR67si,005WgETdcCDX1SEp32,Activated,2022-05-07,124257,36,2022-05-02
8015NOoqgl4N9TIyPG,ORD-202245,001MtfmtLeSurl33Dc,00646utt7zBsLNhciA,005IeU7PAQYPcwR9VT,Fulfilled,2024-07-06,29117,36,2024-07-04
801QdG2Bjczh5IOJoz,ORD-202246,001UEbiqdfCBEzjRiR,006KXjgF4JV42xrYrz,005SkyTvnPdXlfxxMu,Activated,2023-06-24,162547,36,2023-06-19
801Nf8xyuyq1o2F4HM,ORD-202247,001npFpiO6Oy5OOXZK,006BCOTV1SEAAbKss9,005ygjBY3eCoYXQvBW,Fulfilled,2023-06-02,231373,12,2023-05-25
801Lwljlf72F4y3aPe,ORD-202248,001KCgqNVjvFqn2LIL,006D3pNTS9Tgnx0ad2,005fjwPseptfcyBFSO,Fulfilled,2024-08-25,184617,24,2024-08-18
801ADYO0Y9Zjtb550U,ORD-202249,001sJktlvnM1a6Z8XI,006jkm7NkymY3fr7Fw,005n3YnrPf6lJOdoQd,Draft,2023-10-13,120725,12,2023-10-08
801ePXXGNQNDS4JCNk,ORD-202250,001K3tq57sBs9oph8f,0063QHUNXj6p3kM6pM,005jkXdzjIn4FETZtu,Activated,2025-09-18,35404,24,2025-09-13
801gBkGIeZIBFIp76X,ORD-202251,001hpwfjrmi1OOpfOx,006VEXl4FESr2cQwYV,005ponU3oUJcEecoTy,Activated,2023-12-19,165653,24,2023-12-14
801ttsOGKDNqkMGUym,ORD-202252,001Mao9vEOY1IZOkiP,0069IrnJsqsMG1gONj,005IYPQNVpF7c2XFiu,Fulfilled,2025-01-23,178730,36,2025-01-21
801dY3i7gsMILqbWum,ORD-202253,001JQzowqKJtAMtm8I,006GVx1v1848ZPAIlX,005farfat1cfKFkByw,Fulfilled,2022-02-09,298713,24,2022-02-02
801QrNGrmbwMJ4Yk6m,ORD-202254,001zguU510uyaBMRN9,006K9KdXeVdaP7clpZ,005CDjSs8Io3wfG3Ak,Fulfilled,2023-07-12,208277,24,2023-07-08
801BNKar5S9MzuDabI,ORD-202255,001KB1HtyhaCPpJHTT,006N13XDSHQVg2u9Dl,005TqlXejhWbvjVWsd,Fulfilled,2023-06-21,190821,12,2023-06-14
801VqypYeddzXpCz4J,ORD-202256,001uWWAMpkkWIzTGhu,006b7dteIgo1wBkS2j,005HMBcUaJasNagxn6,Draft,2023-12-30,42949,24,2023-12-17
801wO7TR12rhf9w74j,ORD-202257,001WqrpYJ10j5nDAp7,006j1aRCWJiVQDUh43,005qHaW3q8wb36uD9S,Fulfilled,2024-03-22,99006,12,2024-03-17
8012qzZGyOl4GHscg1,ORD-202258,001VZEOW3c57qGb9vo,006lljsx4ia1cHCPhk,005bBd6E3UkbkZtoaS,Fulfilled,2023-04-09,176312,24,2023-03-27
8015appzmcFTGZNIzh,ORD-202259,001Cw5cx5GIymoNr5Y,006Vjhx0Z5tISaLMXI,005c3NF5GIwHluYW9b,Activated,2025-07-21,148796,24,2025-07-08
801iTjf8RGZCpUrBh0,ORD-202260,001EJA1ZSxKXYyWax1,006iyX257IRvs8cXNo,005OcXZdxrlsgJWBeG,Cancelled,2023-05-05,141509,24,2023-04-21
801JXxDp8KdnuQ4MHa,ORD-202261,001flN6CfiMCDbZW00,006UXmPMNoCroFndbP,0059wya6DR3pIs3IPJ,Fulfilled,2025-10-20,21893,24,2025-10-09
8016qldZNVq8Zh5Kih,ORD-202262,001s3A1tRfqrsxOBGl,006RzOycImRWtgdEBR,005UcROE8MIxxlGJGK,Activated,2023-01-19,190573,12,2023-01-10
801xA5u7u6srFJA5DY,ORD-202263,001wVmbVXr4VU0P8Xq,006pKMwU5vePaBP0Gs,005d2TMY2eGPYkWkSs,Fulfilled,2022-04-25,216719,36,2022-04-15
801No6bWSDoj3MJTC0,ORD-202264,0010ieoNjTX6x1NW1C,006u5VyWG5KfrVuS5w,005Tdp9BDe2ZbrGft6,Fulfilled,2025-08-03,20427,12,2025-07-22
801430WYycC2DEfggG,ORD-202265,001pREN1kwsRjkYxhg,006b1ARzEAYGDxo9CD,005mBDyVPIykNE1wjN,Fulfilled,2025-09-11,38566,36,2025-08-29
801jyatkjU8Srv1hMk,ORD-202266,001iH3bAw7I8JN3etf,0061tdEgF6bQjQyM7u,005jI7Sc4sfHBomzPt,Fulfilled,2023-08-12,171721,12,2023-08-08
801d3CbNeXYnlLBqWB,ORD-202267,001G5u2ZfXvYkqSwgX,006xD6ZOLgRpSyFIAJ,005OcXZdxrlsgJWBeG,Fulfilled,2024-05-14,276734,24,2024-05-03
801Nfr98SKmwXjfskI,ORD-202268,001JTEtQBiFcCIhQbE,006Vl2nvw2tiGPZVe2,005y5u3soBmeQ9pyxl,Fulfilled,2023-09-02,12566,36,2023-08-30
801XvDNSDS6SJ0fUoC,ORD-202269,001zyNqGX6kaoPeiFy,006gRpVp8i6SBfNTXy,005IYPQNVpF7c2XFiu,Fulfilled,2022-10-11,246996,36,2022-10-05
8018cT4zgoLPPGcFEl,ORD-202270,001TFECyxXjhiiL3g1,006oQERdcHmc20QXYw,005TqlXejhWbvjVWsd,Cancelled,2022-09-07,205497,24,2022-09-02
801KRjPzKlNfdZ3rtQ,ORD-202271,001T3KjQlcNiYaZEax,006Q4kWM4w55JNoDUH,005oTniFgpKl8lJKqn,Cancelled,2025-09-29,228703,12,2025-09-25
801ayRwH7dwYMF2xRW,ORD-202272,001HiBuyxI0FcJ9KiJ,006oodOOOmp6xFwWEi,005TK374RFpXQFXq5p,Fulfilled,2024-08-08,94147,24,2024-08-01
8016XF0WgKQFolCyWl,ORD-202273,0012tHucLPlCfAIctr,006Q0az6y7kmgg2ZjB,005IYPQNVpF7c2XFiu,Fulfilled,2024-01-03,204885,36,2023-12-24
801uwVRiwVn6Of3vUW,ORD-202274,001TdlqySswUlLOUrH,006EHnRPMCTHB2gPit,005jkXdzjIn4FETZtu,Fulfilled,2023-05-29,32634,36,2023-05-20
8019qvjtsBCGrY7mGo,ORD-202275,001DntibCI39dW608f,006VSAJ96VGVUuJ8Px,0056SOvFbGwot3GcKs,Fulfilled,2023-08-02,11906,36,2023-08-01
8015RhFPhxq7ZnW1h4,ORD-202276,001AFnrEc50exoC0VU,006Ynw4aLqRI9GWryb,0053VzHd9EJw9O3rur,Draft,2024-01-22,188778,24,2024-01-08
801gyoZ0iqo6ZKV1Mz,ORD-202277,00181D54urhSg6RIY0,006QhUqHIG87zOtvBB,005wBTdruibiY0OPdW,Fulfilled,2022-11-11,86873,24,2022-11-05
801OYIJqPpPazGZVwx,ORD-202278,001aRYqbfYZ7czQ9kt,006HyJoSsAXVmHaIrd,005bLIYitOgj1qzWEZ,Fulfilled,2025-09-11,285889,24,2025-09-09
801MwNX7aKFe5aOISJ,ORD-202279,001IkkdEvgkOPHmQc3,006nCCrKNlF5bQKTs8,005lLx9Ibg63D1HhJT,Fulfilled,2024-07-21,91276,12,2024-07-09
80168RVLQT1Dw6O27u,ORD-202280,001aNbA0Yzh3PjK0DV,006JvWjLvS06t6iOQw,005SbAnWPkaLqqFhXE,Fulfilled,2022-05-19,153856,36,2022-05-07
8014q547mmwSp6CcCK,ORD-202281,0013mef2I2mweFOAuu,006vTyOotOaNTeW6xb,005GnvlPPDq5hOoODG,Draft,2022-06-10,31279,12,2022-06-08
801W6TftXlUXsEizy6,ORD-202282,001vpXw35wM37suevo,006hP9c3hMV0RXcSSB,005Ho68SXnOO9IeJdv,Fulfilled,2023-05-07,24306,24,2023-05-03
80155fBYvjtABgnSFG,ORD-202283,001Mh1tVlPRyCF1XNZ,0065en7PwJ3iga1LIt,005eGrxIA9j7Kap744,Fulfilled,2023-02-04,232267,12,2023-01-27
801NtrhEZ81yFucHDW,ORD-202284,0012HZHCIgFG5G8GfC,006X3uYrUflkIMmBNP,005C9ZE4d3Sx2TUFjd,Fulfilled,2022-09-30,23218,24,2022-09-27
801vqhe8GbwIhZz4B6,ORD-202285,001Os23HnPmCKDB8Fy,006dSKy8L0HBB9Qtv8,005xQtcNnSs6fMHI2E,Fulfilled,2024-02-14,77498,24,2024-02-02
801WtrTNOW9fOwHUB3,ORD-202286,001i71BXj4XRpMhM8G,006plsygCSj4sZ3VO9,005n3YnrPf6lJOdoQd,Activated,2023-03-21,287392,36,2023-03-07
801EVTYx4kRHszaN4a,ORD-202287,001q5ukgP8sPhE4AG5,006bEOFQ1V6oCkk284,005CDjSs8Io3wfG3Ak,Activated,2023-06-08,157224,36,2023-06-03
8015kx5RNK04xDQaRZ,ORD-202288,001wFYIkplYmcLS2dM,006rpmh8wbvlopT7GH,005z7MbHiOpJ6R0JED,Cancelled,2025-04-02,147696,24,2025-03-31
801fHtupalVIyihF7C,ORD-202289,001sAStR8gQ7xWad7y,006lposLeJc391atEz,005C9ZE4d3Sx2TUFjd,Fulfilled,2023-11-09,206655,36,2023-10-29
801LHYmZV3Hvgv4bCK,ORD-202290,00177NUxsCogej5uau,0069AnYBRLF641Jk89,005tNEaaVidaDN1aY5,Fulfilled,2024-02-07,155123,24,2024-01-25
801RP40Tks2StSipwx,ORD-202291,0012N4FnXfkqlbVkGL,006gb0F1YIj00jhWxw,005FA8TcXwRGIFLbcj,Activated,2022-12-05,103740,12,2022-11-23
801e4Gc12W6kA35B3M,ORD-202292,001NUGFjdehZPQoERS,0063z5LgPdsuYTPZEH,005qHaW3q8wb36uD9S,Fulfilled,2024-07-04,70169,24,2024-06-23
801jIGqMrdLFHpleqZ,ORD-202293,001e0iDAGONgFXmEy1,006BmeWHv2feiAEcPV,005dJm5gIU7nUKZnv1,Cancelled,2024-01-23,74500,24,2024-01-16
801lpTYF06mQvga8B9,ORD-202294,0010eTHn7vqvjPg60c,006257AhmzaezDMNYk,005PhLjKVjb9dOzZoL,Fulfilled,2022-08-16,196505,36,2022-08-06
801iUbrsm3KuPYG4uG,ORD-202295,001Uw1vGmMMUaIz9xg,006Gnjxv3S8qBhhAAb,005ponU3oUJcEecoTy,Draft,2023-07-10,169842,12,2023-07-02
801D8ZgUL8qMSxYOKt,ORD-202296,001MaruDNgVpUKgwhL,006qnDqR4lPhiMfrtu,005GrOeBn48jU6nOpE,Draft,2022-02-03,8360,24,2022-02-02
801VTuOs8EvcivoeFv,ORD-202297,001HooNxq4uHrwxxZv,006ImnHvz6kkGhApVG,005EQtkoEfdgXDf2kK,Fulfilled,2023-06-15,195828,12,2023-06-07
801nA9rRObQhVK5VXP,ORD-202298,0010oZ9TEA1YBOKbwz,006raFMXp9Xu8nivvK,005d2TMY2eGPYkWkSs,Fulfilled,2022-09-05,283855,24,2022-09-02
801EwrDvVuBAgqO3K7,ORD-202299,001Zw7UQDK4Wnun0jU,006DjgnFPJnkR2vYEt,005xIxpup9aX5Yc366,Fulfilled,2023-03-03,77114,24,2023-02-25
801XSIbRqizulCS1Yc,ORD-202300,001gRzDoQ4Y40B8j8R,006QdkpQmkmGFwmli9,005SkyTvnPdXlfxxMu,Cancelled,2023-07-05,10509,24,2023-07-03
8010o4jrVi0xRZoQRO,ORD-202301,001ahvSGVEcC6BBanw,006O7pS2Ra9r6bPkUL,005ON53s4keRC7Er7R,Fulfilled,2023-04-19,93481,36,2023-04-15
801OO5HgsFWaYQqeHv,ORD-202302,001yvFa8rLLC17tZ2p,006Slhi0TJI2UmCrMO,005oyndEH15fmiBogk,Cancelled,2023-10-22,40481,12,2023-10-09
80103tFKjEwljjy3pY,ORD-202303,001GD4BsKDkRLX8yiR,00699BHCX5BE7YRooX,005OcXZdxrlsgJWBeG,Fulfilled,2025-08-18,234060,24,2025-08-05
801jiwQNsrivmgP6Vu,ORD-202304,001yWh28TlE4RSHYh1,006MhUnJQdUBGo1WEw,005CDjSs8Io3wfG3Ak,Fulfilled,2022-04-27,294232,12,2022-04-17
801XG55vuHGs5QQtug,ORD-202305,001E3YO3D7LGLlzEiK,006PsR8rf6iLcZB6Ud,005CL72UB9NlJw0t0Z,Fulfilled,2025-06-30,201785,24,2025-06-24
801mAoreHtZC5kOcoh,ORD-202306,001jXw7X3nxgrqzr8q,0067zHShybGfJHsZ21,005egJ9DcGz51VtFgp,Activated,2023-01-23,89597,12,2023-01-10
801xRr7Kw5LYyUHt2f,ORD-202307,001Wnivz19OU1TG6uF,0060ojyHDXCSlrLxIE,00517kC03BFC8pxkQp,Activated,2022-10-30,70818,12,2022-10-23
801op7mSmBVo5sEUvm,ORD-202308,001WwnceLm2bfQ7tIj,006ILcZiSHN1VS3dOk,005o6FGxPqqWKpnCkp,Fulfilled,2023-11-24,142904,12,2023-11-15
801EhVpHcEnIKuECqo,ORD-202309,001PBTVowG9ucnpuPh,00624otsw5cGq0BGdm,005dJm5gIU7nUKZnv1,Activated,2023-01-20,272770,12,2023-01-13
801CldYv758QOY5ghv,ORD-202310,001bIeCK3LZsCYeJjP,006zdQ3hTqVFNMB73J,0058XwJMmgZgCCCItV,Fulfilled,2023-11-04,273777,12,2023-10-30
801HJ8svn4SDR5Avpq,ORD-202311,001vxRzVzZbu93EGxV,006vBiHBF1sueOql1D,005oTniFgpKl8lJKqn,Fulfilled,2023-10-13,11568,36,2023-10-05
8011W4Cy1slzIr39zW,ORD-202312,001dlSky0Ppbtctajb,006YRbQg7KiPfseexv,005YpyV0Iqs18vr6hF,Cancelled,2022-11-12,27532,24,2022-11-08
801zUQ19UGOIPYqmoH,ORD-202313,001TuT5lg4HBqZ79Mw,006kMF7bJxeVIJLaLD,005mtNZ6PjUxSYdipW,Fulfilled,2024-08-21,283698,24,2024-08-16
801CKZ63TpL82hK81L,ORD-202314,001nxDHvXKN16pC5Im,006Gltdx0v2MyfRDue,005eGrxIA9j7Kap744,Fulfilled,2023-09-18,127522,36,2023-09-05
801s1PEg6aD16QBLfL,ORD-202315,001dZFARZSGYPu8v1n,006Exp7BVP0dYH9EUY,005EQtkoEfdgXDf2kK,Fulfilled,2023-04-05,231510,12,2023-03-30
801fPTYvlCmrkWC7Oq,ORD-202316,001X9GMoE8m7izlRqo,006YL1ydDCP4k22xh8,005xhYc6cT3lbTknDn,Fulfilled,2022-03-31,266845,12,2022-03-29
801q8oI7ul0f8u1DCH,ORD-202317,001N9wqqUcUrJq6nIV,00600vuk7WTi6ew3rQ,005WgETdcCDX1SEp32,Activated,2023-03-08,270427,12,2023-02-28
801iIjE8pH9ww5yU26,ORD-202318,001vg7Hhq1l8x7hQf4,006JFwu31sLmMXKHj8,005MwKfgdf4TfBF8Zg,Fulfilled,2022-12-06,65552,12,2022-11-29
801Mk5pNdy59Vg8x0r,ORD-202319,001JxAQWxJRJpDWKar,006SNMIxq89dHMlbEH,005jkXdzjIn4FETZtu,Fulfilled,2022-05-17,201794,36,2022-05-04
8012i99gi8mFD2ATrU,ORD-202320,001LcWnLebeJE25TZq,006aGkqHeu1IOOornU,005xQtcNnSs6fMHI2E,Activated,2025-07-15,189396,24,2025-07-14
801G3OabX0sKJ2OsMS,ORD-202321,0019O6Q1PIHfseRJwn,006jMbVxMOnuniZvkD,005I3dLDQYUNdUVw4Y,Cancelled,2025-01-04,298115,24,2025-01-01
801ypPYUpi58TL1iB5,ORD-202322,001ZTQmCCOyjnHCcny,006waL24UPa5L9aIDa,005noBf4oiSp9TePzz,Fulfilled,2025-01-17,123140,12,2025-01-05
801Sd5rBZYSisaICkO,ORD-202323,001oiZrZQKudb0yAa9,006XyILVwYfhJbTkdv,005ON53s4keRC7Er7R,Activated,2025-06-01,147202,24,2025-05-23
801zcNAgkTfABoHeNq,ORD-202324,001Mu16E55IhTDNOPl,006bHyRfaxU8eT1zsH,005vqvLHAtIsAKf8Wh,Fulfilled,2025-01-23,169179,36,2025-01-12
8012JW8lptrg35rpW8,ORD-202325,001ugb8BrGYfqSQk4u,006dL6bFOHfiZqRq9e,005LrxjB8ud8tNczS1,Fulfilled,2023-12-03,192440,24,2023-12-01
801XXZOhmtE0CNYwP0,ORD-202326,001Epvr4j4xugWR8ER,006JKrs463HWqe9xfk,005cVL9DQ83eH0EZfE,Draft,2023-05-14,232856,24,2023-05-12
8012imEHEYjE9O7h7d,ORD-202327,001eJzfKW1lztBZ8MW,006x0SbSvegDffiK7L,005NgdXDnoq7n6eqfB,Fulfilled,2024-04-16,253179,36,2024-04-09
801pZVFzjQw6pex4GM,ORD-202328,001b7dy1viavI8mALU,006Uk7sdoYpxxdyyjh,005YpyV0Iqs18vr6hF,Fulfilled,2022-06-07,23262,12,2022-05-24
801Nw95ObIE6lUgonj,ORD-202329,001IkAe0beFsTs5tbK,006bSTnQwTtEPkzHn5,005n3YnrPf6lJOdoQd,Activated,2023-03-21,96517,36,2023-03-12
