id,name,account_id,owner_id,stage_name,amount,probability,close_date,lead_source,lead_source_id,created_date
006hl2V1n8fW6FosVR,Oakridge Expansion 3197,001xuyHpMWfdk6o6A1,005B24wkYeA8WTwY25,Qualification,5031,25,2024-11-05,Outbound,00Q2baW1I6slZEEugo,2024-09-04
006PcGwKketSK7MuSi,Oakridge Expansion 3198,0012UXuoKY1jzsOPcQ,005IYPQNVpF7c2XFiu,Negotiation,58765,70,2026-02-22,Event,00QSZP4C2InM1oRQu6,2025-09-04
006WckJQkpBMe2xeW8,Oakridge Expansion 3199,001OuABmimyxinNlZy,005TK374RFpXQFXq5p,Closed Won,129864,100,2024-09-11,Web,00QS2Pkn4uPlFEdlGN,2024-06-18
006iddllvvrTstnei0,Nimbus Expansion 3200,0016Cf8EDxhXUW1QD4,005pCTycClXuIF6SUv,Closed Lost,226807,0,2023-01-16,Event,00QrMkxIw8eVgNDA0c,2022-07-26
006amXZze1Ald8KqHw,Redwood Expansion 3201,001PFd8itSvqFw3viy,0056SOvFbGwot3GcKs,Closed Won,223113,100,2023-01-10,Trade Show,00QDvgOeJXboBArUYX,2022-07-31
006xdyQzMXrejTkNP3,Acme Expansion 3202,001KNF76BzcLUcTe3B,005IYPQNVpF7c2XFiu,Closed Won,128529,100,2025-07-19,Trade Show,00QdJ3GBWFPCqFCJAE,2025-07-03
006pNbZyLgUpedG1dR,Redwood Expansion 3203,001IzDy18YSYRua18e,005WgETdcCDX1SEp32,Prospecting,27806,10,2022-04-26,Trade Show,00QIYVeb9Qo6aG4mpl,2022-04-08
006atxQ8Lm94WDTB5h,Stratus Expansion 3204,001di36FqT2bxukpAJ,005FmC4bvUmQBFO9r1,Proposal,124687,50,2023-02-24,Inbound,00Q6rls3cMV8SRhzy3,2023-01-26
006t5ciYzJkLx3y625,Acme Expansion 3205,00156KlSF22fQoIKir,005jI7Sc4sfHBomzPt,Closed Lost,75614,0,2023-05-26,Web,00QjVsfAqbkfjeUPii,2023-04-24
0065BD7Enz3wZepUUL,BlueSky Expansion 3206,00111onKckE6YCDW6N,005lECbWsEiD75E7eC,Proposal,121887,50,2022-09-06,Web,00QGRRNEfSS3uxs0dO,2022-04-22
0064fmZ2xrMIXH4jmH,Stratus Expansion 3207,001m5v6j9Vg4aQ1rmD,005mYnZlHWW2dnL0rt,Qualification,203808,25,2023-02-25,Outbound,00QzbWx2amxstNINmQ,2022-12-24
006KwlL8eAqAgH1i2r,BlueSky Expansion 3208,001KyGQ1iGw4yPORsP,005NgdXDnoq7n6eqfB,Proposal,189059,50,2025-04-04,Outbound,00QPQgFBZfc3Op9GUe,2024-12-08
006hcs6rCXupta8cuh,Pinnacle Expansion 3209,001pcJcZPCsKmiUiPf,005bLIYitOgj1qzWEZ,Negotiation,63291,70,2025-06-03,Partner Referral,00QAOf9T0yuHFqE2W5,2024-12-27
006Th0TGf3zRywQqPq,Redwood Expansion 3210,001aQBhwr1qsjKJODl,005CDjSs8Io3wfG3Ak,Proposal,248471,50,2026-01-31,Partner Referral,00QQd03br1PBBVZbr5,2025-11-10
0063stLRJv1MxG9ont,Ironwood Expansion 3211,001C9TVDF5UvP7EtHk,005WgETdcCDX1SEp32,Closed Won,149069,100,2024-12-04,Partner Referral,00Qd8gfh1CzMbBQF9w,2024-10-28
006yFcawnafEa21kxR,Stratus Expansion 3212,001uPVuu99frb7PzE9,005uzGGUX4TIYx0w3I,Qualification,190203,25,2023-01-23,Event,00QhemsxIuadUlpuMK,2022-10-19
006t3K8MsMCQDHA1Q4,Oakridge Expansion 3213,001bi0UPxRSN9TYeQj,005v0k6ScHdsTsZ8Rg,Closed Won,101773,100,2025-02-02,Event,00QKwLwVLb7WoOcYrg,2024-09-24
006G4yhUznN3zg7pLa,Clearwater Expansion 3214,001DRAkZ3s4Lv6bJ5k,005aHiW9xNcTdQ2HFK,Closed Won,43309,100,2025-02-20,Partner Referral,00QrqwURyC3FBZkWwQ,2024-11-05
006osXryFfWHr6oOar,Redwood Expansion 3215,001OfHLm0NtTFRWW2r,005AQpXsPDqHdTKZrg,Closed Won,242812,100,2022-04-13,Partner Referral,00QDoZHqGKkv53mrRe,2022-03-20
006hU6q53LKmEj1KYH,Harbor Expansion 3216,001UTdh5gkGzUyXnPn,005C9ZE4d3Sx2TUFjd,Closed Won,64604,100,2023-05-21,Trade Show,00QaYp1uCsUq1aWWKF,2023-01-07
006tuGX4nsbxHvObRS,Clearwater Expansion 3217,001FdLfViDzRWzJn15,00566La41L76C1ZyfL,Proposal,243560,50,2022-12-19,Web,00QESOyotOtNvikxA6,2022-10-15
006f2sbvEvWBbyYbVA,Oakridge Expansion 3218,001JgfTmAeKa6srQhg,005xa0kEIUpEcdrhWI,Prospecting,135718,10,2023-12-05,Trade Show,00QN6s0pfNl1UPPobD,2023-09-03
006jekSucilflKWCnF,Nimbus Expansion 3219,001wb9Qx6wuWgtfosX,005cFzr92UqWtEjiS5,Proposal,151762,50,2025-07-16,Outbound,00Q0MTSVr0d5Ymvke5,2025-03-05
006tkAV461QDwecnUM,Ironwood Expansion 3220,001S7H62pEPLo90VBA,005EQtkoEfdgXDf2kK,Closed Lost,96767,0,2023-03-04,Web,00QAbZJVu3kAi2VmUC,2022-09-25
006NFeQjgkde9kt5gS,Harbor Expansion 3221,001xwry0aW8I80GDEC,005bBd6E3UkbkZtoaS,Closed Won,231691,100,2022-11-22,Inbound,00QrxhWdF24G1yDvlA,2022-09-27
006nOtpeP8V3Yc1VMf,Redwood Expansion 3222,001qZxTurCPooyGW4f,005tNEaaVidaDN1aY5,Negotiation,126453,70,2024-11-08,Outbound,00QFTg361yRdXhk8qD,2024-10-20
0066R0FBTBi3AjTxfU,BlueSky Expansion 3223,001MGlfLEgmzgVUWNn,005o6FGxPqqWKpnCkp,Negotiation,53274,70,2023-09-20,Partner Referral,00Q5ITvANhd7C3RNGv,2023-07-27
006pUfmovgCJlZsTIB,Cobalt Expansion 3224,001qvK0SOIX739YVAt,005oTniFgpKl8lJKqn,Closed Won,100315,100,2025-07-29,Event,00QGlGRU0oZW7zp0Qp,2025-05-13
006pH0xqcq8XV6oH9T,Ironwood Expansion 3225,001lf4P0uAlaSRnGd0,005PcnSwvycOiPT9zy,Proposal,50041,50,2025-02-01,Web,00Q32uu4ZdzK0Nly6M,2024-09-13
006UPuRIlyCULYAlVT,Pinnacle Expansion 3226,0014ePZJMBsVwcZJ77,005fjwPseptfcyBFSO,Closed Lost,144004,0,2025-05-02,Inbound,00QdKnlBDDt9ojyQJk,2025-01-09
0062S0fvDeKJdsk8Ax,Evergreen Expansion 3227,001KBCmVRFC7gz6SIy,005VLfsfX7zhRzFubF,Prospecting,169633,10,2022-12-05,Trade Show,00QH5yL4vQiozujiGO,2022-10-14
006YeMVcxhHTI2Valr,Evergreen Expansion 3228,001lErsXHGcSuJIi8d,0057tOW88h5S2FQMo9,Qualification,211306,25,2023-07-23,Outbound,00QsiON10QUzh5yLRV,2023-05-24
006NwBIc1XC5KCHAr8,Clearwater Expansion 3229,0019SKOtPYBpLELgEs,005xQtcNnSs6fMHI2E,Qualification,107124,25,2023-08-29,Trade Show,00QVNMSrk1vdmFTR9m,2023-04-06
006nWAaVy7RdhwVYKu,Ironwood Expansion 3230,001c8euZ5IH1c3ZXHf,005oRycfOWj8YbLrlq,Prospecting,50868,10,2024-05-25,Inbound,00QRUBmxtMb3mQegy2,2024-02-16
006fOAZkp1i2mVi5vQ,Redwood Expansion 3231,001val8bi0lCD0RNPy,005g4fdGzuew1U6NXU,Negotiation,197807,70,2022-10-14,Inbound,00QVs7QQOFV7vauU70,2022-08-27
006iJpP3wqG5sMlGnN,Pinnacle Expansion 3232,001qUadYtficnq8AU5,005nz6ixedb0ulRU2P,Prospecting,191056,10,2023-08-25,Trade Show,00QFqgK21USMS0yer2,2023-07-12
0064Sp83YD9KiHIIrb,Evergreen Expansion 3233,001jQGvzM1ACu2nN7K,005wBTdruibiY0OPdW,Proposal,12025,50,2023-06-21,Trade Show,00QEiFXy5lQF5Gs8zf,2023-01-14
006CY9w0uKvGlKonp3,Ironwood Expansion 3234,001N7BkakzCafZQsw3,005yopVEVGjrYSQu2q,Prospecting,219590,10,2023-09-03,Event,00QfnPSZfYvJMWhiyi,2023-04-07
006Efzp7LH15E0toAj,Northstar Expansion 3235,0016L8ghoAfMMiO583,005bLIYitOgj1qzWEZ,Proposal,116878,50,2024-08-08,Partner Referral,00QrSjGyYKLUW9f16y,2024-06-06
0061WWyFFa3XsqlQwl,Ironwood Expansion 3236,0013dI2YeVSWca0loD,005gYdlj9yv5Cc6zkp,Proposal,153464,50,2022-10-31,Web,00QdTMV8TljrHnoHZU,2022-06-23
006PzBogfLhQ2z8TtF,Lighthouse Expansion 3237,001a6vX6WamQjAzotQ,005U2hcHrNtlfF5gcz,Closed Lost,146474,0,2023-08-09,Outbound,00QBnmfjZX1cxuMel9,2023-04-11
006SCxoo1nQ72oLadD,Redwood Expansion 3238,001tJeYpqpCNTjRcvh,00574uwHCzqanx744B,Proposal,137649,50,2023-12-03,Inbound,00QJJWZtLfLg6LAecG,2023-07-22
006ZbOMBgpk3NJtaW6,Pinnacle Expansion 3239,001Gik31PG3pXrPCUq,005OcXZdxrlsgJWBeG,Negotiation,82711,70,2026-06-14,Inbound,00QVnFWzomq4FgY73o,2025-12-26
006m0Doqs37UIiFeTy,Oakridge Expansion 3240,001MmORY9nhmhQeqPg,005oyndEH15fmiBogk,Negotiation,205335,70,2023-12-04,Web,00Q7YMjKrqgoBs2yzp,2023-08-24
006a31w6zo3UMZOjsH,Evergreen Expansion 3241,001exjhBsiOWIY2Luc,005ITUm8sMeUL9Z9US,Negotiation,135014,70,2023-03-18,Partner Referral,00QGMNicBBxxFZUFKZ,2022-12-20
006pQ0rUMIturRebgZ,Evergreen Expansion 3242,001vsi82HjeZ6pltv0,005jI7Sc4sfHBomzPt,Negotiation,11407,70,2024-12-12,Trade Show,00QSstG1G5zbaBppbk,2024-09-20
006tcGaqcZNVcT47Bo,Evergreen Expansion 3243,001Ll9ppLWdhMbOahG,005COStSs3dErO7Qyy,Closed Lost,170819,0,2022-12-18,Web,00QVXTeHMwVLDf9ey1,2022-07-28
006cI8gAkisU0uqU7R,Lighthouse Expansion 3244,001afBhIihINA87UBT,0050fGb9Xo51dtJbLu,Closed Lost,105568,0,2024-03-13,Partner Referral,00QpVY6TTVq0rhRv8g,2023-12-04
0066mLQnaDV2q3ihiS,Summit Expansion 3245,001jk0XN3TJWsxEfDH,005mtNZ6PjUxSYdipW,Negotiation,25399,70,2023-03-30,Inbound,00QqFtNuBWhPz1ZmxL,2022-10-23
006K6jVND7FbQxtmJ1,Northstar Expansion 3246,00181D54urhSg6RIY0,0051xrdseoLzIEtx8d,Proposal,159777,50,2025-09-08,Inbound,00QSaPfoBoc6NHA6Te,2025-03-30
006luWFsdlOdBbAfMf,Harbor Expansion 3247,001D9tpzH26cVhQYIa,005EhkAnpKcWuNovJ6,Proposal,63700,50,2026-02-28,Inbound,00QoQQaqPByUoAsYrH,2025-09-14
006L9urWwzsrZlH94Z,Acme Expansion 3248,001qEgxMy7R1pczsC8,005lkDbq9IPSQ2U7zZ,Proposal,88737,50,2025-05-02,Trade Show,00QksmrcmIr3aY4znh,2025-03-29
006Mf0T4pw6zlUXUBL,BlueSky Expansion 3249,001Xh9gSKqaF7gudqe,005EQtkoEfdgXDf2kK,Closed Won,97063,100,2023-04-10,Partner Referral,00QZlYKAxr42kWxPkV,2023-03-19
0068V8MzPSnPhmjyFF,Vertex Expansion 3250,001jYzURfnAkWZTkPs,0050tsmCN12UJFtP9W,Closed Won,222212,100,2024-09-16,Partner Referral,00QxnbeZ6KNHpyGizd,2024-07-05
006eROzTl13mc8qmqb,Acme Expansion 3251,001eFhaQ8RJ9bIxST0,005IeU7PAQYPcwR9VT,Closed Won,247598,100,2023-10-18,Web,00QMtkS7dPMTHYqDcN,2023-06-26
006Tn5IK8RUxPtuinh,Nimbus Expansion 3252,001BIy0ZAOLRy8s5Q7,005oTniFgpKl8lJKqn,Proposal,226349,50,2022-07-24,Partner Referral,00QjOsl1WIjIBBEzKJ,2022-04-25
006Q0i2BBDIr99kVCw,Pinnacle Expansion 3253,0014kH6kMhdDc6R1tF,005TpaHIC8CTfHGP4i,Closed Lost,146210,0,2024-01-16,Partner Referral,00QyzEKm3nAGCfcg9Q,2023-10-01
006woj4JUkSkz4sM3b,Oakridge Expansion 3254,0019u0xqh6i2pwVtLP,005lFrIUHPTHLXsJgY,Qualification,115549,25,2023-05-01,Outbound,00QzXL0s0gXRb1Qrvl,2023-03-16
006V3EMJ2If1VlDvmA,Cobalt Expansion 3255,001Pwc1EdiTXhf2VjY,005dJm5gIU7nUKZnv1,Closed Won,140360,100,2023-03-01,Trade Show,00Q21sgQU31DvzciqC,2022-12-30
006i4ugVwiYxFcDDrT,Northstar Expansion 3256,001v6AmYbd4pL8GbKU,005n3YnrPf6lJOdoQd,Closed Won,47001,100,2025-01-17,Partner Referral,00QPiXUWDGO3644xUq,2024-12-07
006bo6Ay19xqa3y36I,Summit Expansion 3257,001v0dn7ZKL4TUqqsX,005VxJy5mAR2JIiQzL,Negotiation,34009,70,2023-10-25,Inbound,00QqC5sBnQSowXyRiy,2023-05-13
006Lrfis7z7DiPHNm5,Ironwood Expansion 3258,001QUiZHgvAsU2gMkP,005oTniFgpKl8lJKqn,Negotiation,246778,70,2024-08-30,Web,00QpzQwhfqFyE0cCAs,2024-05-15
0061G2feYEImtCwNNE,Harbor Expansion 3259,001z9oMjysiXkcrid7,005SbAnWPkaLqqFhXE,Proposal,153782,50,2025-06-15,Partner Referral,00QEdFHFzFqiMBg4tF,2025-02-02
006Ee5QCh1CX9ZioUA,Cobalt Expansion 3260,001c9GvUAKm3qNu2Iw,005ROiSKxdkvxxfjgH,Proposal,221812,50,2026-03-04,Event,00Qxxd1gEpfOXoCJa2,2025-11-17
006UoadKNVlkKGgLHH,Northstar Expansion 3261,001VaD0SYzd5gKpCrN,00574uwHCzqanx744B,Negotiation,186976,70,2024-08-10,Outbound,00Qykawy4rDpwBeBTw,2024-05-25
006wnsS2LsfgCFizlX,Clearwater Expansion 3262,0017ieh5dsHPnW7BPr,005TK374RFpXQFXq5p,Prospecting,17082,10,2025-05-31,Inbound,00QBY6WB7Td6W3LbD4,2025-03-21
006RB5gekw82op5iZo,Nimbus Expansion 3263,001uv2wxPaPKQmO6io,005I3dLDQYUNdUVw4Y,Prospecting,10989,10,2022-07-19,Event,00QSsx9LNv4ctTXOaf,2022-03-20
006rNMBMnTQslaq9wY,BlueSky Expansion 3264,001IvOlQ5YGIGKtjlt,005FyZAQiHdXrvrQlY,Closed Won,228594,100,2022-11-29,Outbound,00QYYe37nHXlEgLJ4A,2022-08-04
006S4rHppsSFVae40j,Harbor Expansion 3265,001W14eHTAHeOH456B,0053WZIwXgjGUPdHRc,Proposal,182299,50,2025-03-16,Inbound,00QE5Y5dA911SRG6Lh,2024-11-18
006Hgg47llZDzL1Zod,BlueSky Expansion 3266,0019AxDRpBaM2htia6,005Ho68SXnOO9IeJdv,Proposal,232409,50,2025-10-24,Partner Referral,00QCUuOOjhaKjafrK1,2025-05-22
006eaHi48fEVxkws4i,Nimbus Expansion 3267,001iqjKXyPLCxjvMru,005bLIYitOgj1qzWEZ,Closed Lost,115082,0,2025-05-20,Web,00QfQF5WIfkIbQU16E,2024-11-29
006hFbzDy960inR57z,Lighthouse Expansion 3268,0014skf5KoD72YIIcX,005LrxjB8ud8tNczS1,Prospecting,120280,10,2025-11-28,Trade Show,00Q0O2gVEFAAtBMA7J,2025-08-28
006lTMHWzGd6lG1VrE,Acme Expansion 3269,001epxE1rs49jW27sp,005SkyTvnPdXlfxxMu,Closed Won,113286,100,2025-04-03,Outbound,00QCqxvEFImQxGHBqa,2025-01-28
006xXqtbBCd0upPCaK,BlueSky Expansion 3270,001cbZPv4R41zIvAiO,005SkyTvnPdXlfxxMu,Closed Lost,220882,0,2025-10-26,Partner Referral,00QODyjJ7uN6rYLhSX,2025-07-17
006rp6VUFFvEMjaSI6,Cobalt Expansion 3271,001zeBR9Wv6bl6jc3a,005ITUm8sMeUL9Z9US,Qualification,109135,25,2024-10-08,Web,00QXq4fBdjNS2fR2kB,2024-07-15
0062IOrCCR0jdsLIhA,BlueSky Expansion 3272,001kkolmByYco2AIOv,005uzGGUX4TIYx0w3I,Closed Won,163767,100,2023-12-03,Outbound,00QHScS6te3NJ4mGai,2023-08-18
006PIlafjBTUUlQw0r,Cobalt Expansion 3273,001z3R8kOnMT9OrkZl,005CL72UB9NlJw0t0Z,Proposal,235787,50,2024-05-11,Web,00QQsXHanPpq60yTD4,2024-02-21
006Q1RiEaWODQCT811,Stratus Expansion 3274,001dEnxL5fp28Dr8XQ,005qHaW3q8wb36uD9S,Closed Lost,83069,0,2025-06-25,Event,00QnSNRV2kb0Bvg9Xp,2025-03-15
006NRIz3fAbDvF3KnE,Cobalt Expansion 3275,001Wnivz19OU1TG6uF,005EQtkoEfdgXDf2kK,Qualification,184964,25,2022-10-11,Web,00Q4r1Ol0RNO2OMWgg,2022-08-26
0060bwS0EeUumXREOc,Ironwood Expansion 3276,001P83ZmGUiVUdS29l,005cVL9DQ83eH0EZfE,Negotiation,46843,70,2022-05-31,Partner Referral,00QILmjYOJeCiy0x8f,2022-03-05
006oIE4MGll0P1BxQP,Summit Expansion 3277,001lBMAQHExIJbxPbK,005v0k6ScHdsTsZ8Rg,Closed Won,108380,100,2024-08-25,Outbound,00Q9f54GCpSc65Jb99,2024-04-01
006hsUboxwfXvmvkGP,Harbor Expansion 3278,001YwBYD4O5VY35UTY,005rwMLn2o5Z0bgUFZ,Closed Won,177041,100,2026-01-07,Trade Show,00QMgcACipVkep6STg,2025-08-03
006zrE5V3YExTM2vmw,Vertex Expansion 3279,001kKzBXobgrW83x22,005d2TMY2eGPYkWkSs,Closed Won,77292,100,2023-11-17,Web,00QrnHcX9hSUTmOzc7,2023-11-02
0063LZ1HSCoEhmzYPW,Nimbus Expansion 3280,001dUqPexQXy0s5D8g,005kGz3iLXUMdHQq3f,Negotiation,197039,70,2022-06-09,Event,00QYCrARvRqoCFiJoR,2022-04-18
006pDgq1K4Mx99tFdz,Oakridge Expansion 3281,001dyhubWV0szJAUR6,005PfomEh4AX7UIY31,Proposal,225582,50,2024-12-15,Trade Show,00QdrqeHVYLWMo3zAT,2024-08-15
006ARUDSIbC1kzlhD3,Oakridge Expansion 3282,001A3OggJk7KaVc2H7,005JwwpEL8xofdwkwl,Proposal,102304,50,2022-05-04,Event,00Q85DLWigU2lfJW4Z,2022-01-15
006kHDTjlkzxQrIE1b,Harbor Expansion 3283,001k7mdT2hO1yNw16a,005COStSs3dErO7Qyy,Closed Won,200817,100,2023-09-05,Partner Referral,00QuQvTTGwlxp4I5Tg,2023-07-04
006abxn0MMxI6fmfeO,BlueSky Expansion 3284,001bkpcW0qPhSdNYVk,005B24wkYeA8WTwY25,Negotiation,72742,70,2024-05-26,Event,00Q0WjVrkRYQ7Eu8mM,2024-03-31
006z1q1UTEchh14Ifw,Cobalt Expansion 3285,001JuJaqobLiF5DcZc,005FlqJ6WT9psqZImt,Closed Won,202841,100,2025-10-16,Inbound,00QYbylUAm4ULmRK3n,2025-07-22
006NKZdCjSwgDJulpA,Pinnacle Expansion 3286,001gEpPKa82UlgRVAM,005dJm5gIU7nUKZnv1,Negotiation,5075,70,2022-10-27,Trade Show,00QZKYZZek3eDsctTw,2022-06-25
0060yUFrBKDsLz3Baf,Acme Expansion 3287,001GDytEBTJ2fxvleQ,005GmCcmrt3DPvCZcO,Closed Lost,146264,0,2023-05-11,Partner Referral,00Q6sPk9bT081NapOg,2023-01-07
006i88C1DwOu58gAKr,Nimbus Expansion 3288,001dIFUthbJQHUCIf3,005gadkDjdrzTuBZQ0,Qualification,110245,25,2022-07-15,Event,00QEQoitqVpCwf2y9y,2022-05-13
006HpBbArDnGl0w2Ju,Acme Expansion 3289,0013KjrMZ9h7HRCRu6,005gadkDjdrzTuBZQ0,Closed Won,167565,100,2022-08-29,Trade Show,00QIEVnKTrXhqczobc,2022-03-07
006TBRPHKoj0STyUgo,Redwood Expansion 3290,001dmfutsI895fMAH0,005Tdp9BDe2ZbrGft6,Negotiation,242695,70,2022-07-04,Inbound,00QCOi0Wf9aBYXOLd2,2022-02-06
006Tmh3JCiwHey1yfu,Ironwood Expansion 3291,001WBjHJScMol6wXCB,005lLx9Ibg63D1HhJT,Qualification,62189,25,2026-01-18,Event,00QKuPncFdna9nY8sP,2025-12-28
006PPRDWottuHrPBrX,Harbor Expansion 3292,001dWsArcpCjzaBSSK,005bBd6E3UkbkZtoaS,Proposal,65575,50,2026-04-28,Outbound,00QHNhOo7xGptjNbw3,2025-11-14
006QkDunARJfrayLGL,Pinnacle Expansion 3293,001Wnivz19OU1TG6uF,005ROiSKxdkvxxfjgH,Closed Won,113843,100,2022-08-07,Trade Show,00QBOruMDqnn6dCUiS,2022-05-08
006FnqCOmMBrqXDd0s,Oakridge Expansion 3294,001kTRCa9M4dIE5qNb,005ITUm8sMeUL9Z9US,Qualification,25265,25,2025-09-25,Outbound,00Qo2EMbvUOpsHvQn6,2025-05-13
006QyuknYizgqJjgDU,Evergreen Expansion 3295,001WqrpYJ10j5nDAp7,005SW3xD3pVRHzXb4Z,Qualification,240329,25,2022-07-12,Outbound,00QpCm2lPuKk7XtHcb,2022-06-15
006I76g2UaWzYhBdwI,Vertex Expansion 3296,0011hvqKuAJSHBDyqZ,005gadkDjdrzTuBZQ0,Negotiation,186424,70,2022-06-29,Outbound,00QhbV1kNUP1mscea4,2022-05-17
006Z00tlsAgsNEY2Q8,Redwood Expansion 3297,001CZGp2a9UAoQ9s3f,0053VzHd9EJw9O3rur,Proposal,137439,50,2022-09-29,Trade Show,00QqVnaG1IYDjdBKBl,2022-04-28
006Bu7lAqEnKBEvEFZ,Northstar Expansion 3298,001X2BcBnX8puBoZ7I,005xQtcNnSs6fMHI2E,Negotiation,8180,70,2023-10-11,Event,00QN5pmp3ckdUU7OMR,2023-07-29
006XXLJuYQAOMLzcsp,BlueSky Expansion 3299,001XVg28lQfla5eSwH,005lLx9Ibg63D1HhJT,Closed Lost,170473,0,2024-10-23,Partner Referral,00QHj8MueVQNw59U6O,2024-04-28
006zmCn4EPqzkiUtLJ,Acme Expansion 3300,001IIQIX4wfecxLddQ,005PfomEh4AX7UIY31,Proposal,249620,50,2026-01-04,Partner Referral,00Qs1dl8Lk3dnHm9qX,2025-10-07
006Iu8ip0H1Ultkib7,Harbor Expansion 3301,001p9FVMlXte9OsA9N,0058XwJMmgZgCCCItV,Closed Won,98634,100,2025-12-06,Trade Show,00Q5AJNUUMA0iIVQCz,2025-10-17
006KZi2HBezgTiEgQB,Clearwater Expansion 3302,0019GIyvhBjdCMRG74,005lWDDSfm41preSiA,Qualification,10463,25,2024-01-18,Web,00QBTHzznw7hNIOE5M,2023-10-10
006hzRo18UFRSAMmBL,Redwood Expansion 3303,001qvK0SOIX739YVAt,005WgETdcCDX1SEp32,Closed Won,127638,100,2024-07-12,Trade Show,00Q1p7HPZf6YagFbNx,2024-04-23
006vZlWIcOeSPocYaz,Redwood Expansion 3304,001qEC18IL3CMGfMGC,005IYPQNVpF7c2XFiu,Proposal,216127,50,2024-03-04,Inbound,00QYxJ7SbjIIKi92gl,2024-01-15
006rwj8HsQRe19aVOv,Evergreen Expansion 3305,001LzikIXfbywWV2V5,005ZgXPYFXOBU7G1tp,Proposal,90948,50,2023-12-09,Outbound,00Qz0kCsmU8luYjmba,2023-07-26
006Y6Y1sbAhgfCSPxH,Pinnacle Expansion 3306,001FTeZwugY0qJQkw3,005lkDbq9IPSQ2U7zZ,Qualification,112058,25,2023-10-27,Web,00QyQOgchHzjKjxWpS,2023-06-03
006pksoLXCcbEFvGYR,Pinnacle Expansion 3307,001Og9SSDw678r1Oep,005Pa6uUR0EkXHgr5D,Closed Won,58984,100,2024-09-21,Event,00QTp1kmeUsXlCP8vT,2024-07-06
006Iqeov64YSgtJ9IF,Ironwood Expansion 3308,001HC3IpPbp1XIJPUM,005MwKfgdf4TfBF8Zg,Closed Won,198031,100,2023-01-30,Inbound,00Q2jm9dZJ8X9c44MZ,2022-12-12
006jqA825mcNcZgyXA,Ironwood Expansion 3309,0014kH6kMhdDc6R1tF,005EQtkoEfdgXDf2kK,Negotiation,223940,70,2024-09-12,Inbound,00Qw4o2eYPSk07zQIq,2024-04-09
006MBRHOBfGisS22Qg,Pinnacle Expansion 3310,001f5HqDeFGwwPnpOT,005DJJzk8TFPHjwamm,Qualification,246720,25,2023-01-20,Trade Show,00QVtcszUEqN9ja78p,2022-09-15
006WdzTMBqaW2VJwVf,Nimbus Expansion 3311,001UVsEMRw037UFg5A,005zvrK8BJ2mrycCIE,Closed Lost,162164,0,2025-09-16,Partner Referral,00QtU3LPlCAsOXlIhJ,2025-07-14
0063gbcNqdXXt9zEpr,Lighthouse Expansion 3312,00188ebFIRIDTQEVZi,005g1giftkTe0BXVrH,Prospecting,62788,10,2025-10-10,Partner Referral,00QSVIowSU0w2YbaA5,2025-05-18
006wCX5BE8ZvvsVU0b,Stratus Expansion 3313,001y8FSmkbPdzUttDj,005ON53s4keRC7Er7R,Closed Won,194110,100,2025-01-28,Partner Referral,00Qt2BFc651GRY4QnA,2024-08-11
00656di4wpXn4DcWxh,Harbor Expansion 3314,0016oV7Di8wfxn4diL,005mBDyVPIykNE1wjN,Qualification,97801,25,2025-05-20,Web,00QnzQQiggLn4vsUaM,2024-12-23
006mrl9YUBaBHwLfI0,Harbor Expansion 3315,001bUsXFJiHIE9hRDf,005eGrxIA9j7Kap744,Closed Won,156908,100,2025-11-19,Web,00QOw9iUWV16klHfhx,2025-09-26
006JPzW5Vy94f6EsBX,BlueSky Expansion 3316,001W2CNU7W7gjn9CpV,005FlqJ6WT9psqZImt,Closed Won,219461,100,2024-07-25,Web,00Q6GoFYXQmtNoe7DJ,2024-05-27
0065OQXp989nZzIrW7,Nimbus Expansion 3317,001cXVA4KGM0Kzt6qB,005oRycfOWj8YbLrlq,Closed Won,95293,100,2022-04-26,Outbound,00Qu0lGFbil5JMPGx6,2022-04-07
006iT5ey8006anlUJ9,Oakridge Expansion 3318,00141RfdkjcPMFxwFk,005ponU3oUJcEecoTy,Negotiation,27932,70,2026-01-13,Event,00QSk5gGnf7sfty5h2,2025-11-19
006aUTDHeRZIudFFbU,Acme Expansion 3319,001U1T8p8M8pNbC9ZJ,005uzGGUX4TIYx0w3I,Closed Won,148114,100,2025-06-24,Web,00Qz15bvdu5eImnCxY,2025-02-24
006qo4a99lvojrrwJf,Harbor Expansion 3320,001qw7VM4EuiUNhoWV,005RpFPjmmumSx8sB2,Negotiation,32475,70,2026-01-25,Web,00QdLApKSwplFKkKdo,2025-10-27
006TEQxW4aeCotQHEq,Lighthouse Expansion 3321,0011u0so4S3OFFMr26,005NgdXDnoq7n6eqfB,Proposal,41679,50,2024-03-06,Trade Show,00Q9N5c54Wm6k5zs3a,2023-12-02
006mIhIE3lqqGIa4xs,Summit Expansion 3322,001BFjRQyUcZ9YFa30,005SkyTvnPdXlfxxMu,Qualification,141428,25,2023-04-15,Inbound,00Q2ZYgg68bvdH4uQ1,2023-02-12
00662UmpYyIxOgJGaK,Harbor Expansion 3323,001MMBAHLm1yonJlLp,005mtNZ6PjUxSYdipW,Proposal,217896,50,2024-09-19,Partner Referral,00QMLKNxBByrudzcWD,2024-07-24
006dke0GZNugjN1nkO,Lighthouse Expansion 3324,001eYpmaU0D9PAEyhV,005ROiSKxdkvxxfjgH,Qualification,97817,25,2025-09-07,Partner Referral,00QbC1XV6mfgHy180p,2025-04-28
