id,name,account_number,owner_id,type,industry,annual_revenue,employee_count,billing_city,billing_state,billing_country,created_date,is_active
001eFhaQ8RJ9bIxST0,Clearwater Partners 1758,ACC-101757,0054cPwdknqYVBf2UL,Prospect,Technology,47187913,2129,Miami,FL,US,2023-04-18,false
001xAOPKUdxDsSqSOy,Pinnacle Group 1759,ACC-101758,0054cPwdknqYVBf2UL,Customer,Retail,16892946,1112,Los Angeles,CA,US,2023-08-13,true
001zzrDwNoxDQz9OgG,Harbor Energy 1760,ACC-101759,00574uwHCzqanx744B,Prospect,Retail,42397919,4882,Portland,OR,US,2024-05-15,true
001BS2hHG77rMDFgbx,BlueSky Foods 1761,ACC-101760,005HAD1xOIM0ZXro8p,Prospect,Healthcare,9620053,2037,Miami,FL,US,2023-08-15,true
001gyHKdXmF50eDBPR,Stratus Labs 1762,ACC-101761,005RpFPjmmumSx8sB2,Customer,Retail,18673874,1630,Miami,FL,US,2021-07-18,true
0010y9ysVNYIUF4pqJ,Harbor Foods 1763,ACC-101762,005c3NF5GIwHluYW9b,Customer,Technology,5401597,2767,Charlotte,NC,US,2021-02-28,true
001YAfGPvZplNDyCX3,Acme Retail 1764,ACC-101763,005AjaFO16Hd8Hp1Jf,Customer,Healthcare,5559161,2543,Chicago,IL,US,2021-02-26,true
001wX0MjQqIUxbHH1a,Oakridge Systems 1765,ACC-101764,005y5u3soBmeQ9pyxl,Customer,Education,21482934,4686,Denver,CO,US,2025-03-13,true
0010VUNcwx4UiJZhIu,Northstar Energy 1766,ACC-101765,005dJm5gIU7nUKZnv1,Partner,Manufacturing,25245991,501,Miami,FL,US,2025-10-09,true
001zMIMWjXlO0WgDsN,Clearwater Logistics 1767,ACC-101766,005gvWDGbO1EVmxn9m,Partner,Education,42683373,2740,Miami,FL,US,2022-01-10,true
001C3ftqgFlr45o0cz,Acme Services 1768,ACC-101767,005DtIhNjUqehYU9Ld,Customer,Financial Services,17897774,2424,San Diego,CA,US,2022-10-10,true
001QSx6RkYQylPCTbS,Harbor Services 1769,ACC-101768,005iRmiKUtSSkR82g5,Customer,Technology,29676319,81,Charlotte,NC,US,2023-09-16,false
001bI9vqdXzXzNfdlO,Stratus Foods 1770,ACC-101769,005n3YnrPf6lJOdoQd,Partner,Financial Services,44227277,2387,Philadelphia,PA,US,2024-01-24,false
0012QBdK3XQzWuMmbC,Pinnacle Technologies 1771,ACC-101770,005VxJy5mAR2JIiQzL,Customer,Retail,4556500,4708,San Francisco,CA,US,2025-12-20,true
001ckJZ8IXq85yGteS,Ironwood Group 1772,ACC-101771,005UcROE8MIxxlGJGK,Customer,Technology,46512364,3239,Seattle,WA,US,2021-03-05,true
001romg7hQ8R8JdjkW,Lighthouse Foods 1773,ACC-101772,005tRa1eePdjJYM6mg,Customer,Education,16793879,3511,Boston,MA,US,2022-05-20,true
0017zTmsv5WtnW1dug,Cobalt Energy 1774,ACC-101773,005N1Jj8umhbHxSPTH,Customer,Healthcare,30606738,1591,Los Angeles,CA,US,2022-11-20,true
001GhOI2J7rR5BKNm9,Evergreen Group 1775,ACC-101774,005SbAnWPkaLqqFhXE,Customer,Retail,45171720,1069,Los Angeles,CA,US,2025-02-02,false
001qRCRu7YVqXGFKjY,Ironwood Technologies 1776,ACC-101775,005GITA8ZV1nYz3VcV,Customer,Manufacturing,5832141,1015,Portland,OR,US,2025-04-19,true
001expSroVlWKy87ht,Evergreen Manufacturing 1777,ACC-101776,005BLRswT6VWAL3Jkq,Customer,Retail,28685654,4027,Charlotte,NC,US,2021-03-19,false
0016wO0o4dMuyItch9,Redwood Energy 1778,ACC-101777,0053QDpe3Xj7Gt2h2H,Customer,Manufacturing,28566981,4748,Miami,FL,US,2022-03-21,true
001IYAfcwKEQM5ooQ9,Pinnacle Logistics 1779,ACC-101778,005lLx9Ibg63D1HhJT,Partner,Manufacturing,26361485,4673,Austin,TX,US,2021-01-25,false
001ePHBWLAjkjMEjdO,Northstar Labs 1780,ACC-101779,005udoqsW2EyiZN9b0,Customer,Education,38640955,2970,Nashville,TN,US,2023-01-01,true
00115OGIneM48R8FvT,Oakridge Group 1781,ACC-101780,005ponU3oUJcEecoTy,Partner,Financial Services,3967601,1319,Los Angeles,CA,US,2025-10-07,false
001itBAmDeJLBjpoeF,Acme Retail 1782,ACC-101781,005PfomEh4AX7UIY31,Customer,Technology,35560803,4796,Charlotte,NC,US,2023-04-24,true
001PNE0Uzn6x5nhud8,Cobalt Logistics 1783,ACC-101782,005eP2OT2tJzd6Dja9,Prospect,Technology,31386453,2965,Charlotte,NC,US,2021-09-27,false
001b3A4mS8EdVAK9yu,Acme Logistics 1784,ACC-101783,005gXBXTL8NV8xfMOI,Prospect,Technology,15333412,206,San Francisco,CA,US,2025-06-15,true
001WhsyfUVriV8AlVk,Cobalt Services 1785,ACC-101784,005irLwe9xEBlEAQNC,Customer,Financial Services,22998782,363,Dallas,TX,US,2024-08-23,true
001SrZIcLgb9VGi6HS,Stratus Partners 1786,ACC-101785,005XZUpRP9HBvLfhY6,Partner,Healthcare,3141412,2536,Dallas,TX,US,2024-06-27,true
001JGf4YQqM7Sm3M2k,Summit Energy 1787,ACC-101786,005eP2OT2tJzd6Dja9,Prospect,Technology,29071253,3103,Philadelphia,PA,US,2023-04-02,false
001UcRnE9wFDZpz7bd,Cobalt Labs 1788,ACC-101787,005Wrx3urpzsQneM9P,Partner,Healthcare,29275708,2383,Miami,FL,US,2023-12-28,true
001deDE9KRkN41HbvR,Oakridge Media 1789,ACC-101788,005PcnSwvycOiPT9zy,Prospect,Education,45462585,4905,San Diego,CA,US,2022-03-20,true
001ASCeolMYWEzg1cX,Acme Energy 1790,ACC-101789,005Wrx3urpzsQneM9P,Prospect,Manufacturing,12474518,3549,Miami,FL,US,2023-06-21,true
0019VxfHJXY5eLEJ2P,BlueSky Services 1791,ACC-101790,005bBd6E3UkbkZtoaS,Customer,Technology,37582117,2806,New York,NY,US,2022-03-03,false
001JtTLVxYYBAliyu2,Pinnacle Labs 1792,ACC-101791,005lLx9Ibg63D1HhJT,Customer,Financial Services,33457523,4414,San Diego,CA,US,2022-04-25,true
00156RE06P0oZVpMIl,Vertex Technologies 1793,ACC-101792,005TqlXejhWbvjVWsd,Partner,Financial Services,29603971,4401,Minneapolis,MN,US,2022-02-19,true
001CbCBfR8YG1RyPP3,Acme Services 1794,ACC-101793,005Wrx3urpzsQneM9P,Prospect,Technology,3914614,2285,Dallas,TX,US,2025-06-29,true
001cFquo025YPg6sdb,Vertex Software 1795,ACC-101794,005SbAnWPkaLqqFhXE,Customer,Technology,24510705,3925,Los Angeles,CA,US,2024-02-21,false
0011gbbHhJSwiufTER,Redwood Energy 1796,ACC-101795,005SkyTvnPdXlfxxMu,Customer,Retail,34450677,2971,Phoenix,AZ,US,2023-02-07,true
001NtQrkLFoKINtOk3,Harbor Manufacturing 1797,ACC-101796,005EhkAnpKcWuNovJ6,Partner,Manufacturing,11184742,1014,Austin,TX,US,2023-05-07,true
001sAStR8gQ7xWad7y,Vertex Retail 1798,ACC-101797,005a88RCsXNcc8P2XG,Prospect,Technology,24885922,2188,San Francisco,CA,US,2024-09-17,true
001Uajl1OkF5GZr0vT,Stratus Technologies 1799,ACC-101798,005noBf4oiSp9TePzz,Prospect,Retail,44315910,3292,Dallas,TX,US,2022-08-31,false
001bYZ3QeZCjWIAgqv,Nimbus Services 1800,ACC-101799,0058XwJMmgZgCCCItV,Prospect,Education,9873653,4811,Dallas,TX,US,2025-01-13,false
001XDSknihfhIljgfJ,BlueSky Health 1801,ACC-101800,005lWDDSfm41preSiA,Prospect,Financial Services,20571338,2269,Phoenix,AZ,US,2023-10-03,true
0014mKm0idyrOphbyr,Nimbus Logistics 1802,ACC-101801,005qf3JcieWVjwiYd7,Prospect,Technology,4640849,3122,Denver,CO,US,2023-04-29,false
001Kz3FQPDMFisMk05,Vertex Logistics 1803,ACC-101802,005aABhuRiSBg0srbz,Customer,Healthcare,1829976,657,Seattle,WA,US,2022-05-19,true
001WQgiUVhfUXIsSWJ,Ironwood Technologies 1804,ACC-101803,005xIxpup9aX5Yc366,Partner,Retail,7502271,2824,Chicago,IL,US,2023-04-01,true
001t9hNUE7c9k4iMpg,Ironwood Labs 1805,ACC-101804,005U1cnD3W8AfIM0Y9,Prospect,Education,6472170,1988,Miami,FL,US,2023-07-21,true
001Nz1itzkWt4vibqQ,Cobalt Systems 1806,ACC-101805,005y5u3soBmeQ9pyxl,Customer,Retail,44343987,4383,Charlotte,NC,US,2024-09-07,true
001nvlHx06vbIQ3b7m,Summit Financial 1807,ACC-101806,005MwKfgdf4TfBF8Zg,Prospect,Education,32076528,3458,Nashville,TN,US,2024-05-13,true
001h3X1Hf9ldMbeku1,Clearwater Retail 1808,ACC-101807,005hrcAAsV0H3bsIeE,Partner,Technology,6570389,42,Boston,MA,US,2023-06-03,true
001uvr3I1AMi9qdKG6,Summit Media 1809,ACC-101808,005ITUm8sMeUL9Z9US,Customer,Technology,25016914,626,Los Angeles,CA,US,2025-10-20,true
001T0uRasLJCGZVbaN,Stratus Manufacturing 1810,ACC-101809,005C9ZE4d3Sx2TUFjd,Partner,Healthcare,40874409,1747,Miami,FL,US,2025-08-20,true
001IUPriF9RAPDpfUU,Vertex Retail 1811,ACC-101810,005VLfsfX7zhRzFubF,Partner,Manufacturing,19546700,546,New York,NY,US,2023-02-24,true
0018WDfRXAw9vmNv3P,Clearwater Consulting 1812,ACC-101811,005sj6ewizq0NwPrwm,Customer,Manufacturing,4131126,4796,Denver,CO,US,2025-03-23,false
001MFB6nAdeGqjLPrV,Acme Foods 1813,ACC-101812,005O8TxStNstfUeWj7,Partner,Education,16708545,1068,San Francisco,CA,US,2025-06-02,false
001VQcZEcIcWe8OVUT,Harbor Partners 1814,ACC-101813,005bBd6E3UkbkZtoaS,Partner,Technology,19834100,3845,Los Angeles,CA,US,2022-12-28,true
0015rPlNzxkv3ImRLd,Cobalt Financial 1815,ACC-101814,005dJm5gIU7nUKZnv1,Partner,Technology,9817120,575,Denver,CO,US,2022-11-27,true
0012OoPkDbKen2vinp,Vertex Energy 1816,ACC-101815,005q3idaDMhXnwfocw,Prospect,Manufacturing,12642380,2369,New York,NY,US,2025-08-28,false
0013m3COc6HsmHJcWm,Northstar Retail 1817,ACC-101816,005lkDbq9IPSQ2U7zZ,Customer,Manufacturing,47262632,2980,Los Angeles,CA,US,2024-05-19,true
001yvFa8rLLC17tZ2p,Clearwater Manufacturing 1818,ACC-101817,005v0k6ScHdsTsZ8Rg,Partner,Education,22323974,4909,Dallas,TX,US,2021-06-22,true
001Q4NZRSQN0Kvxkzy,Ironwood Consulting 1819,ACC-101818,005SHkriY5Z0W9xzJS,Prospect,Manufacturing,6734729,2081,New York,NY,US,2023-03-18,true
001oJK649cZtgPUKdg,Acme Logistics 1820,ACC-101819,005vqvLHAtIsAKf8Wh,Customer,Education,34542375,3663,Denver,CO,US,2023-08-08,true
001CAClC5DqbNoIVgu,Vertex Labs 1821,ACC-101820,005ZgXPYFXOBU7G1tp,Prospect,Education,32433373,3663,Los Angeles,CA,US,2022-03-23,true
001KjqT9dpBPSRzaoN,Cobalt Financial 1822,ACC-101821,005KXIvx3Ru4Hx5BVz,Customer,Healthcare,48263919,2361,Phoenix,AZ,US,2023-09-09,false
001xEVSvavMVHdUfNU,Cobalt Foods 1823,ACC-101822,0050tsmCN12UJFtP9W,Customer,Manufacturing,25092103,896,Charlotte,NC,US,2025-08-12,false
001aUyaACy7o6x67Ot,Nimbus Labs 1824,ACC-101823,005r9q3iIp3WHLiZhI,Customer,Retail,21624308,1267,Portland,OR,US,2024-04-02,true
001AkKL4IUFuQVWe6l,Ironwood Retail 1825,ACC-101824,005wBTdruibiY0OPdW,Partner,Financial Services,48841350,1631,Portland,OR,US,2021-06-30,false
001ESJ7bTNDLn2eCiE,Cobalt Logistics 1826,ACC-101825,005GBFWjFmmyU3YASa,Customer,Retail,10919024,1475,Seattle,WA,US,2022-07-14,true
0015qMmJKmoXCFtrq8,Nimbus Retail 1827,ACC-101826,005gXBXTL8NV8xfMOI,Prospect,Manufacturing,26949150,1100,Chicago,IL,US,2022-09-30,true
001D6idi7NqqSwfZdr,Redwood Consulting 1828,ACC-101827,005aABhuRiSBg0srbz,Partner,Technology,3875403,3600,San Francisco,CA,US,2024-05-20,true
001TsjOb7r0Ar9koTN,Stratus Software 1829,ACC-101828,005aABhuRiSBg0srbz,Partner,Retail,34427489,1310,Phoenix,AZ,US,2024-05-29,true
001obKkeyLYYkw2JNz,BlueSky Media 1830,ACC-101829,005YgcwjR0nrnHIGZX,Customer,Financial Services,30559798,1311,San Francisco,CA,US,2025-06-01,false
0019DurRdLMxrrPQoQ,Cobalt Manufacturing 1831,ACC-101830,005zvrK8BJ2mrycCIE,Prospect,Retail,27193059,873,Atlanta,GA,US,2023-08-28,true
001DY3gZKg0jYwvvhs,Stratus Health 1832,ACC-101831,005U2hcHrNtlfF5gcz,Partner,Retail,41844021,1397,Charlotte,NC,US,2024-01-25,true
0017ywpr6nXFh9bntU,Acme Systems 1833,ACC-101832,005FlqJ6WT9psqZImt,Prospect,Technology,15904700,2465,Miami,FL,US,2024-10-25,true
001GiPiBHZlvMRealE,Lighthouse Systems 1834,ACC-101833,005mtNZ6PjUxSYdipW,Customer,Education,14156054,4056,New York,NY,US,2025-11-15,false
001r4KK7zBEYNGgwXL,Acme Health 1835,ACC-101834,005LrxjB8ud8tNczS1,Customer,Technology,42589536,1265,Atlanta,GA,US,2025-05-09,true
00100ZowrNrESxAljL,Northstar Consulting 1836,ACC-101835,005yopVEVGjrYSQu2q,Customer,Healthcare,33050088,382,Chicago,IL,US,2022-05-12,true
0011HLnWmB528PGqxd,Harbor Manufacturing 1837,ACC-101836,0059wV9ybGAGQOgvhj,Prospect,Education,21988266,3277,Atlanta,GA,US,2021-03-13,true
001Y3V194N0wL8S2Th,Pinnacle Health 1838,ACC-101837,005RpFPjmmumSx8sB2,Customer,Financial Services,15177950,4190,San Francisco,CA,US,2023-08-07,false
001fTbnHHdoD5tsjcA,Redwood Foods 1839,ACC-101838,005bo0fFeWaVUqG2KV,Customer,Retail,9937626,4376,Chicago,IL,US,2025-01-12,true
001uuhA33i7uMSotkp,Summit Systems 1840,ACC-101839,005CDjSs8Io3wfG3Ak,Customer,Healthcare,14250285,1384,New York,NY,US,2024-09-07,true
001m3tNLQsEiOIrvwW,Acme Labs 1841,ACC-101840,005B24wkYeA8WTwY25,Customer,Education,30757253,3158,Portland,OR,US,2025-10-30,true
001HGbdkWuSKh95vNK,BlueSky Health 1842,ACC-101841,005FmC4bvUmQBFO9r1,Prospect,Retail,46109415,227,Charlotte,NC,US,2022-03-28,true
001b7dy1viavI8mALU,Pinnacle Financial 1843,ACC-101842,005sW3tnobKnIyN0Nz,Customer,Financial Services,13170290,4164,Austin,TX,US,2025-07-03,false
001BKKCnkTFerz78VN,Oakridge Systems 1844,ACC-101843,005HMBcUaJasNagxn6,Partner,Technology,19485987,107,Miami,FL,US,2025-05-16,true
001qVBcUyUAhQgUKjS,Ironwood Health 1845,ACC-101844,005SotgxabsZFoiinJ,Prospect,Retail,30469542,520,Boston,MA,US,2021-05-05,true
001uAjpuOBpcZRqS1C,Oakridge Services 1846,ACC-101845,005aABhuRiSBg0srbz,Prospect,Manufacturing,16088896,2647,Los Angeles,CA,US,2021-04-12,true
001pmcP7uIjLkBH2sj,Oakridge Manufacturing 1847,ACC-101846,005RNwgHWbHSrrlfhq,Customer,Healthcare,1230290,2967,San Francisco,CA,US,2023-07-20,true
001b5M2YiBE4nmCXBL,Vertex Energy 1848,ACC-101847,005xhYc6cT3lbTknDn,Prospect,Technology,27426072,2588,Austin,TX,US,2021-02-26,true
001EuFdDqZRiW8z2ck,Ironwood Services 1849,ACC-101848,005PhLjKVjb9dOzZoL,Prospect,Manufacturing,37822638,3332,Austin,TX,US,2025-07-01,true
001qmBToTirF8PiqhH,Summit Group 1850,ACC-101849,005DS8Y3naP935K0U7,Partner,Technology,8841433,827,Austin,TX,US,2025-02-20,true
001a5El3VIRkZvBGeC,Stratus Group 1851,ACC-101850,005Ho68SXnOO9IeJdv,Partner,Healthcare,6845639,3695,Nashville,TN,US,2023-06-19,false
0014JqNjAQtW9OTcg3,Oakridge Logistics 1852,ACC-101851,005kGz3iLXUMdHQq3f,Customer,Retail,31400197,1123,Phoenix,AZ,US,2021-09-22,true
001RhkjeyPXtgfLd9K,Nimbus Manufacturing 1853,ACC-101852,005cVL9DQ83eH0EZfE,Partner,Manufacturing,13262387,1770,Boston,MA,US,2023-12-26,true
0015QB50nPkgZqbMtm,Acme Manufacturing 1854,ACC-101853,005OcXZdxrlsgJWBeG,Partner,Financial Services,26278140,2354,Los Angeles,CA,US,2024-12-04,true
001uwZyrWItPmEjuja,Lighthouse Systems 1855,ACC-101854,005U1cnD3W8AfIM0Y9,Partner,Retail,27696617,1370,Miami,FL,US,2022-10-16,true
0018YoKD2GabMPRxDH,Lighthouse Foods 1856,ACC-101855,005PuqoGxlvwVICWiV,Prospect,Education,9438400,762,Los Angeles,CA,US,2021-01-07,true
001aNZKz3hjaL4NMXd,Redwood Manufacturing 1857,ACC-101856,005FlqJ6WT9psqZImt,Customer,Financial Services,19017886,2191,Portland,OR,US,2025-11-25,true
0013S7JFEGdVQ4kQSk,Clearwater Consulting 1858,ACC-101857,0052iY9Uot4wf3iCnE,Prospect,Retail,43553357,2376,Charlotte,NC,US,2022-07-09,true
001oxTYPgH5XEKnHH6,Clearwater Manufacturing 1859,ACC-101858,005IYPQNVpF7c2XFiu,Prospect,Financial Services,33458451,1432,Austin,TX,US,2025-10-20,true
001cuNUNp6nnh4fXwp,Oakridge Manufacturing 1860,ACC-101859,005EhkAnpKcWuNovJ6,Partner,Technology,24668157,1974,Portland,OR,US,2022-06-03,true
001EzhO2Re4kL6r5PD,Ironwood Labs 1861,ACC-101860,005Xq8vs8ialvuJ4ap,Prospect,Retail,37926957,1415,New York,NY,US,2024-08-26,true
001QZT58Pveior0Y8K,Acme Health 1862,ACC-101861,005COStSs3dErO7Qyy,Prospect,Healthcare,3684035,591,Nashville,TN,US,2021-10-15,true
001BYz3moaPvc6TmG4,Stratus Financial 1863,ACC-101862,005Zig763saiCy9Xs5,Customer,Technology,35320958,4032,Minneapolis,MN,US,2025-01-25,true
001FWlAGG5KUAIuMFa,Northstar Energy 1864,ACC-101863,00512E80qDwAaI1oOE,Customer,Technology,17567086,441,Portland,OR,US,2023-06-16,true
001IH7LDjZ4FQvsnjS,Cobalt Systems 1865,ACC-101864,005xG5kruHOvgAC23A,Customer,Financial Services,2961975,3795,Los Angeles,CA,US,2024-08-01,false
001C7DpESFR1RIQZAp,Oakridge Energy 1866,ACC-101865,005PhLjKVjb9dOzZoL,Prospect,Healthcare,33271782,1399,Portland,OR,US,2021-12-02,true
001ht71Uvmt3mRdUqe,Nimbus Labs 1867,ACC-101866,005xhYc6cT3lbTknDn,Partner,Retail,14817010,4022,Philadelphia,PA,US,2021-12-14,true
001eq0mpi21NYcbBeT,Harbor Services 1868,ACC-101867,005IgSO06ukUkmxr0U,Partner,Education,7191089,340,Atlanta,GA,US,2024-03-23,true
001xR02OkDPVzbvB3I,Pinnacle Media 1869,ACC-101868,005C9ZE4d3Sx2TUFjd,Partner,Financial Services,37513133,3367,Boston,MA,US,2021-01-10,false
001Trd66ZB6fU2FzKF,Cobalt Consulting 1870,ACC-101869,005o6FGxPqqWKpnCkp,Customer,Technology,34081860,2393,Minneapolis,MN,US,2023-01-02,true
001pS6GhB4yI2RWlSD,Stratus Foods 1871,ACC-101870,005BLRswT6VWAL3Jkq,Partner,Financial Services,41204459,1928,Portland,OR,US,2025-09-14,true
001Pexdwu8lVC0cu5a,BlueSky Energy 1872,ACC-101871,005DtIhNjUqehYU9Ld,Partner,Financial Services,22158970,3768,Portland,OR,US,2024-08-05,true
001EKK8V80vj1Sadyl,Nimbus Retail 1873,ACC-101872,005FlqJ6WT9psqZImt,Partner,Technology,6022455,4038,Los Angeles,CA,US,2022-11-08,true
001rw2bU4KNynZfQr3,BlueSky Energy 1874,ACC-101873,005IeU7PAQYPcwR9VT,Partner,Manufacturing,41876680,442,Denver,CO,US,2024-02-27,true
001cADjQwFVktF8ISJ,Redwood Energy 1875,ACC-101874,005TK374RFpXQFXq5p,Prospect,Manufacturing,21966704,3858,New York,NY,US,2021-03-19,true
001Mr8m3eYtPVKnSaE,Redwood Health 1876,ACC-101875,005mtNZ6PjUxSYdipW,Prospect,Healthcare,49020792,3568,Atlanta,GA,US,2024-12-19,true
001ZyPNQ4aEEhmfhfM,Nimbus Retail 1877,ACC-101876,005NhmgMvZSpDy5y9P,Prospect,Healthcare,35482469,1480,San Francisco,CA,US,2021-02-15,false
001Gt9nEeFz4zYDPM1,Vertex Logistics 1878,ACC-101877,005EecxXglGcgO8nCu,Partner,Education,16029470,510,Charlotte,NC,US,2022-08-11,true
001pz3bDqLrBom6MFO,Clearwater Systems 1879,ACC-101878,005Fg6NzJiUZlow1pr,Prospect,Manufacturing,36758067,405,Phoenix,AZ,US,2023-05-10,true
001u7af8dyddP2aVw9,Cobalt Services 1880,ACC-101879,005XY8kCmJrc8XXcwE,Prospect,Retail,21381051,2935,Austin,TX,US,2025-01-24,true
001HnVz3sQMWxvuHG5,Vertex Energy 1881,ACC-101880,005lwhmSG1MSOXLTAt,Customer,Healthcare,26123418,1683,Phoenix,AZ,US,2023-10-30,true
001PMp84FNXrvETphU,Evergreen Consulting 1882,ACC-101881,0058Bwr0RkCwwLehpc,Prospect,Education,2412056,3815,Charlotte,NC,US,2024-11-16,true
001ybAYcStGUoHv0TT,Cobalt Retail 1883,ACC-101882,0051FeBviD8WOpEx9p,Partner,Retail,29825193,1297,Seattle,WA,US,2025-06-27,true
001Ids415ldPDLlSDb,Lighthouse Energy 1884,ACC-101883,005ON53s4keRC7Er7R,Partner,Financial Services,32577086,1393,Minneapolis,MN,US,2024-09-15,true
001nNddxHKXiLiQhxj,Lighthouse Labs 1885,ACC-101884,005FyZAQiHdXrvrQlY,Partner,Technology,40211052,4838,Denver,CO,US,2023-11-05,true
001tslRU10ZqSTbQxU,Redwood Health 1886,ACC-101885,005MwKfgdf4TfBF8Zg,Customer,Healthcare,39703574,58,Charlotte,NC,US,2025-03-15,true
001J442vhYfiXVQf4A,BlueSky Foods 1887,ACC-101886,005PsOTr02Fp2pwCFZ,Customer,Manufacturing,39954807,3859,Miami,FL,US,2025-11-23,false
0018Cv7nrwObfJwp8V,Clearwater Software 1888,ACC-101887,0052iY9Uot4wf3iCnE,Customer,Education,9101664,4134,Charlotte,NC,US,2023-07-14,true
0015tC1ofPRs2bCrPG,Northstar Group 1889,ACC-101888,005xQtcNnSs6fMHI2E,Prospect,Technology,15368643,2451,New York,NY,US,2023-09-18,true
001RWeU1LfWSpLtgt6,Northstar Software 1890,ACC-101889,0055pWDZRM9H820dFq,Partner,Healthcare,8922303,4610,Los Angeles,CA,US,2025-12-18,false
001rDb64Zh7gEWWvdH,Redwood Health 1891,ACC-101890,005gadkDjdrzTuBZQ0,Partner,Financial Services,24981693,3416,Los Angeles,CA,US,2022-12-29,false
001Pa7vPYQaoAVk4XU,Clearwater Logistics 1892,ACC-101891,005g1giftkTe0BXVrH,Customer,Education,28237480,964,Austin,TX,US,2024-03-04,true
001IQ6X7EgJXZmZElI,Cobalt Consulting 1893,ACC-101892,005RYrmmC3EMzwluqj,Customer,Healthcare,43532826,3529,Atlanta,GA,US,2022-01-19,false
001ekw0gomavMFkb7O,Harbor Foods 1894,ACC-101893,005r9q3iIp3WHLiZhI,Customer,Financial Services,11374074,4062,Phoenix,AZ,US,2023-12-13,true
001W0kuFbQIPA8HIeS,BlueSky Manufacturing 1895,ACC-101894,005MwKfgdf4TfBF8Zg,Prospect,Manufacturing,48717044,91,Miami,FL,US,2025-04-10,true
001drpB1hXqWOzYAay,Northstar Partners 1896,ACC-101895,005zWOoMnQrwuxqr1I,Customer,Healthcare,13428400,108,Los Angeles,CA,US,2022-05-15,false
001dXZnuSKxmhTzEAz,Vertex Labs 1897,ACC-101896,005bZBvn4MclbYAtNN,Prospect,Technology,48142950,299,Boston,MA,US,2023-10-02,true
001xhLtcT3sYNvyUIr,Vertex Retail 1898,ACC-101897,0051FeBviD8WOpEx9p,Partner,Healthcare,23420404,3394,Denver,CO,US,2022-09-24,true
001iAr1b20rtulVgqa,Acme Systems 1899,ACC-101898,005mbGysH2pp4xju3N,Customer,Education,5003498,4615,Chicago,IL,US,2025-09-06,true
001p7KgwFdfymBz8No,Northstar Financial 1900,ACC-101899,005TK374RFpXQFXq5p,Prospect,Retail,26332737,3231,Boston,MA,US,2021-07-12,true
001gEpPKa82UlgRVAM,Clearwater Services 1901,ACC-101900,005LrxjB8ud8tNczS1,Customer,Education,33472974,413,Portland,OR,US,2021-12-25,true
001NWosMqvGqMJtQvV,Lighthouse Services 1902,ACC-101901,0050fGb9Xo51dtJbLu,Customer,Education,30579114,2713,Miami,FL,US,2023-01-10,false
001z1yuPDXZgdjDdyE,Redwood Logistics 1903,ACC-101902,005gvWDGbO1EVmxn9m,Customer,Education,27210467,2711,Dallas,TX,US,2025-07-24,true
001WKzum9gPgg5K6A6,Clearwater Health 1904,ACC-101903,005o6FGxPqqWKpnCkp,Partner,Technology,22512119,999,Phoenix,AZ,US,2023-10-23,true
001ZuFa2Wca1WIg5K9,Ironwood Health 1905,ACC-101904,005g4fdGzuew1U6NXU,Customer,Education,26452947,899,Dallas,TX,US,2022-05-19,true
001Tj2QlxSMq2v0Qv2,Acme Retail 1906,ACC-101905,005CL72UB9NlJw0t0Z,Prospect,Retail,32729565,3362,Miami,FL,US,2024-02-27,false
001VBxv946Ct5l2FsX,Cobalt Media 1907,ACC-101906,005WgETdcCDX1SEp32,Partner,Financial Services,48836028,3289,Austin,TX,US,2024-07-04,false
001zA7HlxSFJodBaYG,Nimbus Consulting 1908,ACC-101907,0053QDpe3Xj7Gt2h2H,Partner,Financial Services,45553854,1892,San Diego,CA,US,2023-02-25,false
001AqIB525O7otNj8j,Summit Group 1909,ACC-101908,005Ho68SXnOO9IeJdv,Customer,Technology,11099396,103,New York,NY,US,2021-10-06,false
0018BMpcOSxQgO5YXa,Lighthouse Group 1910,ACC-101909,005y5u3soBmeQ9pyxl,Prospect,Technology,31370119,834,Portland,OR,US,2021-12-02,true
00132MlafeCUQZ0cMm,Harbor Foods 1911,ACC-101910,005lWDDSfm41preSiA,Customer,Technology,26838221,2068,Charlotte,NC,US,2025-09-15,true
001qDwWh9gbiHD2KVN,Harbor Systems 1912,ACC-101911,0059wV9ybGAGQOgvhj,Customer,Healthcare,40080602,1452,Nashville,TN,US,2025-01-11,false
001CkUhDTA2FxSYH1U,Harbor Logistics 1913,ACC-101912,005O8TxStNstfUeWj7,Partner,Retail,49711977,116,Minneapolis,MN,US,2024-11-06,true
001hg8UQZc6wtOoTuf,Summit Group 1914,ACC-101913,005tRa1eePdjJYM6mg,Prospect,Healthcare,27470037,4699,San Francisco,CA,US,2022-03-06,true
001khU8kYfEhOJGM9A,Pinnacle Consulting 1915,ACC-101914,005SW3xD3pVRHzXb4Z,Prospect,Financial Services,8945828,4446,New York,NY,US,2021-08-08,true
001pCMwWmT3vAkSKqk,Pinnacle Health 1916,ACC-101915,005oNQqFKPLjEKAacs,Prospect,Technology,12676319,2578,Denver,CO,US,2024-04-08,false
001itcradY2bCoY1K1,Evergreen Systems 1917,ACC-101916,005ponU3oUJcEecoTy,Partner,Manufacturing,39237827,2632,New York,NY,US,2024-02-17,true
001n0ejNidSSqspMBh,Acme Consulting 1918,ACC-101917,005xQtcNnSs6fMHI2E,Customer,Manufacturing,13690441,3347,Boston,MA,US,2024-03-01,true
