status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day,task_activity_recency_score,task_created_recency_score,lead_age_bucket,task_count_bucket,lead_is_converted,task_count_per_owner_day_clean,status_context_raw,lead_source_context_raw,owner_role_context_raw,status_context_score,lead_source_context_score,owner_role_context_score,context_score,engagement_score,urgency_score,activity_strength_score,priority_score,priority_percentile,priority_bucket,recommended_action,logistic_prob,xai_logit,xai_probability,reason_1,reason_2,reason_3,xai_summary
Open,Web,005udoqsW2EyiZN9b0,BDR,2,2,0,0,784,0,47.0,38.0,1.0,0.0,0.0,0.0025477707006369,0.0,-0.0046082949308755,0.0256410256410256,0.0208333333333333,730_plus,1_2,0,2.0,0.5309560742601074,0.5322990365798584,0.5312605788761002,1.0,1.0,1.0,1.0,0.33284375,0.266007211854383,0.3478392857142857,58.11548421277434,0.7584821428571429,Hot,Contact today,0.4872847394319274,-0.05087201066734357,0.48728473943192735,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Open,Web,005YgcwjR0nrnHIGZX,SDR,6,6,0,2,857,686,0.0,0.0,1.0,0.0,0.3333333333333333,0.0069930069930069,0.0023310023310023,0.0087336244541484,1.0,1.0,730_plus,6_10,0,0.0087336244541484,0.5309560742601074,0.5322990365798584,0.5197045550698068,1.0,1.0,0.4477678571428571,0.8895535714285715,0.83328125,0.2754284728610855,0.5845848214285715,66.35647025726115,0.9532142857142856,Hot,Contact today,0.6211240872034689,0.4943221357317381,0.6211240872034689,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Nurturing,Inbound,005VxJy5mAR2JIiQzL,SDR,3,1,2,0,1301,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0023041474654377,0.0,-0.0025884383088869,1.0,1.0,730_plus,3_5,1,3.0,0.5153911272513128,0.5285364145658262,0.5197045550698068,0.2554464285714286,0.6688392857142857,0.4477678571428571,0.4385982142857143,0.6232232142857143,0.2150891871467998,0.3553392857142857,40.01446132868971,0.1122321428571428,Cold,Add to nurture campaign,0.5138010261116392,0.0552181303695366,0.5138010261116392,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Partner Referral,005SotgxabsZFoiinJ,BDR,0,0,0,0,479,5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366_730,0,0,0.0,0.5299698118856344,0.5307710996486508,0.5312605788761002,0.7454464285714286,0.835,1.0,0.8277008928571428,0.1262901785714285,0.3280713300039427,0.1381785714285714,46.85776490011828,0.3083035714285714,Cool,Nurture and monitor,0.4545906390957755,-0.18213931395015867,0.4545906390957755,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Working,Trade Show,0055zd5SriKEc8WlTo,SDR,3,1,2,0,537,247,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0055762081784386,0.0,0.0120967741935483,1.0,1.0,366_730,3_5,1,0.0120967741935483,0.5281847968545216,0.5229218060850713,0.5197045550698068,0.4942857142857143,0.336875,0.4477678571428571,0.4298883928571428,0.6232232142857143,0.3201606157182284,0.4256607142857143,43.52142561440399,0.1969642857142857,Cold,Add to nurture campaign,0.5461541360823462,0.185143602816168,0.5461541360823462,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Qualified,Web,0052vuTGNhPaf9DJtR,SDR,5,3,2,1,669,0,0.0,0.0,0.6,0.4,0.2,0.0074626865671641,0.0014925373134328,-0.0088967971530249,1.0,1.0,366_730,3_5,1,5.0,0.5299698118856344,0.5322990365798584,0.5197045550698068,0.7454464285714286,1.0,0.4477678571428571,0.7750044642857143,0.8404241071428571,0.302107044289657,0.6428169642857143,63.30004168583257,0.90625,Hot,Contact today,0.4268116814700476,-0.2948714274045174,0.4268116814700476,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Nurturing,Web,005iRmiKUtSSkR82g5,BDR,6,4,2,2,559,748,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0107142857142857,0.0035714285714285,0.0080106809078771,1.0,1.0,366_730,6_10,1,0.0080106809078771,0.5153911272513128,0.5322990365798584,0.5312605788761002,0.2554464285714286,1.0,1.0,0.6649508928571428,0.913705357142857,0.3171070442896569,0.6585580357142856,60.97093454297542,0.8466964285714286,Hot,Contact today,0.4705415089742267,-0.11797059094777354,0.47054150897422675,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Working,Event,005mBDyVPIykNE1wjN,AE,2,1,1,1,169,947,603.0,581.0,0.5,0.5,0.5,0.0117647058823529,0.0058823529411764,0.0021097046413502,0.0017182130584192,0.0016556291390728,91_180,1_2,1,0.0021097046413502,0.5281847968545216,0.5190130333478957,0.530961155961156,0.4942857142857143,0.1707142857142857,0.5523214285714285,0.392642857142857,0.36875,0.2096532888684452,0.6726696428571429,36.097009380339074,0.0519642857142857,Cold,Add to nurture campaign,0.454213262375606,-0.1836614803500267,0.45421326237560605,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Open,Inbound,005BLRswT6VWAL3Jkq,BDR,3,1,2,2,674,62,189.0,183.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0044444444444444,0.0029629629629629,0.0476190476190476,0.0054347826086956,0.0052631578947368,366_730,3_5,1,0.0476190476190476,0.5309560742601074,0.5285364145658262,0.5312605788761002,1.0,0.6688392857142857,1.0,0.8840937499999999,0.5305446428571428,0.224413490603233,0.60671875,58.77423507523986,0.7814285714285715,Hot,Contact today,0.578114722942439,0.315038909813867,0.578114722942439,Higher task created recency increased priority,Lower days since last task created increased priority,Owner = role_BDR,"This lead is ranked higher because higher task created recency increased priority, lower days since last task created increased priority, and owner = role_bdr."
Open,Outbound,00536VT96AN7M9vHvw,BDR,2,1,1,1,1335,0,0.0,0.0,0.5,0.5,0.5,0.0014970059880239,0.0007485029940119,-0.0045662100456621,1.0,1.0,730_plus,1_2,1,2.0,0.5309560742601074,0.5230338145896657,0.5312605788761002,1.0,0.5002678571428572,1.0,0.82509375,0.6014241071428571,0.2102856157182284,0.3819642857142857,55.16044347154685,0.6486607142857143,Warm,Follow up within 48 hours,0.4864980454606599,-0.05402095160433444,0.48649804546065994,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Inbound,005M1BnJPIeqHk8Nds,SDR,4,2,2,0,1299,0,0.0,0.0,0.5,0.5,0.0,0.003076923076923,0.0,-0.0046620046620046,1.0,1.0,730_plus,3_5,1,4.0,0.5153911272513128,0.5285364145658262,0.5197045550698068,0.2554464285714286,0.6688392857142857,0.4477678571428571,0.4385982142857143,0.7095133928571429,0.2154463300039427,0.4141785714285714,42.33937204297544,0.1640178571428571,Cold,Add to nurture campaign,0.504129183872426,0.016517110989034786,0.504129183872426,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Nurturing,Trade Show,005EhkAnpKcWuNovJ6,BDR,1,0,1,1,600,159,859.0,834.0,0.0,1.0,1.0,0.0016638935108153,0.0016638935108153,0.00625,0.0011976047904191,0.0011627906976744,366_730,1_2,0,0.00625,0.5153911272513128,0.5229218060850713,0.5312605788761002,0.2554464285714286,0.336875,1.0,0.4328571428571428,0.2723169642857143,0.1315591569194375,0.3907633928571429,30.615033636154557,0.0125892857142857,Cold,Add to nurture campaign,0.4646844576225392,-0.14149778238355798,0.4646844576225392,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task ratio increased priority."
Open,Event,005lkDbq9IPSQ2U7zZ,BDR,4,4,0,4,610,741,0.0,0.0,1.0,0.0,1.0,0.0065466448445171,0.0065466448445171,0.0053908355795148,1.0,1.0,366_730,3_5,1,0.0053908355795148,0.5309560742601074,0.5190130333478957,0.5312605788761002,1.0,0.1707142857142857,1.0,0.7097500000000001,0.7977678571428571,0.3101606157182284,0.6688348214285715,60.3385238286897,0.8270535714285714,Hot,Contact today,0.4578678983327542,-0.16892899083375895,0.4578678983327542,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Open,Event,005XY6JL792Cjz6tvp,BDR,1,1,0,0,1260,0,0.0,0.0,1.0,0.0,0.0,0.0007930214115781,0.0,-0.002061855670103,1.0,1.0,730_plus,1_2,1,1.0,0.5309560742601074,0.5190130333478957,0.5312605788761002,1.0,0.1707142857142857,1.0,0.7097500000000001,0.43803125,0.2206606157182284,0.2579107142857143,46.349550614404,0.2889285714285714,Cool,Nurture and monitor,0.4645443688191871,-0.1420609583005363,0.4645443688191871,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Working,Web,005ZgXPYFXOBU7G1tp,BDR,2,1,1,1,125,477,1039.0,1023.0,0.5,0.5,0.5,0.0158730158730158,0.0079365079365079,0.00418410041841,0.0009765625,0.0009615384615384,91_180,1_2,0,0.00418410041841,0.5281847968545216,0.5322990365798584,0.5312605788761002,0.4942857142857143,1.0,1.0,0.7724285714285715,0.3605848214285714,0.1886142232882113,0.7235714285714285,51.002980270074914,0.47375,Cool,Nurture and monitor,0.460180656160121,-0.15961539197237226,0.46018065616012105,Lower days since last task created increased priority,Higher task created recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and lead = source_web."
Nurturing,Web,005lkDbq9IPSQ2U7zZ,BDR,4,1,3,1,232,1119,0.0,0.0,0.25,0.75,0.25,0.0171673819742489,0.0042918454935622,0.0035714285714285,1.0,1.0,181_365,3_5,0,0.0035714285714285,0.5153911272513128,0.5322990365798584,0.5312605788761002,0.2554464285714286,1.0,1.0,0.6649508928571428,0.7670669642857143,0.3612141871467998,0.6463392857142857,59.23919347154685,0.7958928571428572,Hot,Contact today,0.4208974794190547,-0.31909023959749716,0.42089747941905475,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Nurturing,Partner Referral,005aV0dZauGUbUqQX9,SDR,3,2,1,1,1165,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0025728987993138,0.0008576329331046,-0.0032051282051282,1.0,1.0,730_plus,3_5,1,3.0,0.5153911272513128,0.5307710996486508,0.5197045550698068,0.2554464285714286,0.835,0.4477678571428571,0.4967544642857142,0.6949464285714285,0.2344641871467998,0.4327901785714285,45.13093454297542,0.2475,Cold,Add to nurture campaign,0.4709994635357569,-0.11613249094201678,0.47099946353575695,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Trade Show,005ygjBY3eCoYXQvBW,SDR,1,0,1,0,632,898,124.0,113.0,0.0,1.0,0.0,0.0015797788309636,0.0,0.0011123470522803,0.0087719298245614,0.008,366_730,1_2,0,0.0011123470522803,0.5299698118856344,0.5229218060850713,0.5197045550698068,0.7454464285714286,0.336875,0.4477678571428571,0.5429107142857144,0.2382098214285714,0.2539918846103299,0.1715,35.8153815383099,0.0489285714285714,Cold,Add to nurture campaign,0.493530080477503,-0.02588112266133908,0.493530080477503,Higher task created recency increased priority,Lower days since last task created increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task created increased priority, and higher closed task ratio increased priority."
Nurturing,Web,005ygjBY3eCoYXQvBW,SDR,4,3,1,1,657,873,0.0,0.0,0.75,0.25,0.25,0.0060790273556231,0.0015197568389057,0.0045766590389016,1.0,1.0,366_730,3_5,1,0.0045766590389016,0.5153911272513128,0.5322990365798584,0.5197045550698068,0.2554464285714286,1.0,0.4477678571428571,0.5545044642857143,0.7663973214285714,0.3036963300039427,0.482375,51.44276490011829,0.4948214285714286,Cool,Nurture and monitor,0.4897224211793288,-0.04111610665243146,0.4897224211793288,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Nurturing,Partner Referral,005O8TxStNstfUeWj7,BDR,2,0,2,1,605,939,558.0,540.0,0.0,1.0,0.5,0.0033003300330033,0.0016501650165016,0.002127659574468,0.0018484288354898,0.0017889087656529,366_730,1_2,0,0.002127659574468,0.5153911272513128,0.5307710996486508,0.5312605788761002,0.2554464285714286,0.835,1.0,0.6072008928571428,0.3653571428571428,0.1548881094756209,0.4078482142857143,40.32030399855434,0.1191964285714285,Cold,Add to nurture campaign,0.4841165329310353,-0.06355525270772827,0.4841165329310353,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task ratio increased priority."
Open,Event,005FmC4bvUmQBFO9r1,BDR,2,1,1,1,440,1238,0.0,0.0,0.5,0.5,0.5,0.0045351473922902,0.0022675736961451,0.0016142050040355,1.0,1.0,366_730,1_2,1,0.0016142050040355,0.5309560742601074,0.5190130333478957,0.5312605788761002,1.0,0.1707142857142857,1.0,0.7097500000000001,0.6014241071428571,0.332982044289657,0.4866071428571429,55.27401490011828,0.6528571428571428,Warm,Follow up within 48 hours,0.5270495314287319,0.10830386625526273,0.5270495314287319,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Working,Web,005gYdlj9yv5Cc6zkp,BDR,3,1,2,2,22,279,259.0,229.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1304347826086956,0.0869565217391304,0.0107142857142857,0.0043478260869565,0.0038461538461538,0_30,3_5,1,0.0107142857142857,0.5281847968545216,0.5322990365798584,0.5312605788761002,0.4942857142857143,1.0,1.0,0.7724285714285715,0.5253705357142857,0.2957058417663293,0.851375,58.78947882441846,0.7816964285714286,Hot,Contact today,0.4909714236406435,-0.036118231358185336,0.49097142364064356,Lower days since last task created increased priority,Higher task created recency increased priority,Higher task velocity increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher task velocity increased priority."
Nurturing,Inbound,005k1Pfjp8rVQw0f9u,BDR,4,0,4,2,1012,218,0.0,0.0,0.0,1.0,0.5,0.0039486673247778,0.0019743336623889,0.0182648401826484,1.0,1.0,730_plus,3_5,1,0.0182648401826484,0.5153911272513128,0.5285364145658262,0.5312605788761002,0.2554464285714286,0.6688392857142857,1.0,0.5490446428571429,0.7742410714285715,0.2551963300039427,0.5278035714285715,50.38053275726114,0.4460714285714285,Cool,Nurture and monitor,0.5023668375341223,0.009467420851222444,0.5023668375341221,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Qualified,Partner Referral,005vvizm5OfORbfBYV,SDR,5,4,1,1,31,1254,503.0,481.0,0.8,0.2,0.2,0.15625,0.03125,0.0039840637450199,0.0020746887966804,0.0019841269841269,31_90,3_5,0,0.0039840637450199,0.5299698118856344,0.5307710996486508,0.5197045550698068,0.7454464285714286,0.835,0.4477678571428571,0.7172544642857143,0.58221875,0.2405546392430017,0.7285580357142858,54.83677310586148,0.6366071428571428,Warm,Follow up within 48 hours,0.491343234018218,-0.03463052446717834,0.49134323401821806,Lower days since last task created increased priority,Higher task created recency increased priority,Higher task velocity increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher task velocity increased priority."
Qualified,Inbound,005xi0Xi0wCwuciNbG,SDR,4,3,1,1,1443,0,0.0,0.0,0.75,0.25,0.25,0.002770083102493,0.0006925207756232,-0.2105263157894736,1.0,1.0,730_plus,3_5,0,4.0,0.5299698118856344,0.5285364145658262,0.5197045550698068,0.7454464285714286,0.6688392857142857,0.4477678571428571,0.6590982142857144,0.7663973214285714,0.1955177585753712,0.4217901785714285,51.77530954297542,0.5094642857142857,Warm,Follow up within 48 hours,0.5815470332913273,0.32912735317967917,0.5815470332913273,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Working,Partner Referral,005ZgXPYFXOBU7G1tp,BDR,5,1,4,3,1289,0,0.0,0.0,0.2,0.8,0.6,0.003875968992248,0.0023255813953488,-0.0072886297376093,1.0,1.0,730_plus,3_5,1,5.0,0.5281847968545216,0.5307710996486508,0.5312605788761002,0.4942857142857143,0.835,1.0,0.7146785714285713,0.8715714285714287,0.2169463300039427,0.6388883928571429,58.91584525726113,0.7854464285714285,Hot,Contact today,0.4965047450991942,-0.013981247347788113,0.4965047450991942,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Working,Event,0058XwJMmgZgCCCItV,AE,3,2,1,1,319,1243,256.0,249.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.009375,0.003125,0.0024115755627009,0.004,0.0038910505836575,181_365,3_5,0,0.0024115755627009,0.5281847968545216,0.5190130333478957,0.530961155961156,0.4942857142857143,0.1707142857142857,0.5523214285714285,0.392642857142857,0.4813705357142857,0.2522889998685766,0.5921830357142857,38.82362535320015,0.0915178571428571,Cold,Add to nurture campaign,0.5196417506022278,0.07860745456576838,0.5196417506022278,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Nurturing,Outbound,00512E80qDwAaI1oOE,SDR,5,3,2,2,581,783,141.0,125.0,0.6,0.4,0.4,0.0085910652920962,0.0034364261168384,0.0063775510204081,0.0079365079365079,0.0070422535211267,366_730,3_5,1,0.0063775510204081,0.5153911272513128,0.5230338145896657,0.5197045550698068,0.2554464285714286,0.5002678571428572,0.4477678571428571,0.3795982142857143,0.6809107142857143,0.2558033085819424,0.6311116071428572,42.78735818602971,0.1748214285714285,Cold,Add to nurture campaign,0.5022714116256749,0.00908570900437193,0.5022714116256749,Higher task created recency increased priority,Lower days since last task created increased priority,Higher open task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task created increased priority, and higher open task count increased priority."
Qualified,Partner Referral,005FyZAQiHdXrvrQlY,AE,3,1,2,0,244,1356,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0122448979591836,0.0,0.002210759027266,1.0,1.0,181_365,3_5,0,0.002210759027266,0.5299698118856344,0.5307710996486508,0.530961155961156,0.7454464285714286,0.835,0.5523214285714285,0.7381651785714285,0.6232232142857143,0.3597677585753712,0.4596964285714285,57.38106847154685,0.7320535714285714,Warm,Follow up within 48 hours,0.3624326324176675,-0.5648213306707589,0.36243263241766754,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Partner Referral,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_partner referral."
Qualified,Outbound,005Sq8Z0wjCdFUQUHx,SDR,2,2,0,1,55,688,267.0,239.0,1.0,0.0,0.5,0.0357142857142857,0.0178571428571428,0.0029027576197387,0.0041666666666666,0.003731343283582,31_90,1_2,1,0.0029027576197387,0.5299698118856344,0.5230338145896657,0.5197045550698068,0.7454464285714286,0.5002678571428572,0.4477678571428571,0.6000982142857144,0.382125,0.2880614732553555,0.7575892857142857,47.8641656262321,0.3446428571428571,Cool,Nurture and monitor,0.5250390613354713,0.10024009610490414,0.5250390613354713,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Working,Event,005KXIvx3Ru4Hx5BVz,SDR,3,1,2,3,743,52,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0040322580645161,0.0040322580645161,0.0566037735849056,1.0,1.0,730_plus,3_5,1,0.0566037735849056,0.5281847968545216,0.5190130333478957,0.5197045550698068,0.4942857142857143,0.1707142857142857,0.4477678571428571,0.3717321428571428,0.7564017857142857,0.2917856157182284,0.6220535714285714,44.97142561440399,0.2421428571428571,Cold,Add to nurture campaign,0.4886970982849331,-0.04521931060298549,0.4886970982849331,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher high priority task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher high priority task ratio increased priority."
Qualified,Event,005r9q3iIp3WHLiZhI,SDR,7,4,3,2,1041,365,0.0,0.0,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.0067178502879078,0.0019193857965451,0.0191256830601092,1.0,1.0,730_plus,6_10,0,0.0191256830601092,0.5299698118856344,0.5190130333478957,0.5197045550698068,0.7454464285714286,0.1707142857142857,0.4477678571428571,0.4847544642857143,0.9472857142857144,0.2511606157182284,0.56671875,51.53789882868971,0.4990178571428571,Cool,Nurture and monitor,0.5545835544883779,0.21920780265977852,0.5545835544883778,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher open task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher open task count increased priority."
Working,Outbound,005rTQ0LB8Z2cjvjPG,BDR,4,2,2,1,288,574,0.0,0.0,0.5,0.5,0.25,0.0138408304498269,0.0034602076124567,0.0069565217391304,1.0,1.0,181_365,3_5,0,0.0069565217391304,0.5281847968545216,0.5230338145896657,0.5312605788761002,0.4942857142857143,0.5002678571428572,1.0,0.5975223214285714,0.7821205357142857,0.3539106157182284,0.6495714285714286,56.6563363286897,0.7040178571428571,Warm,Follow up within 48 hours,0.4798280831849502,-0.0807314864800249,0.47982808318495024,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Open,Web,005GITA8ZV1nYz3VcV,BDR,5,2,3,1,1148,0,0.0,0.0,0.4,0.6,0.2,0.0043516100957354,0.000870322019147,-0.0142857142857142,1.0,1.0,730_plus,3_5,1,5.0,0.5309560742601074,0.5322990365798584,0.5312605788761002,1.0,1.0,1.0,1.0,0.8402098214285714,0.2365534728610855,0.5203125,69.10392561440399,0.9778571428571428,Hot,Contact today,0.5561648960263114,0.22561171986344722,0.5561648960263114,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Open,Event,00536VT96AN7M9vHvw,BDR,2,1,1,2,160,736,258.0,251.0,0.5,0.5,1.0,0.0124223602484472,0.0124223602484472,0.0027137042062415,0.0039682539682539,0.0038610038610038,91_180,1_2,0,0.0027137042062415,0.5309560742601074,0.5190130333478957,0.5312605788761002,1.0,0.1707142857142857,1.0,0.7097500000000001,0.4297053571428571,0.2731758772506242,0.7284955357142858,52.46433881751873,0.5369642857142857,Warm,Follow up within 48 hours,0.4521544828562662,-0.19196944651278883,0.4521544828562662,Lower days since last task created increased priority,Higher task created recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and owner = role_bdr."
Working,Web,00512E80qDwAaI1oOE,SDR,4,3,1,2,861,503,0.0,0.0,0.75,0.25,0.5,0.0046403712296983,0.0023201856148491,0.0079365079365079,1.0,1.0,730_plus,3_5,0,0.0079365079365079,0.5281847968545216,0.5322990365798584,0.5197045550698068,0.4942857142857143,1.0,0.4477678571428571,0.6619821428571429,0.8084330357142857,0.274732044289657,0.5457767857142858,56.347675614404,0.6929464285714285,Warm,Follow up within 48 hours,0.5400131066468831,0.16039541446547226,0.5400131066468831,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Nurturing,Trade Show,005U2hcHrNtlfF5gcz,BDR,3,2,1,2,790,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0037926675094816,0.0025284450063211,-0.0039473684210526,1.0,1.0,730_plus,3_5,1,3.0,0.5153911272513128,0.5229218060850713,0.5312605788761002,0.2554464285714286,0.336875,1.0,0.4328571428571428,0.7369821428571428,0.2851963300039427,0.6195714285714287,46.80553275726114,0.3065178571428571,Cool,Nurture and monitor,0.5262609717078915,0.10514063677977276,0.5262609717078915,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Working,Inbound,005udoqsW2EyiZN9b0,BDR,4,4,0,0,23,326,586.0,581.0,1.0,0.0,0.0,0.1666666666666666,0.0,0.0122324159021406,0.0017182130584192,0.0017035775127768,0_30,3_5,0,0.0122324159021406,0.5281847968545216,0.5285364145658262,0.5312605788761002,0.4942857142857143,0.6688392857142857,1.0,0.6565223214285714,0.4270223214285714,0.2301043501117098,0.594232142857143,47.64679121763701,0.3366964285714285,Cool,Nurture and monitor,0.4596679240194363,-0.1616795815910406,0.4596679240194362,Lower days since last task created increased priority,Higher task created recency increased priority,Higher task velocity increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher task velocity increased priority."
Qualified,Trade Show,005aV0dZauGUbUqQX9,SDR,2,2,0,0,513,0,0.0,0.0,1.0,0.0,0.0,0.0038910505836575,0.0,-0.0070422535211267,1.0,1.0,366_730,1_2,1,2.0,0.5299698118856344,0.5229218060850713,0.5197045550698068,0.7454464285714286,0.336875,0.4477678571428571,0.5429107142857144,0.5228705357142857,0.3235356157182284,0.4190535714285714,46.07044347154686,0.2786607142857142,Cool,Nurture and monitor,0.4588556378442062,-0.16495044033185086,0.4588556378442062,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
