status,lead_source,lead_owner_id,owner_role,owner_department,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,lead_is_converted,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day,task_activity_recency_score,task_created_recency_score,lead_age_bucket,owner_tenure_bucket,task_count_bucket
Qualified,Outbound,005AjaFO16Hd8Hp1Jf,AE,Sales,6,4,2,2,59,1324,173.0,143.0,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.1,0.03333333333333333,0.004528301886792453,0.006944444444444444,0.005747126436781609,31_90,730_plus,6_10
Open,Partner Referral,005ZmDANT8NxIwQSUH,BDR,Sales,2,0,2,1,335,-404,694.0,671.0,1,0.0,1.0,0.5,0.005952380952380952,0.002976190476190476,-0.004962779156327543,0.001488095238095238,0.0014388489208633094,181_365,,1_2
Qualified,Trade Show,005zQVR4ms4RjAh8MF,BDR,Sales,6,2,4,1,78,332,19.0,-4.0,1,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0759493670886076,0.012658227848101266,0.018018018018018018,1.0,0.05,31_90,181_365,6_10
Open,Partner Referral,005bZBvn4MclbYAtNN,SDR,Sales,2,1,1,1,860,-374,-533.0,-552.0,1,0.5,0.5,0.5,0.0023228803716608595,0.0011614401858304297,-0.005361930294906166,1.0,1.0,730_plus,,1_2
Qualified,Outbound,005PkYO2xaCUvet6zY,SDR,Sales,4,2,2,1,1206,-500,-1171.0,-1190.0,0,0.5,0.5,0.25,0.0033140016570008283,0.0008285004142502071,-0.008016032064128256,1.0,1.0,730_plus,,3_5
Nurturing,Outbound,005WgETdcCDX1SEp32,AE,Sales,3,1,2,1,1201,-1101,-1014.0,-1024.0,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0024958402662229617,0.0008319467554076539,-0.0027272727272727275,1.0,1.0,730_plus,,3_5
Open,Web,005F4DJKwnDrFRcqbf,BDR,Sales,3,1,2,0,288,871,-292.0,-318.0,1,0.3333333333333333,0.6666666666666666,0.0,0.010380622837370242,0.0,0.0034403669724770644,1.0,1.0,181_365,730_plus,3_5
Open,Partner Referral,005oTuswObpFtGANeE,SDR,Sales,4,1,3,1,1116,-929,-911.0,-941.0,1,0.25,0.75,0.25,0.0035810205908683975,0.0008952551477170994,-0.004310344827586207,1.0,1.0,730_plus,,3_5
Working,Inbound,005JwwpEL8xofdwkwl,SDR,Sales,2,0,2,1,1169,-334,-581.0,-604.0,0,0.0,1.0,0.5,0.0017094017094017094,0.0008547008547008547,-0.006006006006006006,1.0,1.0,730_plus,,1_2
Nurturing,Inbound,005ZgXPYFXOBU7G1tp,BDR,Sales,3,2,1,0,540,62,-460.0,-468.0,0,0.6666666666666666,0.3333333333333333,0.0,0.005545286506469501,0.0,0.047619047619047616,1.0,1.0,366_730,31_90,3_5
Open,Trade Show,005F4DJKwnDrFRcqbf,BDR,Sales,1,1,0,1,784,375,-534.0,-549.0,1,1.0,0.0,1.0,0.0012738853503184713,0.0012738853503184713,0.0026595744680851063,1.0,1.0,730_plus,366_730,1_2
Open,Inbound,0054cPwdknqYVBf2UL,BDR,Sales,3,2,1,0,784,130,-385.0,-411.0,0,0.6666666666666666,0.3333333333333333,0.0,0.003821656050955414,0.0,0.022900763358778626,1.0,1.0,730_plus,91_180,3_5
Nurturing,Inbound,005r8kcdxSxYgha9K0,SDR,Sales,3,2,1,0,831,-507,-765.0,-771.0,1,0.6666666666666666,0.3333333333333333,0.0,0.003605769230769231,0.0,-0.005928853754940711,1.0,1.0,730_plus,,3_5
Qualified,Outbound,005eP2OT2tJzd6Dja9,BDR,Sales,4,0,4,2,402,367,-313.0,-317.0,0,0.0,1.0,0.5,0.009925558312655087,0.004962779156327543,0.010869565217391304,1.0,1.0,366_730,366_730,3_5
Working,Web,005tcchhnKXX6SYaxV,SDR,Sales,2,0,2,1,105,1201,-95.0,-123.0,0,0.0,1.0,0.5,0.018867924528301886,0.009433962264150943,0.0016638935108153079,1.0,1.0,91_180,730_plus,1_2
Qualified,Partner Referral,005mm9vtHx0K9TGlB7,SDR,Sales,2,2,0,0,958,-404,-287.0,-307.0,0,1.0,0.0,0.0,0.0020855057351407717,0.0,-0.004962779156327543,1.0,1.0,730_plus,,1_2
Working,Web,005xG5kruHOvgAC23A,BDR,Sales,7,3,4,2,365,51,-113.0,-120.0,0,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.01912568306010929,0.00546448087431694,0.1346153846153846,1.0,1.0,181_365,31_90,6_10
Qualified,Outbound,005U2hcHrNtlfF5gcz,BDR,Sales,5,3,2,2,1041,-1012,-789.0,-805.0,1,0.6,0.4,0.4,0.0047984644913627635,0.0019193857965451055,-0.004945598417408506,1.0,1.0,730_plus,,3_5
Qualified,Event,005rfIoTPQqJtbyYEc,SDR,Sales,5,2,3,1,679,461,-680.0,-694.0,1,0.4,0.6,0.2,0.007352941176470588,0.0014705882352941176,0.010822510822510822,1.0,1.0,366_730,366_730,3_5
Nurturing,Trade Show,005eGrxIA9j7Kap744,AE,Sales,4,1,3,3,299,591,75.0,59.0,0,0.25,0.75,0.75,0.013333333333333334,0.01,0.006756756756756757,0.016666666666666666,0.013157894736842105,181_365,366_730,3_5
Open,Event,005fDW8pqYyhUsaaJT,SDR,Sales,5,3,2,1,1280,-594,-912.0,-916.0,1,0.6,0.4,0.2,0.0039032006245121,0.00078064012490242,-0.008431703204047217,1.0,1.0,730_plus,,3_5
Open,Partner Referral,005sj6ewizq0NwPrwm,BDR,Sales,2,1,1,0,1281,247,-466.0,-468.0,0,0.5,0.5,0.0,0.0015600624024961,0.0,0.008064516129032258,1.0,1.0,730_plus,181_365,1_2
Open,Partner Referral,005Sq8Z0wjCdFUQUHx,SDR,Sales,6,1,5,3,1229,-486,-1140.0,-1150.0,0,0.16666666666666666,0.8333333333333334,0.5,0.004878048780487805,0.0024390243902439024,-0.012371134020618556,1.0,1.0,730_plus,,6_10
Working,Partner Referral,005PkYO2xaCUvet6zY,SDR,Sales,2,1,1,2,720,-14,-148.0,-169.0,1,0.5,0.5,1.0,0.0027739251040221915,0.0027739251040221915,-0.15384615384615385,1.0,1.0,366_730,,1_2
Open,Event,005uK1d6IniB6ZlkqB,SDR,Sales,4,1,3,2,353,-266,271.0,248.0,1,0.25,0.75,0.5,0.011299435028248588,0.005649717514124294,-0.01509433962264151,0.004016064257028112,0.003676470588235294,181_365,,3_5
Working,Partner Referral,0052yGgxi1v4hCqV4x,SDR,Sales,2,2,0,1,1225,-44,-718.0,-731.0,1,1.0,0.0,0.5,0.0016313213703099511,0.0008156606851549756,-0.046511627906976744,1.0,1.0,730_plus,,1_2
Open,Inbound,005nz6ixedb0ulRU2P,BDR,Sales,3,0,3,1,858,759,-687.0,-704.0,0,0.0,1.0,0.3333333333333333,0.0034924330616996507,0.0011641443538998836,0.003947368421052632,1.0,1.0,730_plus,730_plus,3_5
Nurturing,Event,005ZRAk3rxvD6mvf15,BDR,Sales,4,3,1,1,1024,-522,-974.0,-985.0,1,0.75,0.25,0.25,0.003902439024390244,0.000975609756097561,-0.007677543186180422,1.0,1.0,730_plus,,3_5
Qualified,Event,005bo0fFeWaVUqG2KV,SDR,Sales,2,1,1,2,1384,-625,-1294.0,-1323.0,0,0.5,0.5,1.0,0.001444043321299639,0.001444043321299639,-0.003205128205128205,1.0,1.0,730_plus,,1_2
Qualified,Outbound,005tRa1eePdjJYM6mg,BDR,Sales,2,2,0,1,335,1109,611.0,589.0,1,1.0,0.0,0.5,0.005952380952380952,0.002976190476190476,0.0018018018018018018,0.001694915254237288,0.0016339869281045752,181_365,730_plus,1_2
Nurturing,Inbound,005ygjBY3eCoYXQvBW,SDR,Sales,2,2,0,0,1451,79,-605.0,-622.0,1,1.0,0.0,0.0,0.0013774104683195593,0.0,0.025,1.0,1.0,730_plus,31_90,1_2
Open,Outbound,005NhmgMvZSpDy5y9P,BDR,Sales,3,1,2,3,502,427,160.0,136.0,1,0.3333333333333333,0.6666666666666666,1.0,0.005964214711729622,0.005964214711729622,0.007009345794392523,0.0072992700729927005,0.006211180124223602,366_730,366_730,3_5
Qualified,Partner Referral,005KXIvx3Ru4Hx5BVz,SDR,Sales,5,2,3,0,498,297,43.0,35.0,0,0.4,0.6,0.0,0.01002004008016032,0.0,0.016778523489932886,0.027777777777777776,0.022727272727272728,366_730,181_365,3_5
Qualified,Partner Referral,005GkgNJqeO2GW2jXH,SDR,Sales,5,4,1,1,1117,360,-955.0,-984.0,0,0.8,0.2,0.2,0.004472271914132379,0.0008944543828264759,0.013850415512465374,1.0,1.0,730_plus,181_365,3_5
Nurturing,Trade Show,005bRaTeyEXQ8Puofm,BDR,Sales,3,2,1,2,1314,-136,-933.0,-936.0,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0022813688212927757,0.001520912547528517,-0.022222222222222223,1.0,1.0,730_plus,,3_5
Qualified,Event,005OHuMUHvi8wsLMNv,SDR,Sales,2,2,0,0,519,388,66.0,65.0,0,1.0,0.0,0.0,0.0038461538461538464,0.0,0.005141388174807198,0.015151515151515152,0.014925373134328358,366_730,366_730,1_2
Nurturing,Partner Referral,005tcchhnKXX6SYaxV,SDR,Sales,5,1,4,2,509,797,-454.0,-463.0,1,0.2,0.8,0.4,0.00980392156862745,0.00392156862745098,0.006265664160401002,1.0,1.0,366_730,730_plus,3_5
Qualified,Trade Show,0053OvJBQj7lluaSJM,SDR,Sales,9,6,3,3,1439,-848,-1354.0,-1371.0,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.00625,0.0020833333333333333,-0.010625737898465172,1.0,1.0,730_plus,,6_10
Open,Outbound,005U1SVjkIk2fyV5rw,SDR,Sales,3,2,1,2,1050,-1035,-1068.0,-1070.0,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0028544243577545195,0.0019029495718363464,-0.0029013539651837525,1.0,1.0,730_plus,,3_5
Nurturing,Event,005lwhmSG1MSOXLTAt,SDR,Sales,2,2,0,0,233,776,-52.0,-60.0,1,1.0,0.0,0.0,0.008547008547008548,0.0,0.002574002574002574,1.0,1.0,181_365,730_plus,1_2
Open,Inbound,005GmCcmrt3DPvCZcO,BDR,Sales,3,1,2,2,817,204,-778.0,-789.0,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.003667481662591687,0.0024449877750611247,0.014634146341463415,1.0,1.0,730_plus,181_365,3_5
Open,Event,005sW3tnobKnIyN0Nz,SDR,Sales,1,1,0,0,420,-383,-121.0,-131.0,0,1.0,0.0,0.0,0.0023752969121140144,0.0,-0.002617801047120419,1.0,1.0,366_730,,1_2
Open,Outbound,005ZRAk3rxvD6mvf15,BDR,Sales,3,1,2,2,904,-402,-846.0,-875.0,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0033149171270718232,0.0022099447513812156,-0.007481296758104738,1.0,1.0,730_plus,,3_5
Qualified,Inbound,005Zig763saiCy9Xs5,BDR,Sales,3,3,0,2,313,1266,456.0,433.0,1,1.0,0.0,0.6666666666666666,0.009554140127388535,0.006369426751592357,0.0023677979479084454,0.002304147465437788,0.002188183807439825,181_365,730_plus,3_5
Qualified,Partner Referral,0054cPwdknqYVBf2UL,BDR,Sales,3,2,1,2,172,742,56.0,51.0,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.017341040462427744,0.011560693641618497,0.004037685060565276,0.019230769230769232,0.017543859649122806,91_180,730_plus,3_5
Nurturing,Outbound,00569YZ8tMEls1oPGs,SDR,Sales,4,4,0,1,212,1286,-47.0,-63.0,1,1.0,0.0,0.25,0.018779342723004695,0.004694835680751174,0.003108003108003108,1.0,1.0,181_365,730_plus,3_5
Open,Event,005irLwe9xEBlEAQNC,SDR,Sales,3,0,3,1,623,-584,-608.0,-621.0,0,0.0,1.0,0.3333333333333333,0.004807692307692308,0.0016025641025641025,-0.005145797598627788,1.0,1.0,366_730,,3_5
Qualified,Inbound,005PuqoGxlvwVICWiV,BDR,Sales,3,1,2,0,1146,436,-1114.0,-1136.0,1,0.3333333333333333,0.6666666666666666,0.0,0.0026155187445510027,0.0,0.006864988558352402,1.0,1.0,730_plus,366_730,3_5
Qualified,Web,005ZhFZ3TvVOVxKEgo,SDR,Sales,1,1,0,0,691,-542,466.0,464.0,1,1.0,0.0,0.0,0.001445086705202312,0.0,-0.0018484288354898336,0.002150537634408602,0.0021413276231263384,366_730,,1_2
Open,Trade Show,005SW3xD3pVRHzXb4Z,SDR,Sales,2,0,2,2,1303,135,-1103.0,-1109.0,0,0.0,1.0,1.0,0.0015337423312883436,0.0015337423312883436,0.014705882352941176,1.0,1.0,730_plus,91_180,1_2
Qualified,Outbound,0059UKz8nd1s6XFb2G,BDR,Sales,6,2,4,1,390,24,-272.0,-280.0,0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.015345268542199489,0.0025575447570332483,0.24,1.0,1.0,366_730,0_30,6_10
Working,Event,005lFrIUHPTHLXsJgY,BDR,Sales,3,2,1,2,568,204,-173.0,-190.0,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.005272407732864675,0.0035149384885764497,0.014634146341463415,1.0,1.0,366_730,181_365,3_5
Working,Web,0056SOvFbGwot3GcKs,AE,Sales,3,2,1,0,731,-202,-226.0,-229.0,0,0.6666666666666666,0.3333333333333333,0.0,0.004098360655737705,0.0,-0.014925373134328358,1.0,1.0,730_plus,,3_5
Nurturing,Inbound,005SW3xD3pVRHzXb4Z,SDR,Sales,1,1,0,0,1068,370,393.0,380.0,1,1.0,0.0,0.0,0.0009354536950420954,0.0,0.0026954177897574125,0.0026246719160104987,0.0025380710659898475,730_plus,366_730,1_2
Qualified,Trade Show,005SotgxabsZFoiinJ,BDR,Sales,3,1,2,0,855,-371,-576.0,-585.0,0,0.3333333333333333,0.6666666666666666,0.0,0.0035046728971962616,0.0,-0.008108108108108109,1.0,1.0,730_plus,,3_5
Working,Event,005Zig763saiCy9Xs5,BDR,Sales,6,2,4,1,91,1488,46.0,39.0,1,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.06521739130434782,0.010869565217391304,0.004029550033579583,0.025,0.02127659574468085,91_180,730_plus,6_10
Open,Inbound,005oTuswObpFtGANeE,SDR,Sales,3,1,2,0,1236,-1049,-905.0,-928.0,0,0.3333333333333333,0.6666666666666666,0.0,0.002425222312045271,0.0,-0.0028625954198473282,1.0,1.0,730_plus,,3_5
Open,Partner Referral,005mm9vtHx0K9TGlB7,SDR,Sales,2,1,1,1,939,-385,-379.0,-405.0,0,0.5,0.5,0.5,0.002127659574468085,0.0010638297872340426,-0.005208333333333333,1.0,1.0,730_plus,,1_2
Open,Event,0053QDpe3Xj7Gt2h2H,BDR,Sales,3,3,0,1,739,-240,-271.0,-289.0,1,1.0,0.0,0.3333333333333333,0.004054054054054054,0.0013513513513513514,-0.012552301255230125,1.0,1.0,730_plus,,3_5
Nurturing,Partner Referral,005RNwgHWbHSrrlfhq,BDR,Sales,2,1,1,1,107,440,254.0,249.0,1,0.5,0.5,0.5,0.018518518518518517,0.009259259259259259,0.0045351473922902496,0.004,0.00392156862745098,91_180,366_730,1_2
Qualified,Outbound,005COStSs3dErO7Qyy,AE,Sales,3,1,2,0,62,1134,776.0,766.0,0,0.3333333333333333,0.6666666666666666,0.0,0.047619047619047616,0.0,0.0026431718061674008,0.001303780964797914,0.001287001287001287,31_90,730_plus,3_5
Qualified,Outbound,005RMzHVKudpQtLAvV,SDR,Sales,6,2,4,3,1297,238,-1109.0,-1136.0,1,0.3333333333333333,0.6666666666666666,0.5,0.004622496147919877,0.0023112480739599386,0.02510460251046025,1.0,1.0,730_plus,181_365,6_10
Qualified,Trade Show,005T3CcQW30Fc3HxzP,BDR,Sales,4,1,3,4,535,-190,-464.0,-487.0,0,0.25,0.75,1.0,0.007462686567164179,0.007462686567164179,-0.021164021164021163,1.0,1.0,366_730,,3_5
Nurturing,Event,005chtXE6kHD1j5gMk,BDR,Sales,2,1,1,1,544,471,661.0,652.0,0,0.5,0.5,0.5,0.003669724770642202,0.001834862385321101,0.00423728813559322,0.0015313935681470138,0.0015105740181268882,366_730,366_730,1_2
Nurturing,Inbound,005IgSO06ukUkmxr0U,BDR,Sales,2,2,0,2,1160,-759,-608.0,-625.0,1,1.0,0.0,1.0,0.0017226528854435831,0.0017226528854435831,-0.002638522427440633,1.0,1.0,730_plus,,1_2
Nurturing,Outbound,005bZBvn4MclbYAtNN,SDR,Sales,4,3,1,1,34,452,424.0,399.0,1,0.75,0.25,0.25,0.11428571428571428,0.02857142857142857,0.008830022075055188,0.0025,0.002352941176470588,31_90,366_730,3_5
Working,Trade Show,005Sq8Z0wjCdFUQUHx,SDR,Sales,2,1,1,0,1381,-638,-1134.0,-1151.0,1,0.5,0.5,0.0,0.001447178002894356,0.0,-0.0031397174254317113,1.0,1.0,730_plus,,1_2
Nurturing,Web,005Fg6NzJiUZlow1pr,BDR,Sales,6,0,6,1,1172,61,-1009.0,-1029.0,1,0.0,1.0,0.16666666666666666,0.005115089514066497,0.0008525149190110827,0.0967741935483871,1.0,1.0,730_plus,31_90,6_10
Nurturing,Event,005y5u3soBmeQ9pyxl,AE,Sales,4,1,3,1,1424,-326,-1121.0,-1129.0,1,0.25,0.75,0.25,0.002807017543859649,0.0007017543859649122,-0.012307692307692308,1.0,1.0,730_plus,,3_5
Open,Inbound,005Fg6NzJiUZlow1pr,BDR,Sales,2,1,1,0,791,442,-470.0,-497.0,0,0.5,0.5,0.0,0.0025252525252525255,0.0,0.004514672686230248,1.0,1.0,730_plus,366_730,1_2
Working,Web,0057tOW88h5S2FQMo9,AE,Sales,3,1,2,1,1009,35,-1003.0,-1012.0,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0029702970297029703,0.0009900990099009901,0.08333333333333333,1.0,1.0,730_plus,31_90,3_5
Open,Partner Referral,00536VT96AN7M9vHvw,BDR,Sales,4,2,2,1,1394,-498,-1133.0,-1145.0,0,0.5,0.5,0.25,0.002867383512544803,0.0007168458781362007,-0.008048289738430584,1.0,1.0,730_plus,,3_5
Nurturing,Partner Referral,005gYdlj9yv5Cc6zkp,BDR,Sales,4,2,2,2,518,-217,-184.0,-211.0,0,0.5,0.5,0.5,0.007707129094412331,0.0038535645472061657,-0.018518518518518517,1.0,1.0,366_730,,3_5
Working,Event,005qhOaTRDj8l4v6Lo,SDR,Sales,3,1,2,0,8,1298,21.0,16.0,1,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0023094688221709007,0.058823529411764705,0.045454545454545456,0_30,730_plus,3_5
Qualified,Trade Show,005xG5kruHOvgAC23A,BDR,Sales,5,2,3,5,680,-264,-351.0,-356.0,0,0.4,0.6,1.0,0.007342143906020558,0.007342143906020558,-0.019011406844106463,1.0,1.0,366_730,,3_5
Qualified,Trade Show,005NhmgMvZSpDy5y9P,BDR,Sales,2,0,2,1,841,88,-758.0,-762.0,0,0.0,1.0,0.5,0.0023752969121140144,0.0011876484560570072,0.02247191011235955,1.0,1.0,730_plus,31_90,1_2
Open,Partner Referral,005oNQqFKPLjEKAacs,SDR,Sales,4,2,2,2,1403,-271,-1054.0,-1063.0,1,0.5,0.5,0.5,0.002849002849002849,0.0014245014245014246,-0.014814814814814815,1.0,1.0,730_plus,,3_5
Qualified,Trade Show,005H18uJWTVdyNheWe,BDR,Sales,3,2,1,1,1124,-1009,-1069.0,-1093.0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0026666666666666666,0.0008888888888888889,-0.002976190476190476,1.0,1.0,730_plus,,3_5
Working,Trade Show,005n3YnrPf6lJOdoQd,AE,Sales,1,0,1,0,323,115,1041.0,1037.0,1,0.0,1.0,0.0,0.0030864197530864196,0.0,0.008620689655172414,0.0009633911368015414,0.0009596928982725527,181_365,91_180,1_2
Nurturing,Web,005M5xWWu90p0JPGJQ,BDR,Sales,2,1,1,1,813,-493,-326.0,-356.0,1,0.5,0.5,0.5,0.002457002457002457,0.0012285012285012285,-0.0040650406504065045,1.0,1.0,730_plus,,1_2
Open,Trade Show,005O8TxStNstfUeWj7,BDR,Sales,10,6,4,4,1176,368,-828.0,-858.0,0,0.6,0.4,0.4,0.008496176720475786,0.0033984706881903144,0.02710027100271003,1.0,1.0,730_plus,366_730,6_10
Nurturing,Inbound,005U1SVjkIk2fyV5rw,SDR,Sales,4,2,2,2,400,-385,13.0,-4.0,1,0.5,0.5,0.5,0.00997506234413965,0.004987531172069825,-0.010416666666666666,1.0,0.07142857142857142,366_730,,3_5
Qualified,Outbound,005Cu36WnbRoy8DEqo,SDR,Sales,6,4,2,2,601,146,-614.0,-631.0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.009966777408637873,0.0033222591362126247,0.04081632653061224,1.0,1.0,366_730,91_180,6_10
Nurturing,Trade Show,005bRaTeyEXQ8Puofm,BDR,Sales,2,1,1,0,1330,-152,-950.0,-977.0,0,0.5,0.5,0.0,0.0015026296018031556,0.0,-0.013245033112582781,1.0,1.0,730_plus,,1_2
Nurturing,Trade Show,005T3CcQW30Fc3HxzP,BDR,Sales,3,2,1,2,275,70,-189.0,-216.0,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.010869565217391304,0.007246376811594203,0.04225352112676056,1.0,1.0,181_365,31_90,3_5
Open,Trade Show,0052yGgxi1v4hCqV4x,SDR,Sales,2,2,0,1,1380,-199,-1056.0,-1082.0,0,1.0,0.0,0.5,0.001448225923244026,0.000724112961622013,-0.010101010101010102,1.0,1.0,730_plus,,1_2
Open,Event,005U1cnD3W8AfIM0Y9,BDR,Sales,5,3,2,2,722,344,-623.0,-632.0,1,0.6,0.4,0.4,0.006915629322268326,0.0027662517289073307,0.014492753623188406,1.0,1.0,366_730,181_365,3_5
Qualified,Outbound,00536VT96AN7M9vHvw,BDR,Sales,3,1,2,0,1176,-280,-865.0,-887.0,1,0.3333333333333333,0.6666666666666666,0.0,0.002548853016142736,0.0,-0.010752688172043012,1.0,1.0,730_plus,,3_5
Nurturing,Inbound,005XZUpRP9HBvLfhY6,BDR,Sales,1,0,1,0,808,258,-552.0,-553.0,1,0.0,1.0,0.0,0.0012360939431396785,0.0,0.003861003861003861,1.0,1.0,730_plus,181_365,1_2
Working,Trade Show,005U1SVjkIk2fyV5rw,SDR,Sales,5,4,1,1,336,-321,-259.0,-288.0,0,0.8,0.2,0.2,0.01483679525222552,0.002967359050445104,-0.015625,1.0,1.0,181_365,,3_5
Open,Inbound,00512E80qDwAaI1oOE,SDR,Sales,2,1,1,0,49,1315,1147.0,1142.0,0,0.5,0.5,0.0,0.04,0.0,0.001519756838905775,0.0008748906386701663,0.0008710801393728223,31_90,730_plus,1_2
Open,Event,00536VT96AN7M9vHvw,BDR,Sales,2,1,1,2,160,736,258.0,251.0,0,0.5,0.5,1.0,0.012422360248447204,0.012422360248447204,0.0027137042062415195,0.003968253968253968,0.003861003861003861,91_180,730_plus,1_2
Nurturing,Outbound,005bRaTeyEXQ8Puofm,BDR,Sales,3,2,1,2,1262,-84,-939.0,-947.0,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0023752969121140144,0.001583531274742676,-0.03614457831325301,1.0,1.0,730_plus,,3_5
Open,Inbound,005JwwpEL8xofdwkwl,SDR,Sales,9,4,5,1,1400,-565,-1254.0,-1278.0,1,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.006423982869379015,0.0007137758743754461,-0.015957446808510637,1.0,1.0,730_plus,,6_10
Nurturing,Inbound,005irLwe9xEBlEAQNC,SDR,Sales,5,2,3,0,1313,-1274,-844.0,-846.0,0,0.4,0.6,0.0,0.00380517503805175,0.0,-0.003927729772191673,1.0,1.0,730_plus,,3_5
Nurturing,Web,005PuqoGxlvwVICWiV,BDR,Sales,7,4,3,1,1300,282,-1067.0,-1094.0,0,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.005380476556495004,0.0007686395080707148,0.024734982332155476,1.0,1.0,730_plus,181_365,6_10
Qualified,Outbound,005nz6ixedb0ulRU2P,BDR,Sales,4,1,3,0,440,1177,-29.0,-53.0,0,0.25,0.75,0.0,0.009070294784580499,0.0,0.003395585738539898,1.0,1.0,366_730,730_plus,3_5
Working,Partner Referral,00512E80qDwAaI1oOE,SDR,Sales,5,3,2,2,492,872,-336.0,-359.0,0,0.6,0.4,0.4,0.010141987829614604,0.004056795131845842,0.0057273768613974796,1.0,1.0,366_730,730_plus,3_5
Qualified,Trade Show,00512E80qDwAaI1oOE,SDR,Sales,0,0,0,0,442,922,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366_730,730_plus,0
Nurturing,Web,005SotgxabsZFoiinJ,BDR,Sales,5,1,4,3,1353,-869,-857.0,-884.0,1,0.2,0.8,0.6,0.003692762186115214,0.0022156573116691287,-0.00576036866359447,1.0,1.0,730_plus,,3_5
Open,Inbound,005GmCcmrt3DPvCZcO,BDR,Sales,3,1,2,1,499,522,-469.0,-497.0,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.006,0.002,0.0057361376673040155,1.0,1.0,366_730,366_730,3_5
Open,Partner Referral,005ygjBY3eCoYXQvBW,SDR,Sales,3,2,1,2,975,555,-938.0,-957.0,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0030737704918032786,0.0020491803278688526,0.00539568345323741,1.0,1.0,730_plus,366_730,3_5
Open,Inbound,005eDoAsKFf2bpyVk2,BDR,Sales,5,2,3,1,1437,-1326,-864.0,-873.0,1,0.4,0.6,0.2,0.0034770514603616135,0.0006954102920723226,-0.0037735849056603774,1.0,1.0,730_plus,,3_5
Working,Partner Referral,005gvRs74Xd8fUlA3x,BDR,Sales,4,2,2,1,799,851,-151.0,-180.0,0,0.5,0.5,0.25,0.005,0.00125,0.004694835680751174,1.0,1.0,730_plus,730_plus,3_5
Nurturing,Web,005YJKL1sxnz5KucCa,SDR,Sales,4,3,1,0,1098,-436,-687.0,-688.0,0,0.75,0.25,0.0,0.003639672429481347,0.0,-0.009195402298850575,1.0,1.0,730_plus,,3_5
Qualified,Web,005nz6ixedb0ulRU2P,BDR,Sales,5,4,1,2,277,1340,241.0,222.0,1,0.8,0.2,0.4,0.017985611510791366,0.007194244604316547,0.0037285607755406414,0.004484304932735426,0.004132231404958678,181_365,730_plus,3_5
Nurturing,Trade Show,005SW3xD3pVRHzXb4Z,SDR,Sales,7,4,3,4,676,762,-701.0,-702.0,1,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.0103397341211226,0.005908419497784343,0.009174311926605505,1.0,1.0,366_730,730_plus,6_10
Open,Partner Referral,005GmCcmrt3DPvCZcO,BDR,Sales,1,1,0,0,1308,-287,-193.0,-213.0,1,1.0,0.0,0.0,0.0007639419404125286,0.0,-0.0034965034965034965,1.0,1.0,730_plus,,1_2
Nurturing,Web,005FA8TcXwRGIFLbcj,SDR,Sales,4,1,3,1,776,276,-285.0,-291.0,1,0.25,0.75,0.25,0.005148005148005148,0.001287001287001287,0.01444043321299639,1.0,1.0,730_plus,181_365,3_5
Nurturing,Trade Show,005gYdlj9yv5Cc6zkp,BDR,Sales,8,5,3,3,1246,-945,-1200.0,-1208.0,1,0.625,0.375,0.375,0.006415396952686447,0.0024057738572574178,-0.00847457627118644,1.0,1.0,730_plus,,6_10
Qualified,Web,005PsOTr02Fp2pwCFZ,BDR,Sales,1,0,1,0,623,69,723.0,721.0,0,0.0,1.0,0.0,0.0016025641025641025,0.0,0.014285714285714285,0.0013850415512465374,0.0013812154696132596,366_730,31_90,1_2
Qualified,Inbound,005DS8Y3naP935K0U7,BDR,Sales,2,1,1,0,454,645,378.0,349.0,0,0.5,0.5,0.0,0.004395604395604396,0.0,0.0030959752321981426,0.002857142857142857,0.002638522427440633,366_730,366_730,1_2
