lead_id,company,status,lead_source,lead_owner_id,company_norm,user_id,owner_role,owner_department,owner_is_active,task_count,open_task_count,closed_task_count,high_priority_task_count,account_id,account_number,account_owner_id,account_type,account_industry,account_annual_revenue,account_employee_count,account_billing_city,account_billing_state,account_billing_country,account_created_date,account_is_active,contact_count,primary_contact_count,unique_contact_departments,unique_contact_titles,lead_source_contact_mode,account_event_count,account_demo_count,account_meeting_count,account_onsite_count,account_qbr_count,contact_event_count,contact_demo_count,contact_meeting_count,contact_qbr_count,last_contact_event_date,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,days_since_last_contact_created,days_since_last_account_event,lead_is_converted
00QDq9yT8Yg85CE86y,Oakridge Manufacturing,Qualified,Inbound,005eDoAsKFf2bpyVk2,oakridge manufacturing,005eDoAsKFf2bpyVk2,BDR,Sales,1,4,2,2,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1083,-972,-474.0,-489.0,,,1
00QziEGjteAhvg57ZO,Nimbus Partners,Qualified,Event,005Fg6NzJiUZlow1pr,nimbus partners,005Fg6NzJiUZlow1pr,BDR,Sales,1,1,0,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,91,1142,901.0,883.0,,,0
00Q0punaP70p7TLrBC,Oakridge Retail,Working,Event,005GBFWjFmmyU3YASa,oakridge retail,005GBFWjFmmyU3YASa,BDR,Sales,1,5,2,3,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1416,-706,-1155.0,-1157.0,,,0
00QkhrC85peUl7cLST,Summit Energy,Open,Web,0055zd5SriKEc8WlTo,summit energy,0055zd5SriKEc8WlTo,SDR,Sales,1,1,0,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,419,365,176.0,167.0,,,0
00QP2Ec7eJC8ZOyxQT,Cobalt Systems,Nurturing,Partner Referral,005w1rZfJkoRoaYcEo,cobalt systems,005w1rZfJkoRoaYcEo,BDR,Sales,1,1,1,0,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,175,1368,618.0,616.0,,,0
00QoQP2synEdfSBKre,Oakridge Energy,Qualified,Outbound,005SW3xD3pVRHzXb4Z,oakridge energy,005SW3xD3pVRHzXb4Z,SDR,Sales,1,3,2,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,821,617,-315.0,-334.0,,,0
00QJ7omD0F8Hy8wntf,Vertex Systems,Open,Trade Show,005rTQ0LB8Z2cjvjPG,vertex systems,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,3,2,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,641,221,325.0,304.0,,,1
00QXIYs2fgPRVR3Z7C,Pinnacle Software,Working,Event,005KXIvx3Ru4Hx5BVz,pinnacle software,005KXIvx3Ru4Hx5BVz,SDR,Sales,1,6,3,3,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,906,-111,-889.0,-916.0,,,1
00QnSr96mr2Q0srvWY,Evergreen Consulting,Nurturing,Event,005H18uJWTVdyNheWe,evergreen consulting,005H18uJWTVdyNheWe,BDR,Sales,1,6,2,4,4,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1401,-1286,-1390.0,-1407.0,,,1
00Q5FHVfyjsDpsGBKj,Clearwater Manufacturing,Open,Outbound,005ZRAk3rxvD6mvf15,clearwater manufacturing,005ZRAk3rxvD6mvf15,BDR,Sales,1,5,3,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1355,-853,-1204.0,-1210.0,,,0
00QMpfSIjXTkjduxAC,Summit Partners,Open,Trade Show,005ZmDANT8NxIwQSUH,summit partners,005ZmDANT8NxIwQSUH,BDR,Sales,1,4,2,2,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,67,-136,136.0,121.0,,,0
00QlalzP6C1CCg2x1O,Redwood Financial,Open,Web,005FA8TcXwRGIFLbcj,redwood financial,005FA8TcXwRGIFLbcj,SDR,Sales,1,3,1,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1408,-356,-1384.0,-1395.0,,,0
00QwK9rBLTmZqIM4Dv,Lighthouse Systems,Qualified,Outbound,005xG5kruHOvgAC23A,lighthouse systems,005xG5kruHOvgAC23A,BDR,Sales,1,7,2,5,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,260,156,-270.0,-276.0,,,1
00QdjqbLQr51Zs8PQy,Redwood Group,Nurturing,Web,005r8kcdxSxYgha9K0,redwood group,005r8kcdxSxYgha9K0,SDR,Sales,1,6,6,0,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1364,-1040,-1370.0,-1375.0,,,0
00Q7eDSP5c2iVVj1Fc,Northstar Software,Open,Outbound,005dEsDKcaedNVmJU3,northstar software,005dEsDKcaedNVmJU3,SDR,Sales,1,4,1,3,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,157,1230,329.0,299.0,,,0
00Q7MAYszYBnUiNrMw,Ironwood Systems,Nurturing,Web,005IAWyyPlUBLQDIva,ironwood systems,005IAWyyPlUBLQDIva,SDR,Sales,1,5,4,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1173,-180,-957.0,-987.0,,,1
00QKhvcyp3DLey3GUG,Stratus Software,Working,Partner Referral,005PsOTr02Fp2pwCFZ,stratus software,005PsOTr02Fp2pwCFZ,BDR,Sales,1,7,4,3,3,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,59,633,75.0,52.0,,,1
00QvNtGaZzeUfoazcu,BlueSky Services,Nurturing,Inbound,005ZgXPYFXOBU7G1tp,bluesky services,005ZgXPYFXOBU7G1tp,BDR,Sales,1,3,2,1,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,132,470,126.0,115.0,,,1
00QFAm1xNMCR7KmFUq,Redwood Labs,Qualified,Outbound,005M1BnJPIeqHk8Nds,redwood labs,005M1BnJPIeqHk8Nds,SDR,Sales,1,2,1,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,533,-93,312.0,307.0,,,0
00QxhgTvTfHVWWwLIc,Oakridge Energy,Working,Outbound,005PfomEh4AX7UIY31,oakridge energy,005PfomEh4AX7UIY31,AE,Sales,1,3,0,3,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,941,139,-957.0,-958.0,,,0
00QT3Qo2Uun5xAfK4w,Redwood Logistics,Working,Outbound,005DleKhounx1YJ0rP,redwood logistics,005DleKhounx1YJ0rP,BDR,Sales,1,7,3,4,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1049,-1069,-1024.0,-1053.0,,,0
00QgLxoLwn0pOiM5qw,Stratus Logistics,Open,Trade Show,0053OvJBQj7lluaSJM,stratus logistics,0053OvJBQj7lluaSJM,SDR,Sales,1,2,1,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1348,-757,-976.0,-981.0,,,0
00QDFtPGqd6QPv0Suq,Ironwood Financial,Working,Outbound,00512E80qDwAaI1oOE,ironwood financial,00512E80qDwAaI1oOE,SDR,Sales,1,3,3,0,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,974,390,-863.0,-872.0,,,1
00QdYCMJuHx8agbKQW,Redwood Labs,Open,Outbound,005F4DJKwnDrFRcqbf,redwood labs,005F4DJKwnDrFRcqbf,BDR,Sales,1,1,0,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,503,656,894.0,893.0,,,0
00Qr3FyL4K06ZoJQvT,Redwood Logistics,Open,Partner Referral,005Zig763saiCy9Xs5,redwood logistics,005Zig763saiCy9Xs5,BDR,Sales,1,3,2,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,838,741,-798.0,-822.0,,,1
00QdFZ4nWPYG7TAZyC,Clearwater Foods,Qualified,Inbound,005lECbWsEiD75E7eC,clearwater foods,005lECbWsEiD75E7eC,SDR,Sales,1,3,2,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,458,45,332.0,322.0,,,0
00QEYP8JYDmBUALMrh,Clearwater Health,Working,Event,005yopVEVGjrYSQu2q,clearwater health,005yopVEVGjrYSQu2q,SDR,Sales,1,2,2,0,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,270,880,742.0,730.0,,,1
00Qq9rsz9zJ0R0wjMp,Cobalt Logistics,Working,Outbound,005SotgxabsZFoiinJ,cobalt logistics,005SotgxabsZFoiinJ,BDR,Sales,1,4,2,2,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1295,-811,-815.0,-818.0,,,0
00QGguQf6zNJyW3hCs,Stratus Partners,Open,Partner Referral,005Rc5gJ1bF86O0c4W,stratus partners,005Rc5gJ1bF86O0c4W,AE,Sales,1,5,3,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1264,-1294,-572.0,-579.0,,,0
00QshdWRwovWYhCTIz,Oakridge Systems,Nurturing,Inbound,005dKuyWKIuifL64ip,oakridge systems,005dKuyWKIuifL64ip,BDR,Sales,1,7,3,4,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,840,-804,-821.0,-849.0,,,1
00Qa5lKDsxr2EEBi9s,Pinnacle Services,Nurturing,Inbound,005SkyTvnPdXlfxxMu,pinnacle services,005SkyTvnPdXlfxxMu,AE,Sales,1,4,1,3,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1153,-118,-378.0,-379.0,,,1
00Q8IhBWTWVf2Ew2bA,Evergreen Logistics,Nurturing,Partner Referral,005GBFWjFmmyU3YASa,evergreen logistics,005GBFWjFmmyU3YASa,BDR,Sales,1,6,4,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,21,689,137.0,115.0,,,1
00QIfSmyTe8yNpDZiM,Stratus Logistics,Qualified,Trade Show,0053WZIwXgjGUPdHRc,stratus logistics,0053WZIwXgjGUPdHRc,SDR,Sales,1,1,1,0,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,412,11,737.0,717.0,,,1
00QCkUIE9oSfZIvx5E,Stratus Retail,Working,Inbound,0055zd5SriKEc8WlTo,stratus retail,0055zd5SriKEc8WlTo,SDR,Sales,1,1,1,0,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1160,-376,-1037.0,-1058.0,,,0
00QeTRJc57TmLu4fpB,Evergreen Systems,Working,Web,005CyM4CU7TgZ0ieQC,evergreen systems,005CyM4CU7TgZ0ieQC,BDR,Sales,1,7,5,2,3,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1384,74,-1364.0,-1371.0,,,0
00QD7tpOzvQLlzVgrP,Vertex Labs,Nurturing,Event,00552has5XdvFlGgIo,vertex labs,00552has5XdvFlGgIo,SDR,Sales,1,7,4,3,3,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1240,355,-1192.0,-1215.0,,,1
00QT3B6mKZV9af6k86,Northstar Manufacturing,Working,Partner Referral,005g4fdGzuew1U6NXU,northstar manufacturing,005g4fdGzuew1U6NXU,SDR,Sales,1,2,1,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1283,-520,-139.0,-158.0,,,1
00QaNInjCZWHzaVJW3,Summit Foods,Working,Inbound,005lkDbq9IPSQ2U7zZ,summit foods,005lkDbq9IPSQ2U7zZ,BDR,Sales,1,3,1,2,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,163,1188,-87.0,-96.0,,,0
00Qo2EMbvUOpsHvQn6,Summit Financial,Working,Event,005gvRs74Xd8fUlA3x,summit financial,005gvRs74Xd8fUlA3x,BDR,Sales,1,1,0,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1319,331,-8.0,-38.0,,,1
00Q6ZurZuGjT3W6ISo,Redwood Systems,Nurturing,Partner Referral,005RMzHVKudpQtLAvV,redwood systems,005RMzHVKudpQtLAvV,SDR,Sales,1,5,1,4,3,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,938,597,-878.0,-899.0,,,0
00Qgqt1fGK4OoN4Au3,Cobalt Services,Qualified,Event,005zWOoMnQrwuxqr1I,cobalt services,005zWOoMnQrwuxqr1I,SDR,Sales,1,2,2,0,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,772,430,-771.0,-793.0,,,0
00QLef7GgnvVsn86bh,Oakridge Foods,Nurturing,Trade Show,005r8kcdxSxYgha9K0,oakridge foods,005r8kcdxSxYgha9K0,SDR,Sales,1,2,1,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,666,-342,-346.0,-363.0,,,1
00QZiZYFksHJGQyrOc,Oakridge Partners,Qualified,Outbound,005rfIoTPQqJtbyYEc,oakridge partners,005rfIoTPQqJtbyYEc,SDR,Sales,1,4,1,3,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1316,-176,-1167.0,-1196.0,,,1
00QNZqeTO0w0gErAtf,Ironwood Group,Qualified,Outbound,005yopVEVGjrYSQu2q,ironwood group,005yopVEVGjrYSQu2q,SDR,Sales,1,4,1,3,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,563,587,132.0,110.0,,,1
00QCTy2SzBj6ib2REk,Vertex Manufacturing,Open,Inbound,005udoqsW2EyiZN9b0,vertex manufacturing,005udoqsW2EyiZN9b0,BDR,Sales,1,5,4,1,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,486,-137,-400.0,-424.0,,,1
00QlGlpij8TGmQZ4Qm,Cobalt Technologies,Nurturing,Inbound,005UyDSWXbJPhakryL,cobalt technologies,005UyDSWXbJPhakryL,BDR,Sales,1,4,2,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1205,-941,-976.0,-1006.0,,,1
00Qk1KuIvyNunPoROF,Northstar Energy,Nurturing,Partner Referral,005oy1dBH72KcdA9bM,northstar energy,005oy1dBH72KcdA9bM,SDR,Sales,1,5,2,3,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,143,1183,-122.0,-152.0,,,0
00QMeIua89S3UMMeu8,Vertex Logistics,Open,Trade Show,005Sq8Z0wjCdFUQUHx,vertex logistics,005Sq8Z0wjCdFUQUHx,SDR,Sales,1,2,2,0,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1018,-275,-791.0,-803.0,,,0
00QxILZY1x81EDnIus,Summit Financial,Nurturing,Partner Referral,005U1cnD3W8AfIM0Y9,summit financial,005U1cnD3W8AfIM0Y9,BDR,Sales,1,4,1,3,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,422,644,-401.0,-419.0,,,0
00QD2zpkfTPwGrHJ4p,Summit Energy,Working,Event,005Fg6NzJiUZlow1pr,summit energy,005Fg6NzJiUZlow1pr,BDR,Sales,1,5,3,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,577,656,-388.0,-397.0,,,1
00Q2O4aUGyTyPKm9SQ,Lighthouse Health,Nurturing,Trade Show,005U2hcHrNtlfF5gcz,lighthouse health,005U2hcHrNtlfF5gcz,BDR,Sales,1,3,2,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,114,-85,676.0,658.0,,,1
00QS2NWPQRblun7yKg,Nimbus Retail,Nurturing,Inbound,005sj6ewizq0NwPrwm,nimbus retail,005sj6ewizq0NwPrwm,BDR,Sales,1,4,1,3,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1387,141,-1191.0,-1201.0,,,0
00QqB3qH2dLYwWXgjR,Cobalt Retail,Open,Inbound,005aHiW9xNcTdQ2HFK,cobalt retail,005aHiW9xNcTdQ2HFK,AE,Sales,1,5,3,2,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,748,821,-605.0,-621.0,,,1
00QwJtqGaH4DTTd2if,Lighthouse Labs,Open,Web,005uJa3pJEeyQVnsZp,lighthouse labs,005uJa3pJEeyQVnsZp,BDR,Sales,1,2,2,0,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,879,-799,-729.0,-732.0,,,1
00QlMCWd5HZV8Y5kHx,Harbor Labs,Working,Event,005mbGysH2pp4xju3N,harbor labs,005mbGysH2pp4xju3N,SDR,Sales,1,4,3,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,795,1,-619.0,-629.0,,,0
00Qr4guVtvwroRvVKh,Nimbus Foods,Qualified,Partner Referral,005sj6ewizq0NwPrwm,nimbus foods,005sj6ewizq0NwPrwm,BDR,Sales,1,4,2,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,187,1341,-87.0,-106.0,,,0
00Qw2clPX9XWg8S4tD,Acme Software,Working,Outbound,0058Bwr0RkCwwLehpc,acme software,0058Bwr0RkCwwLehpc,BDR,Sales,1,1,1,0,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1096,-611,-21.0,-33.0,,,0
00QqaemZsTqoRaIJ2j,Northstar Media,Nurturing,Partner Referral,005pCTycClXuIF6SUv,northstar media,005pCTycClXuIF6SUv,BDR,Sales,1,3,1,2,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1011,-245,-885.0,-912.0,,,0
00QJw72oFJTzZwWLKF,Vertex Manufacturing,Open,Web,0053QDpe3Xj7Gt2h2H,vertex manufacturing,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,2,1,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,386,113,693.0,669.0,,,0
00QYgqUUDnE8eiSIRg,Oakridge Media,Open,Partner Referral,005UyDSWXbJPhakryL,oakridge media,005UyDSWXbJPhakryL,BDR,Sales,1,4,1,3,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1100,-836,-860.0,-879.0,,,0
00Qd8wxBpiSY2wQvF4,Cobalt Software,Qualified,Web,005oy1dBH72KcdA9bM,cobalt software,005oy1dBH72KcdA9bM,SDR,Sales,1,4,3,1,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,390,936,-73.0,-98.0,,,1
00Qmz96SKBIYCUjRTA,Stratus Media,Open,Partner Referral,005YgcwjR0nrnHIGZX,stratus media,005YgcwjR0nrnHIGZX,SDR,Sales,1,1,0,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,700,843,570.0,560.0,,,0
00QkspD91BvmifzkAM,Vertex Logistics,Qualified,Event,005iSUGFUqSTcmtbKs,vertex logistics,005iSUGFUqSTcmtbKs,SDR,Sales,1,1,0,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1187,-362,-95.0,-107.0,,,0
00Q93nSnNwZRCjl0oP,Vertex Media,Nurturing,Partner Referral,005F4DJKwnDrFRcqbf,vertex media,005F4DJKwnDrFRcqbf,BDR,Sales,1,5,5,0,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,648,511,-622.0,-639.0,,,1
00QtvE9V5cUJzRmGFR,Pinnacle Logistics,Working,Partner Referral,005uK1d6IniB6ZlkqB,pinnacle logistics,005uK1d6IniB6ZlkqB,SDR,Sales,1,3,2,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1072,-985,-962.0,-992.0,,,1
00QtFydE8o5Tjsd6Nv,Acme Retail,Nurturing,Web,0055zd5SriKEc8WlTo,acme retail,0055zd5SriKEc8WlTo,SDR,Sales,1,4,1,3,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1227,-443,-959.0,-962.0,,,1
00QdX5raKuRU8JKB87,Cobalt Financial,Qualified,Partner Referral,00566La41L76C1ZyfL,cobalt financial,00566La41L76C1ZyfL,SDR,Sales,1,6,2,4,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1261,188,-891.0,-897.0,,,0
00Qt0zn6aFHe2X2uFX,Summit Media,Qualified,Outbound,0053QDpe3Xj7Gt2h2H,summit media,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,3,3,0,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,700,-201,15.0,12.0,,,0
00QxNPF2hMXhizDN4L,Evergreen Retail,Working,Event,005XZUpRP9HBvLfhY6,evergreen retail,005XZUpRP9HBvLfhY6,BDR,Sales,1,5,3,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,235,831,165.0,143.0,,,0
00Q5awFf1rGuvQ6CQV,Summit Manufacturing,Nurturing,Trade Show,005mYnZlHWW2dnL0rt,summit manufacturing,005mYnZlHWW2dnL0rt,BDR,Sales,1,0,0,0,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,998,557,,,,,1
00QtdA2CKlMkAmSCyT,BlueSky Media,Working,Outbound,005ATkmG7VSdpihf48,bluesky media,005ATkmG7VSdpihf48,SDR,Sales,1,5,0,5,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1121,-931,-965.0,-973.0,,,1
00Q7gNhJyTSnJZ5AoP,Pinnacle Media,Qualified,Web,0052vuTGNhPaf9DJtR,pinnacle media,0052vuTGNhPaf9DJtR,SDR,Sales,1,3,2,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,162,-56,409.0,395.0,,,0
00Q70CK4z7qoyfpR3b,Cobalt Labs,Open,Inbound,005F4DJKwnDrFRcqbf,cobalt labs,005F4DJKwnDrFRcqbf,BDR,Sales,1,4,2,2,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,441,718,120.0,95.0,,,1
00Q47cX8t3Q2JFN8gI,Vertex Manufacturing,Working,Partner Referral,005sW3tnobKnIyN0Nz,vertex manufacturing,005sW3tnobKnIyN0Nz,SDR,Sales,1,3,1,2,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,220,-183,66.0,54.0,,,1
00QP0NbI6j6earijtx,Ironwood Energy,Nurturing,Trade Show,005FA8TcXwRGIFLbcj,ironwood energy,005FA8TcXwRGIFLbcj,SDR,Sales,1,6,3,3,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,872,180,-471.0,-478.0,,,1
00Q2MjdUOgTAfPEFZL,Vertex Media,Open,Trade Show,005T3CcQW30Fc3HxzP,vertex media,005T3CcQW30Fc3HxzP,BDR,Sales,1,4,0,4,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,27,318,552.0,533.0,,,1
00QmhJjjaShnchp2rA,Nimbus Retail,Open,Inbound,005GBFWjFmmyU3YASa,nimbus retail,005GBFWjFmmyU3YASa,BDR,Sales,1,4,1,3,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,550,160,-506.0,-536.0,,,0
00QVby8NmkyuxAUCLC,Lighthouse Health,Nurturing,Inbound,005oTuswObpFtGANeE,lighthouse health,005oTuswObpFtGANeE,SDR,Sales,1,5,2,3,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,79,108,-29.0,-57.0,,,1
00Q5RPIkrJabU6JTap,Harbor Software,Working,Outbound,005Jf9CIg9lV3G32cG,harbor software,005Jf9CIg9lV3G32cG,BDR,Sales,1,4,2,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,944,49,-875.0,-889.0,,,1
00QQLiVmO6zHpFoced,Evergreen Group,Qualified,Outbound,005rfIoTPQqJtbyYEc,evergreen group,005rfIoTPQqJtbyYEc,SDR,Sales,1,3,1,2,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,567,573,-131.0,-154.0,,,0
00Q2XsS5UmiWRUEXFJ,Ironwood Technologies,Nurturing,Trade Show,005gXBXTL8NV8xfMOI,ironwood technologies,005gXBXTL8NV8xfMOI,BDR,Sales,1,4,2,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,306,-73,-3.0,-23.0,,,0
00Q6uliCja8HSwac52,Cobalt Financial,Working,Inbound,005lwhmSG1MSOXLTAt,cobalt financial,005lwhmSG1MSOXLTAt,SDR,Sales,1,2,2,0,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,966,43,-819.0,-836.0,,,1
00QXZSx4TwE3TWIU22,Oakridge Systems,Open,Trade Show,005EQtkoEfdgXDf2kK,oakridge systems,005EQtkoEfdgXDf2kK,AE,Sales,1,3,1,2,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,925,-256,-904.0,-914.0,,,0
00Q0EX6sHIf4HAuzgR,Cobalt Group,Working,Outbound,005CDjSs8Io3wfG3Ak,cobalt group,005CDjSs8Io3wfG3Ak,AE,Sales,1,1,1,0,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,91,407,82.0,65.0,,,0
00QFwA5nayhuZORAXy,Vertex Systems,Open,Trade Show,005CyM4CU7TgZ0ieQC,vertex systems,005CyM4CU7TgZ0ieQC,BDR,Sales,1,4,4,0,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1071,387,-854.0,-879.0,,,0
00QraaoMj6AAViwPxD,Harbor Health,Working,Partner Referral,005sW3tnobKnIyN0Nz,harbor health,005sW3tnobKnIyN0Nz,SDR,Sales,1,5,3,2,3,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,872,-835,-734.0,-757.0,,,0
00QNL86j0hCirplFLZ,Clearwater Logistics,Working,Partner Referral,005v0k6ScHdsTsZ8Rg,clearwater logistics,005v0k6ScHdsTsZ8Rg,AE,Sales,1,4,2,2,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1272,-251,-1162.0,-1187.0,,,1
00Q4KxsUCy81hZSXba,BlueSky Logistics,Nurturing,Trade Show,005XY8kCmJrc8XXcwE,bluesky logistics,005XY8kCmJrc8XXcwE,BDR,Sales,1,5,2,3,3,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,73,1018,-53.0,-79.0,,,1
00QFJyfpVAdd9Zed1z,Ironwood Group,Working,Partner Referral,005ZgXPYFXOBU7G1tp,ironwood group,005ZgXPYFXOBU7G1tp,BDR,Sales,1,2,1,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1283,-681,-1201.0,-1209.0,,,0
00QEKAxqkpI0EisluI,Pinnacle Services,Nurturing,Outbound,005GBFWjFmmyU3YASa,pinnacle services,005GBFWjFmmyU3YASa,BDR,Sales,1,3,3,0,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,225,485,89.0,78.0,,,0
00QqvDNY6VXog2wgKt,Ironwood Consulting,Qualified,Partner Referral,005DleKhounx1YJ0rP,ironwood consulting,005DleKhounx1YJ0rP,BDR,Sales,1,7,3,4,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,806,-826,-553.0,-557.0,,,1
