status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day_clean,task_activity_recency_score,task_created_recency_score,priority_score,priority_bucket,engagement_score,urgency_score,activity_strength_score,recommended_action,lead_is_converted
Nurturing,Event,005YgcwjR0nrnHIGZX,SDR,4,1,3,2,751,792,0.0,0.0,0.25,0.75,0.5,0.0053191489361702,0.0026595744680851,0.005044136191677175,1.0,1.0,58.633500117590245,Warm,0.6108724489795918,0.5761070333981331,0.5403333333333332,Follow up within 48 hours,1
Open,Web,005A7aBOiWo1s4A8VA,BDR,4,1,3,1,579,891,0.0,0.0,0.25,0.75,0.25,0.0068965517241379,0.0017241379310344,0.004484304932735426,1.0,1.0,55.268857260447405,Warm,0.561515306122449,0.6156427476838474,0.43619047619047624,Follow up within 48 hours,0
Qualified,Partner Referral,005F4DJKwnDrFRcqbf,BDR,6,4,2,2,836,323,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.007168458781362,0.002389486260454,0.018518518518518517,1.0,1.0,60.467411682216095,Warm,0.5941173469387755,0.5559165572076569,0.7042023809523809,Follow up within 48 hours,1
Nurturing,Event,005uK1d6IniB6ZlkqB,SDR,4,1,3,2,1102,0,0.0,0.0,0.25,0.75,0.5,0.0036264732547597,0.0018132366273798,4.0,1.0,1.0,58.18232664820249,Warm,0.5693775510204081,0.4969879857790855,0.7401904761904762,Follow up within 48 hours,1
Qualified,Outbound,005kYbLfois6p7LjKf,SDR,3,2,1,1,1203,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0024916943521594,0.0008305647840531,3.0,1.0,1.0,49.533823246841955,Cool,0.488469387755102,0.4731784619695616,0.5457500000000001,Nurture and monitor,0
Open,Event,005hJPMnhQ0WRyZFX9,BDR,4,3,1,1,798,0,0.0,0.0,0.75,0.25,0.25,0.0050062578222778,0.0012515644555694,4.0,1.0,1.0,56.31702052575351,Warm,0.5295,0.5650356048267046,0.644547619047619,Follow up within 48 hours,1
Qualified,Trade Show,005rTQ0LB8Z2cjvjPG,BDR,4,1,3,1,679,183,0.0,0.0,0.25,0.75,0.25,0.0058823529411764,0.0014705882352941,0.021739130434782608,1.0,1.0,55.550506920311335,Warm,0.5455102040816328,0.5930475095886093,0.5241785714285715,Follow up within 48 hours,0
Nurturing,Trade Show,005ATkmG7VSdpihf48,SDR,3,1,2,2,804,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0037267080745341,0.0024844720496894,3.0,1.0,1.0,59.95315998153583,Warm,0.6044132653061224,0.5634879857790854,0.6413928571428571,Follow up within 48 hours,1
Nurturing,Outbound,005GmCcmrt3DPvCZcO,BDR,0,0,0,0,200,821,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.50557823129252,Cool,0.0739591836734694,0.9534761904761905,0.060166666666666674,Nurture and monitor,1
Working,Outbound,005xG5kruHOvgAC23A,BDR,6,3,3,1,728,0,0.0,0.0,0.5,0.5,0.1666666666666666,0.0082304526748971,0.0013717421124828,6.0,1.0,1.0,60.2090273284746,Warm,0.5447448979591837,0.5816546524457521,0.7761071428571428,Follow up within 48 hours,1
Qualified,Event,005GITA8ZV1nYz3VcV,BDR,6,1,5,3,920,0,0.0,0.0,0.1666666666666666,0.8333333333333334,0.5,0.006514657980456,0.003257328990228,6.0,1.0,1.0,66.02904433527732,Warm,0.63025,0.5361546524457521,0.9215952380952381,Follow up within 48 hours,1
Qualified,Trade Show,005qf3JcieWVjwiYd7,BDR,4,3,1,2,497,78,0.0,0.0,0.75,0.25,0.5,0.0080321285140562,0.0040160642570281,0.05063291139240506,1.0,1.0,64.15530283867868,Warm,0.6471989795918367,0.6349403667314664,0.6373571428571428,Follow up within 48 hours,0
Qualified,Trade Show,005xi0Xi0wCwuciNbG,SDR,2,1,1,1,1017,406,0.0,0.0,0.5,0.5,0.5,0.0019646365422396,0.0009823182711198,0.004914004914004914,1.0,1.0,47.34736066180793,Cool,0.5141734693877551,0.5158213191124187,0.308202380952381,Nurture and monitor,1
Nurturing,Trade Show,005PuqoGxlvwVICWiV,BDR,2,1,1,0,802,780,451.0,435.0,0.5,0.5,0.0,0.0024906600249066,0.0,0.002560819462227913,0.0022935779816513,0.0022123893805309,21.405447337081206,Cold,0.24824999999999994,0.19468554615667524,0.1576190476190476,Add to nurture campaign,0
Qualified,Partner Referral,0056SOvFbGwot3GcKs,AE,2,1,1,1,370,159,0.0,0.0,0.5,0.5,0.5,0.0053908355795148,0.0026954177897574,0.0125,1.0,1.0,57.8545885529644,Warm,0.6124489795918366,0.6624998905409902,0.3678571428571429,Follow up within 48 hours,1
Open,Inbound,005SotgxabsZFoiinJ,BDR,3,0,3,1,87,397,572.0,552.0,0.0,1.0,0.3333333333333333,0.034090909090909,0.0113636363636363,0.007537688442211055,0.0018083182640144,0.0017452006980802,43.725738760748875,Cool,0.5071785714285715,0.3423063713900419,0.4048809523809524,Nurture and monitor,1
Working,Partner Referral,0053WZIwXgjGUPdHRc,SDR,4,2,2,1,1090,0,0.0,0.0,0.5,0.5,0.25,0.0036663611365719,0.0009165902841429,4.0,1.0,1.0,52.787785831875965,Warm,0.4983367346938775,0.49933322387432355,0.644547619047619,Follow up within 48 hours,1
Qualified,Partner Referral,005RMzHVKudpQtLAvV,SDR,3,2,1,2,195,1340,407.0,388.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0153061224489795,0.010204081632653,0.0022371364653243847,0.0025706940874035,0.0024509803921568,46.414834741914426,Cool,0.5540663265306123,0.33976489956041256,0.4259285714285714,Nurture and monitor,1
Working,Partner Referral,0053OvJBQj7lluaSJM,SDR,2,1,1,0,953,0,108.0,87.0,0.5,0.5,0.0,0.0020964360587002,0.0,2.0,0.0113636363636363,0.0091743119266055,27.614839132784414,Cool,0.27329591836734696,0.24002525000437835,0.3374642857142857,Nurture and monitor,0
Qualified,Web,005XZUpRP9HBvLfhY6,BDR,4,1,3,0,566,500,0.0,0.0,0.25,0.75,0.0,0.0070546737213403,0.0,0.007984031936127744,1.0,1.0,49.11868719242018,Cool,0.46485714285714286,0.619011795302895,0.3652738095238095,Nurture and monitor,1
Working,Partner Referral,005mm9vtHx0K9TGlB7,SDR,3,2,1,0,759,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0039473684210526,0.0,3.0,1.0,1.0,47.40091508357664,Cool,0.42948979591836733,0.5745237000647997,0.4345357142857143,Nurture and monitor,0
Working,Outbound,005gvRs74Xd8fUlA3x,BDR,1,1,0,0,248,1402,0.0,0.0,1.0,0.0,0.0,0.0040160642570281,0.0,0.0007127583749109052,1.0,1.0,43.8593504577263,Cool,0.42848469387755106,0.6901070333981331,0.0865952380952381,Nurture and monitor,0
Open,Outbound,005oNQqFKPLjEKAacs,SDR,1,0,1,0,650,482,0.0,0.0,0.0,1.0,0.0,0.0015360983102918,0.0,0.002070393374741201,1.0,1.0,39.213262022352154,Cool,0.3833367346938776,0.599761795302895,0.10267857142857144,Nurture and monitor,0
Qualified,Web,005PuqoGxlvwVICWiV,BDR,3,3,0,1,1245,337,0.0,0.0,1.0,0.0,0.3333333333333333,0.0024077046548956,0.0008025682182985,0.008875739644970414,1.0,1.0,46.377377668610656,Cool,0.48346428571428574,0.4632022714933712,0.4154047619047619,Nurture and monitor,1
Open,Outbound,005iRmiKUtSSkR82g5,BDR,5,2,3,1,797,510,0.0,0.0,0.4,0.6,0.2,0.006265664160401,0.0012531328320802,0.009784735812133072,1.0,1.0,54.4901497774542,Warm,0.5335816326530612,0.5652975095886092,0.5426071428571428,Follow up within 48 hours,1
Working,Partner Referral,005M5xWWu90p0JPGJQ,BDR,5,3,2,3,1111,0,0.0,0.0,0.6,0.4,0.6,0.0044964028776978,0.0026978417266187,5.0,1.0,1.0,62.9691123624882,Warm,0.614984693877551,0.4947498905409902,0.8688690476190476,Follow up within 48 hours,0
Qualified,Outbound,005xi0Xi0wCwuciNbG,SDR,4,0,4,0,518,905,0.0,0.0,0.0,1.0,0.0,0.0077071290944123,0.0,0.004415011037527594,1.0,1.0,48.73142528765828,Cool,0.467,0.6301189381600378,0.32389285714285715,Nurture and monitor,0
Working,Web,005vvizm5OfORbfBYV,SDR,2,1,1,1,1221,64,0.0,0.0,0.5,0.5,0.5,0.0016366612111292,0.0008183306055646,0.03076923076923077,1.0,1.0,47.182581750243315,Cool,0.5023112244897959,0.4695356048267045,0.39904761904761904,Nurture and monitor,0
Qualified,Event,005CS61es1IwtecnA5,SDR,3,3,0,2,1069,0,0.0,0.0,1.0,0.0,0.6666666666666666,0.002803738317757,0.0018691588785046,3.0,1.0,1.0,56.572547736637866,Warm,0.5724081632653062,0.5041427476838473,0.6413928571428571,Follow up within 48 hours,0
Open,Trade Show,005FyZAQiHdXrvrQlY,AE,0,0,0,0,960,640,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33486394557823,Cool,0.0739591836734694,0.7811190476190476,0.060166666666666674,Nurture and monitor,0
Working,Outbound,005NgdXDnoq7n6eqfB,AE,1,0,1,1,140,0,220.0,191.0,0.0,1.0,1.0,0.0070921985815602,0.0070921985815602,1.0,0.0052083333333333,0.004524886877828,46.89690881501553,Cool,0.5502806122448979,0.39286578136219547,0.3798452380952381,Nurture and monitor,0
Qualified,Event,005aV0dZauGUbUqQX9,SDR,5,2,3,0,1088,0,0.0,0.0,0.4,0.6,0.0,0.0045913682277318,0.0,5.0,1.0,1.0,49.232309641399766,Cool,0.43990816326530613,0.4997856048267044,0.6121666666666666,Nurture and monitor,1
Working,Partner Referral,005O8TxStNstfUeWj7,BDR,5,2,3,1,1350,194,0.0,0.0,0.4,0.6,0.2,0.003700962250185,0.000740192450037,0.02564102564102564,1.0,1.0,48.810898076773924,Cool,0.4800561224489796,0.438309414350514,0.5829404761904762,Nurture and monitor,0
Open,Web,005Fg6NzJiUZlow1pr,BDR,3,2,1,0,1088,145,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0027548209366391,0.0,0.02054794520547945,1.0,1.0,42.19441848493719,Cool,0.40661224489795916,0.4997856048267044,0.3435119047619048,Nurture and monitor,1
Open,Event,005r8kcdxSxYgha9K0,SDR,5,3,2,0,724,0,0.0,0.0,0.6,0.4,0.0,0.0068965517241379,0.0,5.0,1.0,1.0,52.900319845481405,Warm,0.4636683673469388,0.5824522714933712,0.6121666666666666,Follow up within 48 hours,1
Qualified,Event,005XY8kCmJrc8XXcwE,BDR,4,1,3,2,1043,48,0.0,0.0,0.25,0.75,0.5,0.003831417624521,0.0019157088122605,0.08163265306122448,1.0,1.0,56.90867018561746,Warm,0.5755306122448979,0.509809414350514,0.641892857142857,Follow up within 48 hours,1
Nurturing,Inbound,005irLwe9xEBlEAQNC,SDR,2,0,2,0,26,13,734.0,711.0,0.0,1.0,0.0,0.074074074074074,0.0,0.14285714285714285,0.0014044943820224,0.001360544217687,33.46259668045224,Cool,0.34145408163265306,0.3437662612304944,0.30384523809523806,Nurture and monitor,1
Working,Web,005irLwe9xEBlEAQNC,SDR,1,1,0,0,368,0,0.0,0.0,1.0,0.0,0.0,0.002710027100271,0.0,1.0,1.0,1.0,45.44940147813447,Cool,0.40375000000000005,0.6629760810171806,0.2686309523809524,Nurture and monitor,0
Open,Event,005XY8kCmJrc8XXcwE,BDR,2,1,1,0,1182,0,0.0,0.0,0.5,0.5,0.0,0.0016906170752324,0.0,2.0,1.0,1.0,40.497496716229705,Cool,0.3882142857142857,0.4779165572076569,0.3374642857142857,Nurture and monitor,1
Working,Outbound,005IYPQNVpF7c2XFiu,AE,3,0,3,0,866,748,0.0,0.0,0.0,1.0,0.0,0.0034602076124567,0.0,0.004005340453938585,1.0,1.0,42.36098311078753,Cool,0.41826020408163267,0.5487022714933711,0.2493452380952381,Nurture and monitor,1
Nurturing,Inbound,005Xq8vs8ialvuJ4ap,SDR,3,0,3,1,840,0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0035671819262782,0.0011890606420927,3.0,1.0,1.0,53.536527328474605,Warm,0.5194948979591837,0.5548927476838473,0.5457500000000001,Follow up within 48 hours,0
Nurturing,Trade Show,005SHkriY5Z0W9xzJS,BDR,5,3,2,2,1449,0,0.0,0.0,0.6,0.4,0.4,0.0034482758620689,0.0013793103448275,5.0,1.0,1.0,55.71618719242017,Warm,0.5367857142857142,0.41654750958860925,0.8190238095238095,Follow up within 48 hours,0
Nurturing,Inbound,0059wya6DR3pIs3IPJ,AE,2,1,1,1,447,925,233.0,205.0,0.5,0.5,0.5,0.0044642857142857,0.0022321428571428,0.0021598272138228943,0.0048543689320388,0.0042735042735042,37.70048811838086,Cool,0.45696938775510204,0.3201625291160966,0.2623571428571429,Nurture and monitor,1
Open,Trade Show,005uK1d6IniB6ZlkqB,SDR,4,2,2,1,1371,0,0.0,0.0,0.5,0.5,0.25,0.0029154518950437,0.0007288629737609,4.0,1.0,1.0,49.5837041992229,Cool,0.4735765306122449,0.43379750958860924,0.644547619047619,Nurture and monitor,1
Open,Outbound,005mm9vtHx0K9TGlB7,SDR,7,3,4,2,787,0,0.0,0.0,0.4285714285714285,0.5714285714285714,0.2857142857142857,0.0088832487309644,0.0025380710659898,7.0,1.0,1.0,64.84132324684195,Warm,0.5958979591836734,0.5676665572076569,0.9008214285714287,Follow up within 48 hours,0
Nurturing,Event,005Tdp9BDe2ZbrGft6,AE,4,3,1,4,834,0,0.0,0.0,0.75,0.25,1.0,0.0047904191616766,0.0047904191616766,4.0,1.0,1.0,65.6602348114678,Warm,0.6556071428571428,0.5564403667314664,0.8093333333333333,Follow up within 48 hours,1
Open,Web,005aV0dZauGUbUqQX9,SDR,5,3,2,3,803,0,0.0,0.0,0.6,0.4,0.6,0.0062189054726368,0.003731343283582,5.0,1.0,1.0,66.60375521963107,Warm,0.6462704081632653,0.5637617953028949,0.8688690476190476,Follow up within 48 hours,1
Nurturing,Inbound,005irLwe9xEBlEAQNC,SDR,3,2,1,1,987,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0030364372469635,0.0010121457489878,3.0,1.0,1.0,51.93826202235214,Warm,0.5070153061224489,0.5224165572076568,0.5457500000000001,Follow up within 48 hours,1
Nurturing,Trade Show,005RNwgHWbHSrrlfhq,BDR,6,3,3,4,1007,0,0.0,0.0,0.5,0.5,0.6666666666666666,0.0059523809523809,0.0039682539682539,6.0,1.0,1.0,66.95315998153582,Warm,0.6518061224489795,0.5181665572076568,0.9408928571428571,Follow up within 48 hours,0
Open,Event,005B24wkYeA8WTwY25,AE,3,3,0,1,1174,453,0.0,0.0,1.0,0.0,0.3333333333333333,0.0025531914893617,0.0008510638297872,0.006607929515418502,1.0,1.0,46.73924841690998,Cool,0.4885969387755102,0.47984512863622825,0.39570238095238097,Nurture and monitor,0
Qualified,Partner Referral,00536VT96AN7M9vHvw,BDR,4,1,3,1,1039,0,0.0,0.0,0.25,0.75,0.25,0.0038461538461538,0.0009615384615384,4.0,1.0,1.0,53.39401032167188,Warm,0.5036326530612245,0.5107141762552759,0.644547619047619,Follow up within 48 hours,0
Nurturing,Web,0053QDpe3Xj7Gt2h2H,BDR,4,3,1,2,441,58,0.0,0.0,0.75,0.25,0.5,0.0090497737556561,0.004524886877828,0.06779661016949153,1.0,1.0,64.97348311078753,Warm,0.6553673469387755,0.646654652445752,0.6402738095238095,Follow up within 48 hours,1
Nurturing,Partner Referral,00566La41L76C1ZyfL,SDR,3,0,3,2,1184,265,0.0,0.0,0.0,1.0,0.6666666666666666,0.0025316455696202,0.0016877637130801,0.011278195488721804,1.0,1.0,52.97634025364467,Warm,0.5631173469387755,0.4774284619695616,0.5248809523809523,Follow up within 48 hours,1
Nurturing,Trade Show,005EhkAnpKcWuNovJ6,BDR,5,2,3,1,199,560,0.0,0.0,0.4,0.6,0.2,0.025,0.005,0.008912655971479501,1.0,1.0,63.099316444120866,Warm,0.6264387755102041,0.7009998905409902,0.5373690476190477,Follow up within 48 hours,0
Nurturing,Partner Referral,005RYrmmC3EMzwluqj,BDR,1,1,0,0,191,169,415.0,394.0,1.0,0.0,0.0,0.0052083333333333,0.0,0.0058823529411764705,0.0025316455696202,0.0024038461538461,28.18235520762185,Cool,0.29464285714285715,0.3396419989842204,0.16304761904761905,Nurture and monitor,1
Qualified,Trade Show,005XZUpRP9HBvLfhY6,BDR,9,6,3,5,1020,46,0.0,0.0,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.0088148873653281,0.0048971596474045,0.19148936170212766,1.0,1.0,65.70096610398481,Warm,0.667219387755102,0.5149522714933711,0.8445714285714286,Follow up within 48 hours,1
Qualified,Partner Referral,005scUETCztHB2VpGr,SDR,4,2,2,2,1365,189,0.0,0.0,0.5,0.5,0.5,0.0029282576866764,0.0014641288433382,0.021052631578947368,1.0,1.0,52.72719059378071,Warm,0.5460153061224489,0.4349760810171806,0.6188571428571428,Follow up within 48 hours,1
Open,Inbound,005r9q3iIp3WHLiZhI,SDR,3,1,2,2,1199,207,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0025,0.0016666666666666,0.014423076923076924,1.0,1.0,53.16785385908685,Warm,0.5641071428571428,0.47420227149337113,0.5368214285714284,Follow up within 48 hours,0
Working,Trade Show,005RMzHVKudpQtLAvV,SDR,5,1,4,1,1228,307,0.0,0.0,0.2,0.8,0.2,0.0040683482506102,0.000813669650122,0.016233766233766232,1.0,1.0,49.92751372303242,Cool,0.49100510204081627,0.4676308429219425,0.5674166666666667,Nurture and monitor,1
Qualified,Partner Referral,0059UKz8nd1s6XFb2G,BDR,3,2,1,1,838,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0035756853396901,0.00119189511323,3.0,1.0,1.0,53.668721206025616,Warm,0.5218316326530612,0.5554046524457521,0.5457500000000001,Follow up within 48 hours,1
Open,Partner Referral,005bZBvn4MclbYAtNN,SDR,4,2,2,1,1459,0,0.0,0.0,0.5,0.5,0.25,0.0027397260273972,0.0006849315068493,4.0,1.0,1.0,48.64319399514127,Cool,0.46649489795918375,0.41424989054099015,0.644547619047619,Nurture and monitor,1
Qualified,Web,005M1BnJPIeqHk8Nds,SDR,4,2,2,1,1141,0,0.0,0.0,0.5,0.5,0.25,0.0035026269702276,0.0008756567425569,4.0,1.0,1.0,52.18028583187596,Warm,0.4932295918367347,0.4875951286362283,0.644547619047619,Follow up within 48 hours,0
Open,Partner Referral,0053WZIwXgjGUPdHRc,SDR,3,1,2,1,914,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0032786885245901,0.0010928961748633,3.0,1.0,1.0,52.72867018561747,Warm,0.5138877551020408,0.537309414350514,0.5457500000000001,Follow up within 48 hours,1
Working,Web,0051FeBviD8WOpEx9p,SDR,2,2,0,0,680,0,86.0,65.0,1.0,0.0,0.0,0.0029368575624082,0.0,2.0,0.0151515151515151,0.0114942528735632,30.625755623691187,Cool,0.29109693877551024,0.3107207656876653,0.3374642857142857,Nurture and monitor,1
Open,Event,0055pWDZRM9H820dFq,SDR,2,2,0,0,1011,0,0.0,0.0,1.0,0.0,0.0,0.0019762845849802,0.0,2.0,1.0,1.0,41.76071100194399,Cool,0.3898928571428572,0.5172260810171806,0.3374642857142857,Nurture and monitor,0
Open,Trade Show,0053WZIwXgjGUPdHRc,SDR,4,2,2,1,1443,0,0.0,0.0,0.5,0.5,0.25,0.002770083102493,0.0006925207756232,4.0,1.0,1.0,48.81656134208004,Cool,0.46786224489795913,0.41774989054099015,0.644547619047619,Nurture and monitor,1
Working,Partner Referral,0054cPwdknqYVBf2UL,BDR,4,4,0,3,945,0,0.0,0.0,1.0,0.0,0.75,0.0042283298097251,0.0031712473572938,4.0,1.0,1.0,63.03872120602563,Warm,0.6259030612244898,0.5314284619695616,0.7900357142857143,Follow up within 48 hours,0
Working,Trade Show,005aABhuRiSBg0srbz,SDR,5,2,3,2,266,17,67.0,53.0,0.4,0.6,0.4,0.0187265917602996,0.0074906367041198,0.2777777777777778,0.0185185185185185,0.0147058823529411,54.000515795873326,Warm,0.5538520408163264,0.40923998231142406,0.7015357142857143,Follow up within 48 hours,0
Nurturing,Trade Show,005sj6ewizq0NwPrwm,BDR,3,1,2,1,527,1001,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0056818181818181,0.0018939393939393,0.0029940119760479044,1.0,1.0,54.286697396501815,Warm,0.5715816326530613,0.6279046524457521,0.34352380952380956,Follow up within 48 hours,1
Working,Inbound,005mbGysH2pp4xju3N,SDR,1,1,0,0,1236,0,0.0,0.0,1.0,0.0,0.0,0.0008084074373484,0.0,1.0,1.0,1.0,38.10598311078753,Cool,0.37536734693877555,0.46549989054099017,0.2686309523809524,Nurture and monitor,1
Working,Inbound,005mYnZlHWW2dnL0rt,BDR,3,3,0,0,65,1490,228.0,221.0,1.0,0.0,0.0,0.0454545454545454,0.0,0.002012072434607646,0.0045045045045045,0.0043668122270742,34.86962180973897,Cool,0.3679795918367347,0.4055769628189636,0.21516666666666664,Nurture and monitor,0
Qualified,Trade Show,005A7aBOiWo1s4A8VA,BDR,5,4,1,3,1258,212,0.0,0.0,0.8,0.2,0.6,0.0039714058776806,0.0023828435266084,0.023474178403755867,1.0,1.0,58.36929943731815,Warm,0.6011122448979592,0.4598689381600378,0.7258809523809524,Follow up within 48 hours,0
Open,Partner Referral,005DleKhounx1YJ0rP,BDR,6,1,5,3,1144,0,0.0,0.0,0.1666666666666666,0.8333333333333334,0.5,0.005240174672489,0.0026200873362445,6.0,1.0,1.0,63.509401478134464,Warm,0.6094285714285714,0.4868689381600378,0.9215952380952381,Follow up within 48 hours,0
Open,Trade Show,005FlqJ6WT9psqZImt,AE,5,3,2,3,493,0,0.0,0.0,0.6,0.4,0.6,0.0101214574898785,0.0060728744939271,5.0,1.0,1.0,70.45804093391678,Warm,0.6801632653061225,0.6357498905409902,0.8688690476190476,Follow up within 48 hours,1
Qualified,Trade Show,005r8kcdxSxYgha9K0,SDR,2,2,0,1,91,233,872.0,860.0,1.0,0.0,0.5,0.0217391304347826,0.0108695652173913,0.008547008547008548,0.0011614401858304,0.0011454753722794,42.681738878339125,Cool,0.5218010204081632,0.32212769050246065,0.34639285714285717,Nurture and monitor,0
Working,Trade Show,005sbu92PDPF7bHdnm,BDR,9,2,7,6,1231,0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.0073051948051948,0.0048701298701298,9.0,1.0,1.0,67.31043889310045,Warm,0.6674540816326531,0.4668451286362283,0.9966190476190476,Follow up within 48 hours,1
Working,Partner Referral,005bo0fFeWaVUqG2KV,SDR,4,4,0,3,1099,0,0.0,0.0,1.0,0.0,0.75,0.0036363636363636,0.0027272727272727,4.0,1.0,1.0,61.2301497774542,Warm,0.610045918367347,0.49757131911241875,0.7900357142857143,Follow up within 48 hours,1
Open,Outbound,005lwhmSG1MSOXLTAt,SDR,1,0,1,0,1217,0,0.0,0.0,0.0,1.0,0.0,0.0008210180623973,0.0,1.0,1.0,1.0,38.26389127405284,Cool,0.37556122448979595,0.47044036673146633,0.2686309523809524,Nurture and monitor,1
Working,Partner Referral,005Rxy2aV7ygR0ASuT,BDR,4,2,2,1,533,1098,0.0,0.0,0.5,0.5,0.25,0.0074906367041198,0.0018726591760299,0.003639672429481347,1.0,1.0,55.68520079786236,Warm,0.568954081632653,0.6264403667314663,0.4222142857142857,Follow up within 48 hours,1
Open,Partner Referral,005oy1dBH72KcdA9bM,SDR,1,0,1,1,1048,278,0.0,0.0,0.0,1.0,1.0,0.0009532888465204,0.0009532888465204,0.0035842293906810036,1.0,1.0,46.60186746452902,Cool,0.5308112244897959,0.5087022714933712,0.2400119047619048,Nurture and monitor,0
Qualified,Outbound,005uK1d6IniB6ZlkqB,SDR,6,5,1,2,1410,0,0.0,0.0,0.8333333333333334,0.1666666666666666,0.3333333333333333,0.0042523033309709,0.0014174344436569,6.0,1.0,1.0,57.138415083576646,Warm,0.5394183673469387,0.4244165572076568,0.87175,Follow up within 48 hours,1
Qualified,Partner Referral,005U2hcHrNtlfF5gcz,BDR,6,2,4,2,858,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0069848661233993,0.0023282887077997,6.0,1.0,1.0,63.55392528765829,Warm,0.5918571428571429,0.5508689381600379,0.87175,Follow up within 48 hours,0
Open,Web,0053WZIwXgjGUPdHRc,SDR,7,4,3,2,1319,0,0.0,0.0,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.0053030303030303,0.0015151515151515,7.0,1.0,1.0,58.762139573372565,Warm,0.5472857142857143,0.4460475095886092,0.9008214285714287,Follow up within 48 hours,1
Nurturing,Inbound,005M1BnJPIeqHk8Nds,SDR,4,2,2,0,1299,0,0.0,0.0,0.5,0.5,0.0,0.003076923076923,0.0,4.0,1.0,1.0,44.858245015549436,Cool,0.4134387755102041,0.45065465244575204,0.5333333333333333,Nurture and monitor,1
Working,Web,005sbu92PDPF7bHdnm,BDR,0,0,0,0,436,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.912721088435376,Cool,0.0739591836734694,0.9003809523809524,0.060166666666666674,Nurture and monitor,0
Working,Partner Referral,005UyDSWXbJPhakryL,BDR,5,3,2,2,822,0,0.0,0.0,0.6,0.4,0.4,0.0060753341433778,0.0024301336573511,5.0,1.0,1.0,63.129095355685486,Warm,0.5993367346938775,0.5593927476838473,0.8190238095238095,Follow up within 48 hours,1
Nurturing,Web,005qhOaTRDj8l4v6Lo,SDR,4,3,1,0,983,323,0.0,0.0,0.75,0.25,0.0,0.0040650406504065,0.0,0.012345679012345678,1.0,1.0,45.084027328474605,Cool,0.43149489795918367,0.5232856048267044,0.39053571428571426,Nurture and monitor,1
Nurturing,Event,005vvizm5OfORbfBYV,SDR,5,3,2,3,1174,111,0.0,0.0,0.6,0.4,0.6,0.0042553191489361,0.0025531914893617,0.044642857142857144,1.0,1.0,59.60651032167188,Warm,0.6084897959183673,0.47984512863622825,0.7393333333333333,Follow up within 48 hours,0
Qualified,Event,005XZUpRP9HBvLfhY6,BDR,6,5,1,2,659,407,0.0,0.0,0.8333333333333334,0.1666666666666666,0.3333333333333333,0.009090909090909,0.003030303030303,0.014705882352941176,1.0,1.0,62.552020525753505,Warm,0.6142142857142857,0.5977260810171806,0.6954761904761905,Follow up within 48 hours,1
Qualified,Partner Referral,005iRmiKUtSSkR82g5,BDR,3,3,0,1,248,1059,0.0,0.0,1.0,0.0,0.3333333333333333,0.0120481927710843,0.0040160642570281,0.002830188679245283,1.0,1.0,59.03991168221611,Warm,0.6305102040816327,0.6901070333981331,0.3405595238095238,Follow up within 48 hours,0
Qualified,Outbound,005Fg6NzJiUZlow1pr,BDR,3,1,2,2,1191,42,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0025167785234899,0.0016778523489932,0.06976744186046512,1.0,1.0,53.96547290670589,Warm,0.5646428571428571,0.47588084292194255,0.5728452380952381,Follow up within 48 hours,0
Qualified,Inbound,005aV0dZauGUbUqQX9,SDR,4,1,3,2,652,0,0.0,0.0,0.25,0.75,0.5,0.006125574272588,0.003062787136294,4.0,1.0,1.0,64.04477562779432,Warm,0.6251479591836734,0.5994522714933711,0.7401904761904762,Follow up within 48 hours,0
Qualified,Partner Referral,005cFzr92UqWtEjiS5,AE,7,4,3,2,379,151,0.0,0.0,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.0184210526315789,0.0052631578947368,0.046052631578947366,1.0,1.0,66.66191848493717,Warm,0.6387551020408162,0.660059414350514,0.7461190476190476,Follow up within 48 hours,0
